"","muni_county","county","municipality","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","provisional_no_dl","provisional_no_por","counted_id","rejected_id","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_unreturned","military_undeliverable","military_by_electionday","military_counted","military_rejected","military_late"
"1054","TOWN OF OXFORD MARQUETTE","MARQUETTE","TOWN OF OXFORD",546,0,2,79,79,11,0,68,0,3,0,0,0,2,1,0,0,0,0,12,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"1055","TOWN OF PACIFIC COLUMBIA","COLUMBIA","TOWN OF PACIFIC",1767,2,11,259,259,0,259,0,1,13,0,0,0,2,9,0,0,0,0,42,6,8,1,34,3,0,0,0,0,0,1,1,0,0,0,0,0
"1056","TOWN OF PACKWAUKEE MARQUETTE","MARQUETTE","TOWN OF PACKWAUKEE",807,0,7,112,112,1,0,111,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1057","TOWN OF PALMYRA JEFFERSON","JEFFERSON","TOWN OF PALMYRA",853,0,6,160,160,160,0,0,0,3,0,0,0,2,1,0,0,0,0,10,1,0,0,10,0,0,0,0,0,0,1,1,0,0,0,1,0
"1058","TOWN OF PARIS GRANT","GRANT","TOWN OF PARIS",424,0,1,14,14,0,0,14,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059","TOWN OF PARIS KENOSHA","KENOSHA","TOWN OF PARIS",1026,0,11,144,144,144,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1060","TOWN OF PARKLAND DOUGLAS","DOUGLAS","TOWN OF PARKLAND",773,0,2,53,53,0,53,0,1,3,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1061","TOWN OF PARRISH LANGLADE","LANGLADE","TOWN OF PARRISH",64,0,0,27,27,1,0,26,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1062","TOWN OF PATCH GROVE GRANT","GRANT","TOWN OF PATCH GROVE",185,0,0,15,15,6,0,9,0,5,0,0,1,2,2,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1063","TOWN OF PECK LANGLADE","LANGLADE","TOWN OF PECK",203,0,0,52,52,28,0,24,0,3,0,0,0,0,2,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"1064","TOWN OF PEEKSVILLE ASHLAND","ASHLAND","TOWN OF PEEKSVILLE",121,0,0,17,17,17,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1065","TOWN OF PELICAN ONEIDA","ONEIDA","TOWN OF PELICAN",1691,6,66,862,862,0,858,4,0,6,0,0,0,0,0,0,0,0,0,62,10,9,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0
"1066","TOWN OF PELLA SHAWANO","SHAWANO","TOWN OF PELLA",549,0,2,79,79,19,0,60,0,4,0,0,0,1,3,0,0,0,0,6,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0
"1067","TOWN OF PEMBINE MARINETTE","MARINETTE","TOWN OF PEMBINE",520,0,1,56,56,12,0,44,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1068","TOWN OF PENCE IRON","IRON","TOWN OF PENCE",137,0,0,11,11,6,0,5,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1069","TOWN OF PENSAUKEE OCONTO","OCONTO","TOWN OF PENSAUKEE",841,0,6,134,134,12,0,122,0,3,0,0,0,1,1,0,0,0,0,6,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
"1070","TOWN OF PEPIN PEPIN","PEPIN","TOWN OF PEPIN",470,0,0,45,45,3,0,42,0,6,0,0,0,0,5,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1071","TOWN OF PERRY DANE","DANE","TOWN OF PERRY",534,2,2,125,125,0,125,0,0,6,0,0,0,0,3,0,0,0,0,15,2,1,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0
"1072","TOWN OF PERSHING TAYLOR","TAYLOR","TOWN OF PERSHING",90,0,0,12,12,0,0,12,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1073","TOWN OF PERU DUNN","DUNN","TOWN OF PERU",133,0,1,21,21,0,0,21,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1074","TOWN OF PESHTIGO MARINETTE","MARINETTE","TOWN OF PESHTIGO",2502,0,14,337,337,24,0,313,0,15,0,0,4,5,4,0,0,0,0,24,2,4,4,20,20,0,0,0,0,0,4,0,0,4,4,0,0
"1075","TOWN OF PHELPS VILAS","VILAS","TOWN OF PHELPS",912,2,2,148,148,0,148,0,0,6,0,0,0,0,1,0,0,0,0,26,1,3,1,20,19,1,0,0,0,0,0,0,0,0,0,0,0
"1076","TOWN OF PIEHL ONEIDA","ONEIDA","TOWN OF PIEHL",51,0,1,18,18,18,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1077","TOWN OF PIERCE KEWAUNEE","KEWAUNEE","TOWN OF PIERCE",519,0,2,152,152,0,56,96,0,4,0,1,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"1078","TOWN OF PIGEON TREMPEALEAU","TREMPEALEAU","TOWN OF PIGEON",393,0,1,44,44,16,0,28,0,6,0,0,0,0,3,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"1079","TOWN OF PILSEN BAYFIELD","BAYFIELD","TOWN OF PILSEN",171,0,0,28,28,0,28,0,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1080","TOWN OF PINE GROVE PORTAGE","PORTAGE","TOWN OF PINE GROVE",436,0,3,66,66,65,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081","TOWN OF PINE LAKE ONEIDA","ONEIDA","TOWN OF PINE LAKE",1774,2,70,927,927,0,926,1,0,8,0,0,0,1,3,0,0,0,0,102,17,8,0,87,90,1,0,0,0,0,1,0,0,1,1,0,0
"1082","TOWN OF PINE RIVER LINCOLN","LINCOLN","TOWN OF PINE RIVER",1249,1,1,186,186,0,186,0,0,4,0,0,0,0,0,0,0,0,0,11,0,5,0,6,5,1,0,0,0,0,2,0,0,2,2,0,0
"1083","TOWN OF PINE VALLEY CLARK","CLARK","TOWN OF PINE VALLEY",719,0,1,78,78,0,53,25,0,3,0,0,0,0,2,0,0,0,0,8,1,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1084","TOWN OF PITTSFIELD BROWN","BROWN","TOWN OF PITTSFIELD",1768,0,3,262,262,4,262,0,0,7,0,0,0,0,1,0,0,0,0,29,0,0,2,22,4,1,0,0,0,0,0,0,0,0,0,0,0
"1085","TOWN OF PLAINFIELD WAUSHARA","WAUSHARA","TOWN OF PLAINFIELD",283,0,1,39,39,11,0,28,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1086","TOWN OF PLATTEVILLE GRANT","GRANT","TOWN OF PLATTEVILLE",906,0,2,103,103,45,0,58,0,7,0,0,0,0,5,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1087","TOWN OF PLEASANT SPRINGS DANE","DANE","TOWN OF PLEASANT SPRINGS",2317,7,15,505,505,1,505,0,0,10,0,0,0,2,8,0,0,0,0,0,12,45,3,30,29,0,0,0,0,0,1,1,0,0,0,0,0
"1088","TOWN OF PLEASANT VALLEY EAU CLAIRE","EAU CLAIRE","TOWN OF PLEASANT VALLEY",2269,0,11,343,343,0,343,0,0,10,0,0,0,4,4,0,0,0,0,11,6,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0
"1089","TOWN OF PLEASANT VALLEY ST. CROIX","ST. CROIX","TOWN OF PLEASANT VALLEY",319,0,0,23,23,0,23,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1090","TOWN OF PLOVER MARATHON","MARATHON","TOWN OF PLOVER",369,0,2,34,34,0,34,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1091","TOWN OF PLOVER PORTAGE","PORTAGE","TOWN OF PLOVER",962,0,4,159,159,0,159,0,0,10,0,0,0,1,6,0,0,0,0,10,1,3,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0
"1092","TOWN OF PLUM LAKE VILAS","VILAS","TOWN OF PLUM LAKE",419,0,5,153,153,0,153,0,0,5,0,0,0,2,1,0,0,0,0,20,4,3,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0
"1093","TOWN OF PLYMOUTH JUNEAU","JUNEAU","TOWN OF PLYMOUTH",399,0,1,63,63,17,0,46,0,3,0,0,0,1,0,0,0,0,0,11,2,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"1094","TOWN OF PLYMOUTH ROCK","ROCK","TOWN OF PLYMOUTH",789,0,4,108,108,0,108,0,2,5,0,0,0,1,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095","TOWN OF PLYMOUTH SHEBOYGAN","SHEBOYGAN","TOWN OF PLYMOUTH",2079,2,7,356,356,0,273,83,0,3,0,0,0,0,2,0,0,0,0,31,18,3,0,28,1,2,0,0,0,0,1,1,0,0,0,0,0
"1096","TOWN OF POLAR LANGLADE","LANGLADE","TOWN OF POLAR",673,0,3,78,78,32,0,46,0,3,0,0,0,0,3,0,0,0,0,6,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"1097","TOWN OF POLK WASHINGTON","WASHINGTON","TOWN OF POLK",2723,0,30,903,903,903,0,0,0,7,0,0,0,0,3,0,0,0,0,119,12,12,2,103,100,7,0,0,0,0,0,0,0,0,0,0,0
"1098","TOWN OF POPPLE RIVER FOREST","FOREST","TOWN OF POPPLE RIVER",26,0,0,10,10,0,0,10,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1099","TOWN OF PORT EDWARDS WOOD","WOOD","TOWN OF PORT EDWARDS",759,0,2,146,146,0,146,0,1,4,0,0,0,0,2,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"1100","TOWN OF PORT WASHINGTON OZAUKEE","OZAUKEE","TOWN OF PORT WASHINGTON",1081,0,7,196,193,193,0,0,0,10,0,0,0,1,4,0,0,0,0,17,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
"1101","TOWN OF PORT WING BAYFIELD","BAYFIELD","TOWN OF PORT WING",328,0,0,61,61,0,61,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102","TOWN OF PORTER ROCK","ROCK","TOWN OF PORTER",676,0,3,62,62,0,62,0,0,4,0,1,0,0,1,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1103","TOWN OF PORTERFIELD MARINETTE","MARINETTE","TOWN OF PORTERFIELD",1137,0,7,138,138,16,0,122,0,4,0,0,0,0,3,0,0,0,0,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
"1104","TOWN OF PORTLAND DODGE","DODGE","TOWN OF PORTLAND",649,0,10,112,112,0,112,0,0,6,0,0,0,2,1,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"1105","TOWN OF PORTLAND MONROE","MONROE","TOWN OF PORTLAND",422,0,2,54,54,11,0,43,0,5,0,0,0,0,1,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"1106","TOWN OF POTOSI GRANT","GRANT","TOWN OF POTOSI",499,0,1,27,27,0,16,11,0,5,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1107","TOWN OF POUND MARINETTE","MARINETTE","TOWN OF POUND",780,0,0,119,119,2,0,117,0,11,0,0,0,2,6,0,0,0,0,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1108","TOWN OF POY SIPPI WAUSHARA","WAUSHARA","TOWN OF POY SIPPI",549,0,88,88,88,15,0,73,0,3,0,0,0,1,0,0,0,0,0,10,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"1109","TOWN OF POYGAN WINNEBAGO","WINNEBAGO","TOWN OF POYGAN",810,0,7,122,122,0,122,0,0,9,0,0,0,5,4,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1110","TOWN OF PRAIRIE DU CHIEN CRAWFORD","CRAWFORD","TOWN OF PRAIRIE DU CHIEN",510,0,6,80,80,30,0,50,0,4,0,0,0,1,0,0,0,0,0,9,2,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0
"1111","TOWN OF PRAIRIE DU SAC SAUK","SAUK","TOWN OF PRAIRIE DU SAC",695,0,3,113,113,0,109,4,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1112","TOWN OF PRAIRIE FARM BARRON","BARRON","TOWN OF PRAIRIE FARM",322,0,3,41,41,2,0,39,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1113","TOWN OF PRAIRIE LAKE BARRON","BARRON","TOWN OF PRAIRIE LAKE",877,0,9,90,90,6,0,84,0,6,0,0,0,1,5,0,0,0,0,8,1,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
"1114","TOWN OF PRENTICE PRICE","PRICE","TOWN OF PRENTICE",256,0,1,38,38,13,0,25,0,6,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1115","TOWN OF PRESQUE ISLE VILAS","VILAS","TOWN OF PRESQUE ISLE",603,0,6,118,118,0,118,0,0,9,0,0,0,2,5,0,0,0,0,13,6,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0
"1116","TOWN OF PRESTON ADAMS","ADAMS","TOWN OF PRESTON",738,0,6,117,117,117,0,0,0,3,0,0,0,0,1,0,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1117","TOWN OF PRESTON TREMPEALEAU","TREMPEALEAU","TOWN OF PRESTON",472,0,3,0,107,47,0,60,0,3,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1118","TOWN OF PRICE LANGLADE","LANGLADE","TOWN OF PRICE",146,0,0,27,27,27,0,0,0,6,0,0,0,1,5,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"1119","TOWN OF PRIMROSE DANE","DANE","TOWN OF PRIMROSE",457,0,1,106,106,105,0,0,1,8,0,0,0,2,3,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"1120","TOWN OF PRINCETON GREEN LAKE","GREEN LAKE","TOWN OF PRINCETON",958,0,7,136,136,57,0,79,0,4,0,0,0,2,2,0,0,0,0,14,0,5,1,6,2,0,0,0,0,0,1,1,0,0,0,0,0
"1121","TOWN OF PULASKI IOWA","IOWA","TOWN OF PULASKI",201,0,2,30,30,4,0,26,0,4,0,1,0,1,0,0,0,0,0,4,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1122","TOWN OF QUINCY ADAMS","ADAMS","TOWN OF QUINCY",717,0,1,75,75,75,0,0,0,5,0,0,0,1,2,0,0,0,0,11,1,2,0,9,9,0,0,0,0,0,1,0,0,1,1,0,0
"1123","TOWN OF RADISSON SAWYER","SAWYER","TOWN OF RADISSON",246,0,9,33,33,0,0,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1124","TOWN OF RANDALL KENOSHA","KENOSHA","TOWN OF RANDALL",1913,5,4,182,182,0,182,0,0,6,0,0,0,1,1,0,0,0,0,21,0,4,1,16,14,2,0,0,0,0,0,0,0,0,0,0,0
"1125","TOWN OF RANDOLPH COLUMBIA","COLUMBIA","TOWN OF RANDOLPH",470,0,0,48,48,0,48,0,0,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1126","TOWN OF RANTOUL CALUMET","CALUMET","TOWN OF RANTOUL",485,0,1,56,56,0,51,4,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1127","TOWN OF RAYMOND RACINE","RACINE","TOWN OF RAYMOND",2698,4,0,414,414,0,414,0,0,3,0,0,0,1,5,0,0,0,0,45,3,16,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
"1128","TOWN OF RED CEDAR DUNN","DUNN","TOWN OF RED CEDAR",1351,0,4,135,135,0,86,49,0,10,0,0,0,5,5,0,0,0,0,4,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1129","TOWN OF RED RIVER KEWAUNEE","KEWAUNEE","TOWN OF RED RIVER",888,0,12,190,190,0,53,137,0,3,0,0,0,1,2,0,0,0,0,3,1,0,0,2,3,0,0,0,0,0,2,0,0,2,0,2,0
"1130","TOWN OF RED SPRINGS SHAWANO","SHAWANO","TOWN OF RED SPRINGS",529,1,1,67,67,23,0,44,0,6,0,0,0,2,0,0,0,0,0,5,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"1131","TOWN OF REEDSBURG SAUK","SAUK","TOWN OF REEDSBURG",726,1,4,111,111,111,0,0,0,5,0,0,0,0,4,1,0,1,0,7,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1132","TOWN OF REID MARATHON","MARATHON","TOWN OF REID",712,0,2,83,83,0,83,0,0,3,0,0,1,2,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1133","TOWN OF REMINGTON WOOD","WOOD","TOWN OF REMINGTON",171,0,0,32,32,32,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134","TOWN OF RESEBURG CLARK","CLARK","TOWN OF RESEBURG",215,0,0,32,32,10,0,22,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1135","TOWN OF RHINE SHEBOYGAN","SHEBOYGAN","TOWN OF RHINE",1531,0,6,246,246,0,181,63,0,4,0,0,0,30,3,0,0,0,0,14,2,8,0,6,8,0,0,0,0,0,1,0,0,1,1,0,0
"1136","TOWN OF RIB FALLS MARATHON","MARATHON","TOWN OF RIB FALLS",621,0,1,71,71,0,71,0,3,6,0,0,0,5,1,0,0,0,0,3,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
"1137","TOWN OF RIB LAKE TAYLOR","TAYLOR","TOWN OF RIB LAKE",450,0,2,63,63,40,0,23,0,3,0,0,0,2,1,0,0,0,0,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
"1138","TOWN OF RIB MOUNTAIN MARATHON","MARATHON","TOWN OF RIB MOUNTAIN",0,0,19,682,682,682,0,0,0,5,0,0,0,0,2,0,0,0,0,71,8,10,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0
"1139","TOWN OF RICE LAKE BARRON","BARRON","TOWN OF RICE LAKE",1760,0,4,175,175,22,0,153,0,6,0,0,0,2,2,0,0,0,0,21,5,1,1,19,19,0,0,0,0,0,1,1,0,0,0,0,0
"1140","TOWN OF RICHFIELD ADAMS","ADAMS","TOWN OF RICHFIELD",99,0,0,16,16,16,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1141","TOWN OF RICHFIELD WOOD","WOOD","TOWN OF RICHFIELD",892,0,4,122,122,0,122,0,2,3,0,0,0,2,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1142","TOWN OF RICHFORD WAUSHARA","WAUSHARA","TOWN OF RICHFORD",259,0,1,58,58,3,0,55,0,4,0,0,0,2,1,0,0,0,0,3,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"1143","TOWN OF RICHLAND RICHLAND","RICHLAND","TOWN OF RICHLAND",750,0,3,111,111,22,0,89,0,4,0,0,0,1,3,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"1144","TOWN OF RICHLAND RUSK","RUSK","TOWN OF RICHLAND",143,0,2,30,30,1,0,29,0,3,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1145","TOWN OF RICHMOND SHAWANO","SHAWANO","TOWN OF RICHMOND",1191,0,6,198,198,24,0,174,0,10,0,0,0,1,4,0,0,0,0,17,6,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
"1146","TOWN OF RICHMOND ST. CROIX","ST. CROIX","TOWN OF RICHMOND",1934,3,1,81,81,0,81,0,0,6,0,0,1,1,2,0,0,0,0,10,1,0,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0
"1147","TOWN OF RICHMOND WALWORTH","WALWORTH","TOWN OF RICHMOND",1166,0,10,169,169,0,169,0,0,5,0,0,0,3,1,0,0,0,0,9,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1148","TOWN OF RICHWOOD RICHLAND","RICHLAND","TOWN OF RICHWOOD",307,0,2,44,44,1,0,43,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1149","TOWN OF RIDGEVILLE MONROE","MONROE","TOWN OF RIDGEVILLE",306,1,2,53,53,19,0,34,0,5,0,0,0,1,2,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1150","TOWN OF RIDGEWAY IOWA","IOWA","TOWN OF RIDGEWAY",397,0,2,115,115,4,0,111,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
"1151","TOWN OF RIETBROCK MARATHON","MARATHON","TOWN OF RIETBROCK",538,0,0,37,37,0,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1152","TOWN OF RINGLE MARATHON","MARATHON","TOWN OF RINGLE",1121,0,7,141,141,0,141,0,1,5,0,0,0,1,3,0,0,0,0,8,4,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
"1153","TOWN OF RIPON FOND DU LAC","FOND DU LAC","TOWN OF RIPON",881,0,1,126,126,0,126,0,0,3,0,0,0,1,1,0,0,0,0,5,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"1154","TOWN OF RIVER FALLS PIERCE","PIERCE","TOWN OF RIVER FALLS",1583,0,2,141,141,0,77,64,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1155","TOWN OF RIVERVIEW OCONTO","OCONTO","TOWN OF RIVERVIEW",551,2,3,109,109,24,0,85,0,6,0,0,0,0,2,0,0,0,0,25,0,1,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0
"1156","TOWN OF ROCK CREEK DUNN","DUNN","TOWN OF ROCK CREEK",569,0,3,86,86,0,37,49,0,3,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1157","TOWN OF ROCK ELM PIERCE","PIERCE","TOWN OF ROCK ELM",267,0,0,21,21,4,0,17,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1158","TOWN OF ROCK FALLS LINCOLN","LINCOLN","TOWN OF ROCK FALLS",408,0,2,72,72,0,72,0,4,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1159","TOWN OF ROCK ROCK","ROCK","TOWN OF ROCK",1642,0,8,205,205,0,205,0,0,5,0,0,0,3,0,0,0,0,0,16,0,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
"1160","TOWN OF ROCK WOOD","WOOD","TOWN OF ROCK",514,0,0,96,96,0,96,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1161","TOWN OF ROCKBRIDGE RICHLAND","RICHLAND","TOWN OF ROCKBRIDGE",429,0,4,81,82,45,0,37,0,6,0,0,0,2,3,0,0,0,0,4,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"1162","TOWN OF ROCKLAND BROWN","BROWN","TOWN OF ROCKLAND",1166,1,8,187,187,0,187,0,0,12,0,0,0,4,8,0,0,0,0,15,6,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0
"1163","TOWN OF ROCKLAND MANITOWOC","MANITOWOC","TOWN OF ROCKLAND",576,0,2,69,69,68,0,0,1,3,0,0,0,1,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1164","TOWN OF ROLLING LANGLADE","LANGLADE","TOWN OF ROLLING",884,0,2,104,104,26,0,78,0,3,0,0,0,1,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"1165","TOWN OF ROME ADAMS","ADAMS","TOWN OF ROME",2075,3,5,326,326,0,322,0,0,7,0,0,0,3,3,0,0,0,0,32,12,0,2,26,30,0,0,0,0,0,1,1,0,0,0,0,0
"1166","TOWN OF ROOSEVELT BURNETT","BURNETT","TOWN OF ROOSEVELT",113,0,3,18,18,0,0,18,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1167","TOWN OF ROOSEVELT TAYLOR","TAYLOR","TOWN OF ROOSEVELT",215,0,0,21,21,1,0,20,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1168","TOWN OF ROSE WAUSHARA","WAUSHARA","TOWN OF ROSE",380,0,2,72,72,12,0,60,0,3,0,0,0,0,2,0,0,0,0,12,1,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
"1169","TOWN OF ROSENDALE FOND DU LAC","FOND DU LAC","TOWN OF ROSENDALE",450,1,1,70,70,0,70,0,0,5,0,0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1170","TOWN OF ROSS FOREST","FOREST","TOWN OF ROSS",91,0,0,14,14,0,0,14,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
