"","reporting_unit","muni_county","county","municipality","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","provisional_no_dl","provisional_no_por","counted_id","rejected_id","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_unreturned","military_undeliverable","military_by_electionday","military_counted","military_rejected","military_late"
"1926","TOWN-OF-DOVER-WARD-1-8-RACINE","TOWN OF DOVER RACINE","RACINE","TOWN OF DOVER",2236,4,12,317,317,296,21,0,0,5,0,0,0,0,2,0,0,0,0,32,31,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"1927","TOWN-OF-DOVER-WARD-1-BUFFALO","TOWN OF DOVER BUFFALO","BUFFALO","TOWN OF DOVER",280,0,1,21,21,2,0,19,0,5,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1928","TOWN-OF-DOVRE-WARD-1-BARRON","TOWN OF DOVRE BARRON","BARRON","TOWN OF DOVRE",408,0,0,42,42,12,0,30,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1929","TOWN-OF-DOYLE-WARD-1-2-BARRON","TOWN OF DOYLE BARRON","BARRON","TOWN OF DOYLE",317,0,0,24,24,0,0,24,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1930","TOWN-OF-DRAMMEN-WARD-1-EAU-CLAIRE","TOWN OF DRAMMEN EAU CLAIRE","EAU CLAIRE","TOWN OF DRAMMEN",477,0,3,76,76,0,53,23,0,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1931","TOWN-OF-DRAPER-WARD-1-SAWYER","TOWN OF DRAPER SAWYER","SAWYER","TOWN OF DRAPER",157,0,0,28,28,4,0,24,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1932","TOWN-OF-DRUMMOND-WARD-1-BAYFIELD","TOWN OF DRUMMOND BAYFIELD","BAYFIELD","TOWN OF DRUMMOND",366,0,1,61,61,0,61,0,0,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1933","TOWN-OF-DUNBAR-WARD-1-2-MARINETTE","TOWN OF DUNBAR MARINETTE","MARINETTE","TOWN OF DUNBAR",56,0,0,56,56,5,0,51,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1934","TOWN-OF-DUNKIRK-WARD-1-6-DANE","TOWN OF DUNKIRK DANE","DANE","TOWN OF DUNKIRK",1332,1,12,304,304,304,0,0,0,5,0,0,0,3,0,0,0,0,0,12,4,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"1935","TOWN-OF-DUNN-WARD-1-2-DUNN","TOWN OF DUNN DUNN","DUNN","TOWN OF DUNN",838,0,5,102,102,0,55,47,0,5,0,0,1,1,1,0,0,0,0,13,2,0,1,13,11,2,0,0,0,0,0,0,0,0,0,0,0
"1936","TOWN-OF-DUNN-WARD-1-7-DANE","TOWN OF DUNN DANE","DANE","TOWN OF DUNN",3558,6,14,783,784,0,783,0,0,8,0,0,0,1,6,1,0,0,1,85,39,10,0,75,74,2,0,0,0,0,3,3,0,0,0,0,0
"1937","TOWN-OF-DUPONT-WARD-1-2-WAUPACA","TOWN OF DUPONT WAUPACA","WAUPACA","TOWN OF DUPONT",393,0,2,51,51,0,0,51,0,5,0,0,1,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1938","TOWN-OF-DURAND-WARD-1-2-PEPIN","TOWN OF DURAND PEPIN","PEPIN","TOWN OF DURAND",413,0,1,56,56,3,0,53,0,4,0,0,0,3,1,0,0,0,0,4,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1939","TOWN-OF-EAGLE-POINT-WARD-1-5-CHIPPEWA","TOWN OF EAGLE POINT CHIPPEWA","CHIPPEWA","TOWN OF EAGLE POINT",2064,1,7,251,251,71,49,131,0,7,0,0,2,2,2,0,0,0,0,17,5,1,0,16,15,1,0,0,0,0,0,0,0,0,0,0,0
"1940","TOWN-OF-EAGLE-WARD-1-4-WAUKESHA","TOWN OF EAGLE WAUKESHA","WAUKESHA","TOWN OF EAGLE",2354,3,14,421,421,0,421,1,0,15,0,0,1,7,7,0,0,0,0,20,7,4,2,14,15,0,0,0,0,0,0,0,0,0,0,0,0
"1941","TOWN-OF-EAGLE-WARD-1-RICHLAND","TOWN OF EAGLE RICHLAND","RICHLAND","TOWN OF EAGLE",293,0,0,31,31,6,0,25,0,6,0,0,0,2,2,0,0,0,0,4,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1942","TOWN-OF-EAST-TROY-WARD-1-6-WALWORTH","TOWN OF EAST TROY WALWORTH","WALWORTH","TOWN OF EAST TROY",2749,1,6,488,488,0,488,0,0,8,0,0,0,0,3,2,0,2,0,49,15,0,0,46,2,0,0,0,0,0,2,2,0,0,0,0,0
"1943","TOWN-OF-EASTMAN-WARD-1-2-CRAWFORD","TOWN OF EASTMAN CRAWFORD","CRAWFORD","TOWN OF EASTMAN",441,0,0,50,50,4,0,46,0,5,0,0,0,0,2,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1944","TOWN-OF-EASTON-WARD-1-2-ADAMS","TOWN OF EASTON ADAMS","ADAMS","TOWN OF EASTON",567,0,2,75,75,2,0,73,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1945","TOWN-OF-EASTON-WARD-1-2-MARATHON","TOWN OF EASTON MARATHON","MARATHON","TOWN OF EASTON",765,0,5,100,100,0,100,0,0,6,0,0,0,1,2,0,0,0,0,6,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
"1946","TOWN-OF-EATON-WARD-1-2-BROWN","TOWN OF EATON BROWN","BROWN","TOWN OF EATON",1007,0,7,165,165,165,0,0,0,5,0,0,0,2,6,0,0,0,0,5,1,0,0,6,6,0,0,0,0,0,1,0,0,1,1,0,0
"1947","TOWN-OF-EATON-WARD-1-2-CLARK","TOWN OF EATON CLARK","CLARK","TOWN OF EATON",255,0,4,35,35,13,0,22,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1948","TOWN-OF-EATON-WARD-1-MANITOWOC","TOWN OF EATON MANITOWOC","MANITOWOC","TOWN OF EATON",547,0,2,82,82,82,0,0,0,10,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1949","TOWN-OF-EAU-GALLE-WARD-1-2-ST.-CROIX","TOWN OF EAU GALLE ST. CROIX","ST. CROIX","TOWN OF EAU GALLE",707,0,1,44,44,0,44,0,0,3,0,0,0,0,3,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1950","TOWN-OF-EAU-GALLE-WARD-1-DUNN","TOWN OF EAU GALLE DUNN","DUNN","TOWN OF EAU GALLE",0,0,3,61,61,0,17,44,0,7,0,0,1,1,3,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1951","TOWN-OF-EAU-PLEINE-WARD-1-MARATHON","TOWN OF EAU PLEINE MARATHON","MARATHON","TOWN OF EAU PLEINE",422,0,0,70,70,0,70,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1952","TOWN-OF-EAU-PLEINE-WARD-1-PORTAGE","TOWN OF EAU PLEINE PORTAGE","PORTAGE","TOWN OF EAU PLEINE",594,1,2,132,132,132,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,6,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0
"1953","TOWN-OF-EDEN-WARD-1-2-FOND-DU-LAC","TOWN OF EDEN FOND DU LAC","FOND DU LAC","TOWN OF EDEN",681,0,5,101,101,0,101,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1954","TOWN-OF-EDEN-WARD-1-IOWA","TOWN OF EDEN IOWA","IOWA","TOWN OF EDEN",234,0,3,66,66,16,0,50,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1955","TOWN-OF-EDGEWATER-WARD-1-2-SAWYER","TOWN OF EDGEWATER SAWYER","SAWYER","TOWN OF EDGEWATER",380,0,2,61,61,6,0,55,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1956","TOWN-OF-EDSON-WARD-1-2-CHIPPEWA","TOWN OF EDSON CHIPPEWA","CHIPPEWA","TOWN OF EDSON",477,1,0,48,48,0,32,16,0,3,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1957","TOWN-OF-EGG-HARBOR-WARD-1-3-DOOR","TOWN OF EGG HARBOR DOOR","DOOR","TOWN OF EGG HARBOR",991,4,6,110,110,0,110,0,0,5,0,0,0,0,0,0,0,0,0,7,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
"1958","TOWN-OF-EILEEN-WARD-1-2-BAYFIELD","TOWN OF EILEEN BAYFIELD","BAYFIELD","TOWN OF EILEEN",454,0,4,82,82,0,82,0,0,3,0,0,0,0,1,0,0,0,0,5,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"1959","TOWN-OF-EISENSTEIN-WARD-1-2-PRICE","TOWN OF EISENSTEIN PRICE","PRICE","TOWN OF EISENSTEIN",431,0,1,59,59,27,0,32,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"1960","TOWN-OF-EL-PASO-WARD-1-PIERCE","TOWN OF EL PASO PIERCE","PIERCE","TOWN OF EL PASO",413,0,0,26,26,1,0,25,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1961","TOWN-OF-ELBA-WARD-1-DODGE","TOWN OF ELBA DODGE","DODGE","TOWN OF ELBA",660,1,5,130,130,0,130,0,0,4,0,0,1,0,3,0,0,0,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"1962","TOWN-OF-ELCHO-WARD-1-2-LANGLADE","TOWN OF ELCHO LANGLADE","LANGLADE","TOWN OF ELCHO",853,0,1,111,111,26,0,85,0,5,0,0,1,1,1,0,0,0,0,14,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"1963","TOWN-OF-ELDERON-WARD-1-MARATHON","TOWN OF ELDERON MARATHON","MARATHON","TOWN OF ELDERON",362,0,0,41,41,0,41,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1964","TOWN-OF-ELDORADO-WARD-1-3-FOND-DU-LAC","TOWN OF ELDORADO FOND DU LAC","FOND DU LAC","TOWN OF ELDORADO",917,0,1,104,104,0,104,0,0,3,0,0,0,0,3,0,0,0,0,6,0,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1965","TOWN-OF-ELK-GROVE-WARD-1-2-LAFAYETTE","TOWN OF ELK GROVE LAFAYETTE","LAFAYETTE","TOWN OF ELK GROVE",234,0,0,23,23,7,0,16,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1966","TOWN-OF-ELK-MOUND-WARD-1-3-DUNN","TOWN OF ELK MOUND DUNN","DUNN","TOWN OF ELK MOUND",980,1,2,92,92,0,26,66,0,6,0,0,3,1,2,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"1967","TOWN-OF-ELK-WARD-1-2-PRICE","TOWN OF ELK PRICE","PRICE","TOWN OF ELK",712,0,2,120,120,40,0,80,0,3,0,0,1,1,1,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1968","TOWN-OF-ELLENBORO-WARD-1-GRANT","TOWN OF ELLENBORO GRANT","GRANT","TOWN OF ELLENBORO",351,0,0,44,44,19,0,25,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1969","TOWN-OF-ELLINGTON-WARD-1-5-OUTAGAMIE","TOWN OF ELLINGTON OUTAGAMIE","OUTAGAMIE","TOWN OF ELLINGTON",1768,0,14,207,207,46,0,161,0,3,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1970","TOWN-OF-ELLSWORTH-WARD-1-2-PIERCE","TOWN OF ELLSWORTH PIERCE","PIERCE","TOWN OF ELLSWORTH",737,0,4,71,71,4,0,67,0,4,0,0,0,0,2,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1971","TOWN-OF-EMERALD-WARD-1-ST.-CROIX","TOWN OF EMERALD ST. CROIX","ST. CROIX","TOWN OF EMERALD",457,0,1,35,35,0,35,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1972","TOWN-OF-EMERY-WARD-1-PRICE","TOWN OF EMERY PRICE","PRICE","TOWN OF EMERY",209,0,0,36,36,12,0,24,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1973","TOWN-OF-EMMET-WARD-1-2-DODGE","TOWN OF EMMET DODGE","DODGE","TOWN OF EMMET",871,0,6,142,142,0,142,0,0,5,0,0,0,0,1,0,0,0,0,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"1974","TOWN-OF-EMMET-WARD-1-2-MARATHON","TOWN OF EMMET MARATHON","MARATHON","TOWN OF EMMET",555,0,2,74,74,0,74,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1975","TOWN-OF-EMPIRE-WARD-1-4-FOND-DU-LAC","TOWN OF EMPIRE FOND DU LAC","FOND DU LAC","TOWN OF EMPIRE",1935,1,5,365,365,0,365,0,0,6,0,0,0,0,2,0,0,0,0,49,3,12,1,36,36,0,0,0,0,0,0,0,0,0,0,0,0
"1976","TOWN-OF-ENTERPRISE-WARD-1-ONEIDA","TOWN OF ENTERPRISE ONEIDA","ONEIDA","TOWN OF ENTERPRISE",254,0,3,58,58,48,0,10,0,3,0,0,0,0,2,0,0,0,0,5,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
"1977","TOWN-OF-ERIN-PRAIRIE-WARD-1-ST.-CROIX","TOWN OF ERIN PRAIRIE ST. CROIX","ST. CROIX","TOWN OF ERIN PRAIRIE",410,0,1,25,25,0,25,0,0,6,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1978","TOWN-OF-ERIN-WARD-1-4-WASHINGTON","TOWN OF ERIN WASHINGTON","WASHINGTON","TOWN OF ERIN",2757,2,16,518,518,0,518,0,0,5,0,0,0,0,1,0,0,0,0,33,10,5,0,24,28,0,0,0,0,0,0,0,0,0,0,0,0
"1979","TOWN-OF-ESTELLA-WARD-1-CHIPPEWA","TOWN OF ESTELLA CHIPPEWA","CHIPPEWA","TOWN OF ESTELLA",243,0,3,32,32,0,14,18,0,6,0,0,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1980","TOWN-OF-ETTRICK-WARD-1-2-TREMPEALEAU","TOWN OF ETTRICK TREMPEALEAU","TREMPEALEAU","TOWN OF ETTRICK",784,0,3,132,132,25,0,107,0,5,0,0,0,1,3,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"1981","TOWN-OF-EUREKA-WARD-1-2-POLK","TOWN OF EUREKA POLK","POLK","TOWN OF EUREKA",1003,0,1,45,45,2,0,43,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982","TOWN-OF-EVERGREEN-WARD-1-2-WASHBURN","TOWN OF EVERGREEN WASHBURN","WASHBURN","TOWN OF EVERGREEN",747,1,14,239,239,80,0,159,0,7,0,0,0,0,5,0,0,0,0,14,11,1,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
"1983","TOWN-OF-EVERGREEN-WARD-1-LANGLADE","TOWN OF EVERGREEN LANGLADE","LANGLADE","TOWN OF EVERGREEN",341,0,0,27,27,5,0,22,0,3,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1984","TOWN-OF-EXCELSIOR-WARD-1-3-SAUK","TOWN OF EXCELSIOR SAUK","SAUK","TOWN OF EXCELSIOR",1017,0,6,173,173,0,92,81,0,3,0,0,0,0,3,0,0,0,0,5,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"1985","TOWN-OF-EXETER-WARD-1-4-GREEN","TOWN OF EXETER GREEN","GREEN","TOWN OF EXETER",1259,1,10,247,247,0,247,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0
"1986","TOWN-OF-FAIRBANKS-WARD-1-SHAWANO","TOWN OF FAIRBANKS SHAWANO","SHAWANO","TOWN OF FAIRBANKS",374,0,0,39,39,25,0,14,0,4,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987","TOWN-OF-FAIRCHILD-WARD-1-EAU-CLAIRE","TOWN OF FAIRCHILD EAU CLAIRE","EAU CLAIRE","TOWN OF FAIRCHILD",157,0,3,34,34,0,21,13,0,5,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1988","TOWN-OF-FAIRFIELD-WARD-1-2-SAUK","TOWN OF FAIRFIELD SAUK","SAUK","TOWN OF FAIRFIELD",746,0,4,145,145,0,113,32,0,9,0,0,0,0,4,0,0,0,0,7,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989","TOWN-OF-FARMINGTON-WARD-1-2-JEFFERSON","TOWN OF FARMINGTON JEFFERSON","JEFFERSON","TOWN OF FARMINGTON",954,0,13,262,262,259,0,0,3,3,0,0,0,0,3,0,0,0,0,8,0,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"1990","TOWN-OF-FARMINGTON-WARD-1-2-LA-CROSSE","TOWN OF FARMINGTON LA CROSSE","LA CROSSE","TOWN OF FARMINGTON",1190,0,5,175,175,0,175,0,0,4,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1991","TOWN-OF-FARMINGTON-WARD-1-2-POLK","TOWN OF FARMINGTON POLK","POLK","TOWN OF FARMINGTON",1147,0,4,67,66,6,0,61,0,6,0,0,0,1,5,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1992","TOWN-OF-FARMINGTON-WARD-1-5-WASHINGTON","TOWN OF FARMINGTON WASHINGTON","WASHINGTON","TOWN OF FARMINGTON",2409,0,10,445,446,0,445,0,0,12,0,0,0,0,7,0,0,0,0,25,4,2,1,19,22,0,0,0,0,0,0,0,0,0,0,0,0
"1993","TOWN-OF-FARMINGTON-WARD-1-6-WAUPACA","TOWN OF FARMINGTON WAUPACA","WAUPACA","TOWN OF FARMINGTON",2368,2,5,373,373,206,0,163,0,10,0,0,0,1,4,0,0,0,0,82,4,5,0,78,1,0,0,0,0,0,1,1,0,0,0,0,0
"1994","TOWN-OF-FAYETTE-WARD-1-2-LAFAYETTE","TOWN OF FAYETTE LAFAYETTE","LAFAYETTE","TOWN OF FAYETTE",214,0,0,18,18,2,0,16,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995","TOWN-OF-FENCE-WARD-1-FLORENCE","TOWN OF FENCE FLORENCE","FLORENCE","TOWN OF FENCE",148,0,3,38,38,11,0,27,0,3,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1996","TOWN-OF-FENNIMORE-WARD-1-2-GRANT","TOWN OF FENNIMORE GRANT","GRANT","TOWN OF FENNIMORE",276,0,276,33,33,7,0,26,0,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997","TOWN-OF-FERN-WARD-1-FLORENCE","TOWN OF FERN FLORENCE","FLORENCE","TOWN OF FERN",126,4,1,24,24,5,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998","TOWN-OF-FIFIELD-WARD-1-PRICE","TOWN OF FIFIELD PRICE","PRICE","TOWN OF FIFIELD",416,0,1,58,58,36,0,22,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1999","TOWN-OF-FIFIELD-WARD-2-PRICE","TOWN OF FIFIELD PRICE","PRICE","TOWN OF FIFIELD",198,0,4,54,54,10,0,44,0,3,0,0,0,0,3,0,0,0,0,8,0,0,2,6,6,2,0,0,0,0,0,0,0,0,0,0,0
"2000","TOWN-OF-FINLEY-WARD-1-JUNEAU","TOWN OF FINLEY JUNEAU","JUNEAU","TOWN OF FINLEY",69,0,0,12,12,2,0,10,0,5,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2001","TOWN-OF-FLAMBEAU-WARD-1-3-RUSK","TOWN OF FLAMBEAU RUSK","RUSK","TOWN OF FLAMBEAU",575,0,5,80,80,21,0,59,0,5,0,0,0,1,0,0,0,0,0,6,2,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"2002","TOWN-OF-FLAMBEAU-WARD-1-PRICE","TOWN OF FLAMBEAU PRICE","PRICE","TOWN OF FLAMBEAU",329,0,3,41,41,14,0,27,0,6,0,0,0,0,4,0,0,0,0,4,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"2003","TOWN-OF-FLORENCE-WARD-1-7-FLORENCE","TOWN OF FLORENCE FLORENCE","FLORENCE","TOWN OF FLORENCE",3114,2,2,111,111,56,0,55,0,3,0,0,0,0,2,0,0,0,0,33,4,1,2,29,28,1,0,0,0,0,1,1,0,0,0,0,0
"2004","TOWN-OF-FOND-DU-LAC-WARD-1-8-FOND-DU-LAC","TOWN OF FOND DU LAC FOND DU LAC","FOND DU LAC","TOWN OF FOND DU LAC",2089,0,15,288,288,0,288,0,0,12,0,0,0,4,7,0,0,0,0,47,1,8,2,35,35,2,0,0,0,0,0,0,0,0,0,0,0
"2005","TOWN-OF-FORD-WARD-1-TAYLOR","TOWN OF FORD TAYLOR","TAYLOR","TOWN OF FORD",143,0,1,29,29,14,0,15,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006","TOWN-OF-FOREST-WARD-1-2-FOND-DU-LAC","TOWN OF FOREST FOND DU LAC","FOND DU LAC","TOWN OF FOREST",723,0,4,126,126,0,126,0,0,4,0,0,0,1,0,0,0,0,0,7,3,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"2007","TOWN-OF-FOREST-WARD-1-RICHLAND","TOWN OF FOREST RICHLAND","RICHLAND","TOWN OF FOREST",190,0,5,48,48,29,0,19,0,3,0,0,0,1,2,0,0,0,0,3,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"2008","TOWN-OF-FOREST-WARD-1-ST.-CROIX","TOWN OF FOREST ST. CROIX","ST. CROIX","TOWN OF FOREST",419,0,0,23,23,0,23,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009","TOWN-OF-FOREST-WARD-1-VERNON","TOWN OF FOREST VERNON","VERNON","TOWN OF FOREST",317,0,1,52,52,52,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010","TOWN-OF-FORESTVILLE-WARD-1-2-DOOR","TOWN OF FORESTVILLE DOOR","DOOR","TOWN OF FORESTVILLE",646,0,3,68,68,0,68,0,0,4,0,0,0,0,3,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"2011","TOWN-OF-FORT-WINNEBAGO-WARD-1-COLUMBIA","TOWN OF FORT WINNEBAGO COLUMBIA","COLUMBIA","TOWN OF FORT WINNEBAGO",593,0,2,83,84,0,83,0,0,3,0,0,0,0,2,0,0,0,0,6,1,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0
"2012","TOWN-OF-FOSTER-WARD-1-CLARK","TOWN OF FOSTER CLARK","CLARK","TOWN OF FOSTER",77,0,0,24,24,5,0,19,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"2013","TOWN-OF-FOUNTAIN-PRAIRIE-WARD-1-2-COLUMBIA","TOWN OF FOUNTAIN PRAIRIE COLUMBIA","COLUMBIA","TOWN OF FOUNTAIN PRAIRIE",584,0,2,72,72,0,72,0,0,5,0,0,0,0,5,0,0,0,0,4,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"2014","TOWN-OF-FOUNTAIN-WARD-1-2-JUNEAU","TOWN OF FOUNTAIN JUNEAU","JUNEAU","TOWN OF FOUNTAIN",366,0,2,59,59,20,0,39,0,6,0,0,0,3,3,0,0,0,0,5,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
"2015","TOWN-OF-FOX-LAKE-WARD-1-4-DODGE","TOWN OF FOX LAKE DODGE","DODGE","TOWN OF FOX LAKE",767,0,0,93,93,0,91,0,0,5,0,0,0,2,3,0,0,0,0,9,3,3,1,4,6,1,0,0,0,0,1,0,0,1,1,0,0
"2016","TOWN-OF-FRANKFORT-WARD-1-MARATHON","TOWN OF FRANKFORT MARATHON","MARATHON","TOWN OF FRANKFORT",369,0,1,38,38,0,38,0,0,4,0,0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2017","TOWN-OF-FRANKFORT-WARD-1-PEPIN","TOWN OF FRANKFORT PEPIN","PEPIN","TOWN OF FRANKFORT",230,0,0,25,25,0,0,25,0,6,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018","TOWN-OF-FRANKLIN-WARD-1-2-VERNON","TOWN OF FRANKLIN VERNON","VERNON","TOWN OF FRANKLIN",612,0,3,111,111,36,0,75,0,4,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2019","TOWN-OF-FRANKLIN-WARD-1-3-MANITOWOC","TOWN OF FRANKLIN MANITOWOC","MANITOWOC","TOWN OF FRANKLIN",803,0,1,107,107,107,0,0,0,3,0,0,0,0,3,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
