"","muni_county","county","municipality","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","provisional_identification","provisional_no_dl","counted_id","rejected_id","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","late_received_after_the_election","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_sent_but_not_returned","military_undeliverable","military_received_by_election_day","military_counted","military_rejected","military_late","overseas_issued","overseas_sent_but_not_returned","overseas_undeliverable","overseas_received_by_election_day","overseas_counted","overseas_rejected","overseas_late"
"930","TOWN OF MENASHA WINNEBAGO","WINNEBAGO","TOWN OF MENASHA",4038,107,506,3627,3627,0,3627,0,42,0,0,2,5,29,0,0,0,0,1211,1040,17,4,1186,1181,0,0,0,0,0,0,5,0,0,4,3,0,0,5,0,0,3,4,0,0
"931","TOWN OF MENOMINEE MENOMINEE","MENOMINEE","TOWN OF MENOMINEE",1918,0,257,1347,1347,1347,0,0,21,0,1,2,4,14,0,0,0,0,231,181,9,0,0,221,3,0,0,0,0,0,1,0,0,1,1,0,0,4,0,0,4,4,0,0
"932","TOWN OF MENOMONIE DUNN","DUNN","TOWN OF MENOMONIE",2014,11,193,1755,1755,0,1469,286,7,0,0,1,0,5,0,0,0,0,276,190,6,0,272,271,1,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,2,2,0,0
"933","TOWN OF MENTOR CLARK","CLARK","TOWN OF MENTOR",301,0,35,247,247,102,0,145,5,0,0,0,2,2,0,0,0,0,10,8,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"934","TOWN OF MERCER IRON","IRON","TOWN OF MERCER",1199,16,41,1008,1008,788,0,220,11,0,0,2,4,3,0,0,0,0,217,61,4,0,213,213,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"935","TOWN OF MERRILL LINCOLN","LINCOLN","TOWN OF MERRILL",1822,0,186,1635,1635,0,1635,0,9,0,0,0,1,8,0,0,0,0,193,116,4,0,189,188,1,0,3,1,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
"936","TOWN OF MERRIMAC SAUK","SAUK","TOWN OF MERRIMAC",743,5,64,685,685,0,685,0,14,0,0,0,2,2,0,0,0,0,102,60,3,0,99,99,99,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"937","TOWN OF MERTON WAUKESHA","WAUKESHA","TOWN OF MERTON",6011,179,346,5422,5422,1,5419,2,37,4,0,0,9,10,3,0,1,2,2437,2107,30,5,2398,2398,0,4,0,0,0,0,7,1,0,6,6,0,0,7,0,0,7,7,0,0
"938","TOWN OF METEOR SAWYER","SAWYER","TOWN OF METEOR",104,0,4,85,85,5,0,80,3,0,0,0,0,2,0,0,0,0,6,2,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"939","TOWN OF METOMEN FOND DU LAC","FOND DU LAC","TOWN OF METOMEN",452,0,38,402,402,0,402,0,5,0,0,0,1,0,0,0,0,0,25,12,1,0,24,24,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0
"940","TOWN OF MIDDLE INLET MARINETTE","MARINETTE","TOWN OF MIDDLE INLET",508,1,45,450,450,74,0,376,10,0,0,0,1,3,0,0,0,0,46,20,0,1,46,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"941","TOWN OF MIDDLETON DANE","DANE","TOWN OF MIDDLETON",4567,108,217,4110,4110,0,4110,0,47,0,4,1,13,21,0,0,0,0,1936,1770,15,0,1918,1918,0,3,0,0,0,0,10,0,0,10,10,0,0,15,1,0,14,14,0,0
"942","TOWN OF MIFFLIN IOWA","IOWA","TOWN OF MIFFLIN",335,0,25,276,276,15,0,261,4,0,0,0,0,3,0,0,0,0,15,7,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"943","TOWN OF MILFORD JEFFERSON","JEFFERSON","TOWN OF MILFORD",686,0,83,636,636,0,636,0,3,0,0,0,1,1,0,0,0,0,49,29,2,0,47,47,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2
"944","TOWN OF MILLADORE WOOD","WOOD","TOWN OF MILLADORE",370,3,40,352,352,0,352,0,3,0,0,2,0,1,0,0,0,0,18,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"945","TOWN OF MILLSTON JACKSON","JACKSON","TOWN OF MILLSTON",120,0,7,95,95,8,0,87,3,0,0,0,1,0,0,0,0,0,5,2,0,0,5,5,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"946","TOWN OF MILLTOWN POLK","POLK","TOWN OF MILLTOWN",770,0,87,689,689,169,0,520,7,0,0,0,0,2,0,0,0,0,72,46,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"947","TOWN OF MILLVILLE GRANT","GRANT","TOWN OF MILLVILLE",102,1,2,95,95,13,0,82,3,0,0,0,1,2,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"948","TOWN OF MILTON BUFFALO","BUFFALO","TOWN OF MILTON",391,1,33,340,340,26,0,314,8,0,0,1,2,1,0,0,0,0,21,4,0,0,21,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"949","TOWN OF MILTON ROCK","ROCK","TOWN OF MILTON",1924,67,144,2162,2161,0,2162,0,52,0,0,0,20,26,0,0,0,0,757,669,3,0,757,756,1,0,0,0,0,0,3,1,0,3,3,0,0,2,0,0,2,2,0,0
"950","TOWN OF MINERAL POINT IOWA","IOWA","TOWN OF MINERAL POINT",580,5,70,489,489,79,0,410,12,1,2,0,6,3,0,0,0,0,80,56,1,0,79,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"951","TOWN OF MINOCQUA ONEIDA","ONEIDA","TOWN OF MINOCQUA",3558,103,260,3139,3139,0,3139,0,11,0,0,4,5,2,0,0,0,0,991,695,24,1,952,951,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,0
"952","TOWN OF MINONG WASHBURN","WASHBURN","TOWN OF MINONG",667,0,65,575,575,229,0,346,9,0,0,0,2,5,0,0,0,0,111,88,1,0,110,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"953","TOWN OF MISHICOT MANITOWOC","MANITOWOC","TOWN OF MISHICOT",775,1,69,692,692,0,692,0,12,0,0,0,2,10,0,0,0,0,53,22,0,0,53,53,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"954","TOWN OF MITCHELL SHEBOYGAN","SHEBOYGAN","TOWN OF MITCHELL",834,0,58,724,724,0,553,171,8,0,0,0,3,2,0,0,0,0,68,37,0,0,68,68,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,0
"955","TOWN OF MODENA BUFFALO","BUFFALO","TOWN OF MODENA",188,0,8,165,165,15,0,150,4,0,0,0,0,4,0,0,0,0,8,4,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"956","TOWN OF MOLITOR TAYLOR","TAYLOR","TOWN OF MOLITOR",157,1,14,172,172,18,0,154,4,0,0,0,0,3,0,0,0,0,13,6,0,0,14,14,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"957","TOWN OF MONDOVI BUFFALO","BUFFALO","TOWN OF MONDOVI",31,0,31,252,252,25,0,227,6,0,0,1,1,4,0,0,0,0,21,9,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"958","TOWN OF MONICO ONEIDA","ONEIDA","TOWN OF MONICO",178,0,16,157,157,12,0,145,3,0,0,0,1,2,0,0,0,0,12,4,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"959","TOWN OF MONROE ADAMS","ADAMS","TOWN OF MONROE",276,1,21,240,240,43,0,197,5,0,0,0,1,1,0,0,0,0,20,8,0,0,20,20,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0
"960","TOWN OF MONROE GREEN","GREEN","TOWN OF MONROE",783,23,59,723,723,0,723,0,7,0,0,0,0,0,0,0,0,0,87,0,4,0,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"961","TOWN OF MONTANA BUFFALO","BUFFALO","TOWN OF MONTANA",160,0,10,141,141,29,0,112,5,0,0,0,0,0,0,0,0,0,3,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"962","TOWN OF MONTELLO MARQUETTE","MARQUETTE","TOWN OF MONTELLO",733,2,37,599,599,67,0,532,5,0,0,0,0,2,0,0,0,0,66,28,1,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"963","TOWN OF MONTICELLO LAFAYETTE","LAFAYETTE","TOWN OF MONTICELLO",73,0,5,69,69,0,0,69,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"964","TOWN OF MONTPELIER KEWAUNEE","KEWAUNEE","TOWN OF MONTPELIER",874,1,48,800,800,0,594,206,7,0,0,1,1,4,0,0,0,0,52,17,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"965","TOWN OF MONTROSE DANE","DANE","TOWN OF MONTROSE",790,6,48,711,711,0,711,0,12,0,0,2,1,5,0,0,0,0,98,77,3,0,95,0,3,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"966","TOWN OF MORGAN OCONTO","OCONTO","TOWN OF MORGAN",622,0,72,576,576,0,138,438,9,0,0,1,2,4,0,0,0,0,54,10,0,0,54,54,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"967","TOWN OF MORRIS SHAWANO","SHAWANO","TOWN OF MORRIS",262,0,16,226,226,39,0,187,5,0,0,1,1,0,0,0,0,0,19,13,0,0,19,19,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"968","TOWN OF MORRISON BROWN","BROWN","TOWN OF MORRISON",1023,9,65,883,883,0,883,0,19,0,0,0,8,5,0,0,0,0,69,29,5,0,65,65,0,2,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"969","TOWN OF MORSE ASHLAND","ASHLAND","TOWN OF MORSE",356,0,14,303,303,303,0,0,6,0,0,1,0,1,0,0,0,0,36,16,2,0,34,34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"970","TOWN OF MOSCOW IOWA","IOWA","TOWN OF MOSCOW",398,0,16,341,341,38,0,303,3,0,0,0,1,1,0,0,0,0,35,22,0,0,35,35,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,2,0,0
"971","TOWN OF MOSEL SHEBOYGAN","SHEBOYGAN","TOWN OF MOSEL",534,5,46,492,492,0,394,98,6,0,0,0,3,0,0,0,0,0,38,22,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"972","TOWN OF MOSINEE MARATHON","MARATHON","TOWN OF MOSINEE",1415,7,140,1266,1266,0,1266,0,11,0,0,0,0,4,0,0,0,0,81,15,3,0,78,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"973","TOWN OF MOUNDVILLE MARQUETTE","MARQUETTE","TOWN OF MOUNDVILLE",296,4,21,261,261,27,0,234,3,0,0,0,0,0,0,0,0,0,27,17,1,0,27,27,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"974","TOWN OF MOUNT HOPE GRANT","GRANT","TOWN OF MOUNT HOPE",124,0,10,107,107,15,0,90,3,0,0,1,0,1,0,0,0,0,6,2,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"975","TOWN OF MOUNT IDA GRANT","GRANT","TOWN OF MOUNT IDA",306,0,25,273,273,36,0,237,5,0,0,1,2,2,0,0,0,0,12,2,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"976","TOWN OF MOUNT MORRIS WAUSHARA","WAUSHARA","TOWN OF MOUNT MORRIS",769,5,80,710,710,161,0,549,10,0,0,0,0,6,0,0,0,0,73,47,3,0,70,70,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"977","TOWN OF MOUNT PLEASANT GREEN","GREEN","TOWN OF MOUNT PLEASANT",375,3,21,329,329,0,329,0,0,0,0,0,0,0,0,0,0,0,26,12,2,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"978","TOWN OF MOUNTAIN OCONTO","OCONTO","TOWN OF MOUNTAIN",548,18,49,477,479,1,116,362,8,0,0,0,2,3,1,2,2,1,104,74,1,0,103,103,0,0,0,0,0,0,7,7,0,4,4,0,0,0,0,0,0,0,0,0
"979","TOWN OF MUKWA WAUPACA","WAUPACA","TOWN OF MUKWA",1841,27,188,1699,1701,0,1265,434,12,0,0,0,1,4,0,0,0,0,270,176,4,2,264,263,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"980","TOWN OF MUKWONAGO WAUKESHA","WAUKESHA","TOWN OF MUKWONAGO",5482,130,287,4917,4917,0,4917,0,42,0,4,1,9,21,0,0,0,0,2481,2109,22,2,2448,2444,0,5,0,0,0,0,11,3,0,6,6,0,0,1,0,0,1,1,0,0
"981","TOWN OF MURRY RUSK","RUSK","TOWN OF MURRY",162,0,13,130,130,34,0,96,5,0,0,0,0,1,0,0,0,0,10,3,2,0,5,8,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"982","TOWN OF MUSCODA GRANT","GRANT","TOWN OF MUSCODA",365,0,49,305,305,31,0,274,5,0,0,0,1,4,0,0,0,0,21,9,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"983","TOWN OF NAMAKAGON BAYFIELD","BAYFIELD","TOWN OF NAMAKAGON",239,0,24,239,239,0,239,0,4,0,0,0,4,0,0,0,0,0,47,20,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"984","TOWN OF NAPLES BUFFALO","BUFFALO","TOWN OF NAPLES",405,5,41,370,370,48,0,322,3,0,0,0,1,1,0,0,0,0,29,11,2,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"985","TOWN OF NASEWAUPEE DOOR","DOOR","TOWN OF NASEWAUPEE",1401,10,103,1247,1247,0,1247,0,13,0,0,0,0,5,0,0,0,0,146,57,5,0,141,141,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,1,0,0
"986","TOWN OF NASHVILLE FOREST","FOREST","TOWN OF NASHVILLE",740,0,59,585,585,119,0,466,15,0,0,0,0,4,0,0,0,0,66,17,2,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"987","TOWN OF NAVARINO SHAWANO","SHAWANO","TOWN OF NAVARINO",255,1,14,240,240,52,0,188,4,0,0,1,2,1,0,0,0,0,12,3,0,0,12,12,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"988","TOWN OF NECEDAH JUNEAU","JUNEAU","TOWN OF NECEDAH",1331,0,130,1177,1179,222,0,955,15,0,0,0,10,3,0,0,0,0,217,0,9,0,208,0,0,0,0,0,0,0,6,5,0,1,1,0,0,0,0,0,0,0,0,0
"989","TOWN OF NEENAH WINNEBAGO","WINNEBAGO","TOWN OF NEENAH",2440,41,167,2210,2210,0,2210,0,15,0,0,1,3,8,0,0,0,0,726,643,7,1,717,715,2,2,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,1,0,0
"990","TOWN OF NEKIMI WINNEBAGO","WINNEBAGO","TOWN OF NEKIMI",970,0,65,876,876,0,876,0,13,0,0,1,1,7,0,0,0,0,60,22,2,0,58,58,0,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0
"991","TOWN OF NELSON BUFFALO","BUFFALO","TOWN OF NELSON",356,0,40,320,320,37,0,283,3,0,0,0,0,2,0,0,0,0,16,0,3,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"992","TOWN OF NEPEUSKUN WINNEBAGO","WINNEBAGO","TOWN OF NEPEUSKUN",472,0,38,441,441,0,0,0,5,0,0,0,0,3,0,0,0,0,23,8,1,0,22,22,0,0,0,0,0,0,2,0,0,2,2,0,0,1,1,0,0,0,0,0
"993","TOWN OF NESHKORO MARQUETTE","MARQUETTE","TOWN OF NESHKORO",379,9,34,341,341,50,0,291,7,0,0,0,0,1,0,0,0,0,49,37,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"994","TOWN OF NEVA LANGLADE","LANGLADE","TOWN OF NEVA",593,0,46,509,509,168,0,341,3,0,0,0,0,1,0,0,0,0,58,46,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"995","TOWN OF NEW CHESTER ADAMS","ADAMS","TOWN OF NEW CHESTER",489,7,52,404,404,150,0,254,7,0,0,0,3,3,0,0,0,0,21,5,1,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"996","TOWN OF NEW DENMARK BROWN","BROWN","TOWN OF NEW DENMARK",1052,10,93,948,948,0,948,0,9,0,0,0,1,8,0,0,0,0,110,37,1,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"997","TOWN OF NEW DIGGINGS LAFAYETTE","LAFAYETTE","TOWN OF NEW DIGGINGS",302,0,24,241,241,11,0,230,3,0,0,0,1,1,0,0,0,0,10,3,0,0,10,10,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"998","TOWN OF NEW GLARUS GREEN","GREEN","TOWN OF NEW GLARUS",923,13,68,824,824,0,824,0,5,0,0,0,0,0,0,0,0,0,202,148,3,3,196,196,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"999","TOWN OF NEW HAVEN ADAMS","ADAMS","TOWN OF NEW HAVEN",418,2,27,344,344,108,0,236,10,0,0,0,1,5,0,0,0,0,34,8,1,0,33,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000","TOWN OF NEW HAVEN DUNN","DUNN","TOWN OF NEW HAVEN",397,0,42,332,332,0,149,183,5,0,0,0,1,4,0,0,0,0,16,1,0,0,16,16,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1001","TOWN OF NEW HOLSTEIN CALUMET","CALUMET","TOWN OF NEW HOLSTEIN",906,4,56,809,809,0,549,260,10,0,0,0,2,7,0,0,0,0,65,19,0,0,64,64,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
"1002","TOWN OF NEW HOPE PORTAGE","PORTAGE","TOWN OF NEW HOPE",553,2,36,490,490,490,0,0,5,0,0,0,1,4,0,0,0,0,47,28,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1003","TOWN OF NEW LYME MONROE","MONROE","TOWN OF NEW LYME",90,1,18,99,99,6,0,92,4,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1004","TOWN OF NEWARK ROCK","ROCK","TOWN OF NEWARK",1012,7,61,886,886,0,886,0,7,0,0,0,0,5,0,0,0,0,81,52,0,0,81,81,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,2,0,0
"1005","TOWN OF NEWBOLD ONEIDA","ONEIDA","TOWN OF NEWBOLD",1976,6,147,1759,1759,0,1682,77,16,0,0,0,4,7,0,0,0,0,235,120,4,0,229,229,0,2,3,3,0,0,5,3,0,2,2,0,0,1,0,0,1,0,1,0
"1006","TOWN OF NEWPORT COLUMBIA","COLUMBIA","TOWN OF NEWPORT",452,17,24,392,392,0,392,0,7,0,0,0,3,0,0,0,0,0,32,19,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0
"1007","TOWN OF NEWTON MANITOWOC","MANITOWOC","TOWN OF NEWTON",1493,10,60,1317,1317,0,1317,0,13,0,0,0,0,5,0,0,0,0,132,65,5,1,128,128,0,0,0,0,0,0,2,0,0,1,1,0,0,2,2,0,0,0,0,0
"1008","TOWN OF NEWTON MARQUETTE","MARQUETTE","TOWN OF NEWTON",275,4,26,244,244,19,0,225,2,0,0,1,1,1,0,0,0,0,16,7,2,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1009","TOWN OF NIAGARA MARINETTE","MARINETTE","TOWN OF NIAGARA",585,3,42,508,508,63,0,445,14,0,0,0,6,5,0,0,0,0,50,18,1,0,49,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1010","TOWN OF NOKOMIS ONEIDA","ONEIDA","TOWN OF NOKOMIS",989,7,93,861,861,0,659,202,7,0,0,0,0,6,0,0,0,0,82,49,3,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1011","TOWN OF NORRIE MARATHON","MARATHON","TOWN OF NORRIE",597,0,46,534,534,0,534,0,10,0,0,1,2,5,0,0,0,0,22,13,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1012","TOWN OF NORTH BEND JACKSON","JACKSON","TOWN OF NORTH BEND",296,2,39,274,274,36,0,238,9,0,0,0,3,6,0,0,0,0,21,12,0,0,21,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1013","TOWN OF NORTH LANCASTER GRANT","GRANT","TOWN OF NORTH LANCASTER",296,2,24,268,268,33,0,235,5,0,0,0,1,0,0,0,0,0,17,3,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014","TOWN OF NORTHFIELD JACKSON","JACKSON","TOWN OF NORTHFIELD",400,3,66,356,357,114,0,242,5,0,0,0,1,2,0,0,0,0,17,12,0,0,17,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1015","TOWN OF NORWAY RACINE","RACINE","TOWN OF NORWAY",5402,118,366,4827,4827,0,4813,14,37,0,0,1,4,17,0,0,0,0,1654,1424,4,0,1647,1646,1,3,0,0,0,0,11,1,0,10,10,0,0,2,0,0,2,2,0,0
"1016","TOWN OF NORWOOD LANGLADE","LANGLADE","TOWN OF NORWOOD",602,0,49,537,537,91,0,446,6,0,0,0,2,4,0,0,0,0,44,19,0,0,44,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1017","TOWN OF OAK GROVE BARRON","BARRON","TOWN OF OAK GROVE",555,2,557,494,494,35,0,459,7,0,0,0,3,3,0,0,0,0,35,19,1,0,33,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1018","TOWN OF OAK GROVE DODGE","DODGE","TOWN OF OAK GROVE",640,6,59,576,576,0,576,0,10,0,0,0,2,2,0,0,0,0,26,14,2,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019","TOWN OF OAK GROVE PIERCE","PIERCE","TOWN OF OAK GROVE",1521,10,115,1306,1306,8,1051,247,11,0,0,0,5,5,0,0,0,0,260,205,2,0,257,257,0,1,0,0,0,0,4,1,1,2,2,0,0,1,0,0,1,1,0,0
"1020","TOWN OF OAKDALE MONROE","MONROE","TOWN OF OAKDALE",398,5,57,378,378,38,0,340,5,0,0,0,1,4,0,0,0,0,21,9,0,0,21,21,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
"1021","TOWN OF OAKFIELD FOND DU LAC","FOND DU LAC","TOWN OF OAKFIELD",451,0,34,387,387,0,387,0,5,0,0,1,2,0,0,0,0,0,15,3,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1022","TOWN OF OAKLAND BURNETT","BURNETT","TOWN OF OAKLAND",656,5,73,584,584,371,0,213,5,0,0,0,0,1,0,0,0,0,70,44,3,1,66,66,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1023","TOWN OF OAKLAND DOUGLAS","DOUGLAS","TOWN OF OAKLAND",758,1,82,675,675,0,675,0,7,0,0,0,3,3,0,0,0,0,59,23,1,0,58,58,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,3,3,0,0
"1024","TOWN OF OAKLAND JEFFERSON","JEFFERSON","TOWN OF OAKLAND",2144,42,130,1862,1862,0,1862,0,10,0,0,0,6,3,3,2,0,3,515,495,6,0,509,509,0,0,0,0,0,0,3,0,0,3,3,0,0,9,2,0,7,7,0,0
"1025","TOWN OF OASIS WAUSHARA","WAUSHARA","TOWN OF OASIS",269,1,17,242,242,31,0,211,3,0,0,0,0,2,0,0,0,0,17,13,0,0,17,17,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"1026","TOWN OF OCONOMOWOC WAUKESHA","WAUKESHA","TOWN OF OCONOMOWOC",6495,50,401,5727,5727,5727,0,0,44,0,0,0,0,12,0,0,0,0,2104,1809,3,5,2064,2048,3,3,0,0,0,0,4,0,0,3,3,0,0,17,0,0,12,13,0,0
"1027","TOWN OF OCONTO FALLS OCONTO","OCONTO","TOWN OF OCONTO FALLS",753,0,68,667,667,53,0,614,6,0,0,0,1,3,1,0,1,0,53,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"1028","TOWN OF OCONTO OCONTO","OCONTO","TOWN OF OCONTO",822,0,89,750,750,0,461,289,11,0,0,0,4,4,0,0,0,0,74,32,2,0,72,72,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1029","TOWN OF OGEMA PRICE","PRICE","TOWN OF OGEMA",451,0,54,416,416,146,0,270,5,0,0,1,1,2,0,0,0,0,36,3,0,36,0,35,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"1030","TOWN OF OJIBWA SAWYER","SAWYER","TOWN OF OJIBWA",179,0,20,168,168,26,0,142,5,0,0,0,1,0,0,0,0,0,22,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1031","TOWN OF OMA IRON","IRON","TOWN OF OMA",268,0,17,243,243,71,0,172,5,0,0,0,1,4,0,0,0,0,55,6,0,0,55,55,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1032","TOWN OF OMRO WINNEBAGO","WINNEBAGO","TOWN OF OMRO",1406,14,178,1350,1350,0,1350,0,9,0,0,0,1,8,0,0,0,0,172,55,4,0,167,163,4,4,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0
"1033","TOWN OF ONALASKA LA CROSSE","LA CROSSE","TOWN OF ONALASKA",3918,117,231,3338,3338,0,3338,0,20,0,0,2,5,12,0,0,0,0,1552,1433,4,2,1544,1543,0,0,0,0,0,0,9,2,0,6,6,0,0,5,1,0,3,3,0,0
