"","muni_county","county","municipality","registrants","late_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","x71","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","late_received_after_the_election","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_sent_but_not_returned","military_undeliverable","military_received_by_election_day","military_counted","military_rejected","military_late","overseas_issued","overseas_sent_but_not_returned","overseas_undeliverable","overseas_received_by_election_day","overseas_counted","overseas_rejected","overseas_late"
"1000","TOWN OF NELSON BUFFALO","BUFFALO","TOWN OF NELSON",386,0,311,311,32,0,279,0,3,0,0,0,0,3,0,19,1,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001","TOWN OF NEPEUSKUN WINNEBAGO","WINNEBAGO","TOWN OF NEPEUSKUN",465,0,420,420,0,410,10,0,5,0,0,0,0,3,2,24,4,0,0,24,24,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1002","TOWN OF NESHKORO MARQUETTE","MARQUETTE","TOWN OF NESHKORO",396,0,345,345,31,0,314,0,6,0,0,0,1,1,4,31,12,1,0,31,31,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1003","TOWN OF NEVA LANGLADE","LANGLADE","TOWN OF NEVA",590,3,526,537,203,0,323,0,3,0,0,0,0,1,2,37,16,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1004","TOWN OF NEW CHESTER ADAMS","ADAMS","TOWN OF NEW CHESTER",519,3,430,430,177,0,253,0,5,0,0,0,1,2,2,45,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1005","TOWN OF NEW DENMARK BROWN","BROWN","TOWN OF NEW DENMARK",1056,2,925,925,0,924,0,0,7,0,0,1,5,1,0,98,23,2,0,95,95,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"1006","TOWN OF NEW DIGGINGS LAFAYETTE","LAFAYETTE","TOWN OF NEW DIGGINGS",327,1,252,252,22,0,230,0,3,0,0,0,0,1,2,24,3,2,0,22,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1007","TOWN OF NEW GLARUS GREEN","GREEN","TOWN OF NEW GLARUS",900,21,810,810,0,810,0,0,3,0,0,0,0,0,0,188,123,1,0,189,187,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"1008","TOWN OF NEW HAVEN ADAMS","ADAMS","TOWN OF NEW HAVEN",438,3,372,372,124,0,248,0,8,0,0,0,0,4,4,26,0,0,33,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1009","TOWN OF NEW HAVEN DUNN","DUNN","TOWN OF NEW HAVEN",399,0,335,334,60,0,275,0,5,1,1,0,0,1,2,10,3,0,0,10,10,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1010","TOWN OF NEW HOLSTEIN CALUMET","CALUMET","TOWN OF NEW HOLSTEIN",885,2,816,816,2,588,226,0,9,0,0,0,1,1,7,57,6,2,0,55,55,4,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"1011","TOWN OF NEW HOPE PORTAGE","PORTAGE","TOWN OF NEW HOPE",563,0,485,485,485,0,0,0,7,0,0,0,7,0,0,43,13,0,0,44,44,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,2,0,0
"1012","TOWN OF NEW LYME MONROE","MONROE","TOWN OF NEW LYME",99,0,91,91,13,0,78,0,3,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1013","TOWN OF NEWARK ROCK","ROCK","TOWN OF NEWARK",1042,4,931,933,0,931,0,0,9,0,0,0,1,0,8,76,36,1,0,76,74,2,0,2,2,0,0,3,2,0,1,1,0,0,1,0,0,1,0,0,0
"1014","TOWN OF NEWBOLD ONEIDA","ONEIDA","TOWN OF NEWBOLD",1989,5,1720,1720,0,1610,110,0,16,0,2,0,4,8,2,224,72,8,0,216,216,2,1,0,0,0,0,7,3,0,4,3,1,0,3,0,0,3,3,0,2
"1015","TOWN OF NEWPORT COLUMBIA","COLUMBIA","TOWN OF NEWPORT",447,3,399,399,0,399,0,0,3,0,0,0,1,2,0,46,20,1,0,45,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1016","TOWN OF NEWTON MANITOWOC","MANITOWOC","TOWN OF NEWTON",1498,5,1353,1353,1353,0,0,0,10,0,0,0,0,5,5,125,51,1,0,124,124,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1017","TOWN OF NEWTON MARQUETTE","MARQUETTE","TOWN OF NEWTON",292,0,251,251,28,0,223,0,4,0,0,0,1,1,2,25,17,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1018","TOWN OF NIAGARA MARINETTE","MARINETTE","TOWN OF NIAGARA",582,6,513,513,212,0,301,0,12,0,0,0,6,5,1,89,24,2,0,86,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019","TOWN OF NOKOMIS ONEIDA","ONEIDA","TOWN OF NOKOMIS",995,0,883,883,0,620,263,0,7,0,0,0,0,7,0,76,36,1,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1020","TOWN OF NORRIE MARATHON","MARATHON","TOWN OF NORRIE",580,5,523,523,0,523,0,5,8,0,0,0,2,2,4,32,5,0,0,32,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1021","TOWN OF NORTH BEND JACKSON","JACKSON","TOWN OF NORTH BEND",292,1,261,261,33,0,228,0,8,0,0,0,2,4,2,16,7,0,0,16,16,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"1022","TOWN OF NORTH LANCASTER GRANT","GRANT","TOWN OF NORTH LANCASTER",314,0,268,268,57,0,211,0,5,0,0,0,1,4,0,15,6,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1023","TOWN OF NORTHFIELD JACKSON","JACKSON","TOWN OF NORTHFIELD",382,0,341,341,43,0,298,0,4,0,0,1,1,0,2,11,1,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1024","TOWN OF NORWAY RACINE","RACINE","TOWN OF NORWAY",5345,75,4939,4939,0,4865,74,0,29,0,1,0,7,11,10,1570,1245,10,0,1547,1559,0,1,1,1,0,0,9,1,0,8,8,0,0,3,0,0,3,3,0,0
"1025","TOWN OF NORWOOD LANGLADE","LANGLADE","TOWN OF NORWOOD",586,3,526,526,181,0,345,0,6,0,0,0,3,3,0,32,7,3,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1026","TOWN OF OAK GROVE BARRON","BARRON","TOWN OF OAK GROVE",577,2,502,502,57,0,445,0,7,0,0,0,4,2,1,46,12,1,0,45,46,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"1027","TOWN OF OAK GROVE DODGE","DODGE","TOWN OF OAK GROVE",665,2,587,587,0,587,0,0,10,0,0,0,2,4,4,45,20,0,0,45,45,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1028","TOWN OF OAK GROVE PIERCE","PIERCE","TOWN OF OAK GROVE",1406,10,1223,1223,66,841,316,0,9,0,0,0,5,1,3,98,16,1,0,97,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1029","TOWN OF OAKDALE MONROE","MONROE","TOWN OF OAKDALE",406,1,347,347,66,0,281,0,5,0,0,0,1,3,1,23,12,1,0,22,22,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1030","TOWN OF OAKFIELD FOND DU LAC","FOND DU LAC","TOWN OF OAKFIELD",443,1,385,385,0,385,0,0,5,0,0,0,2,0,3,30,3,3,0,26,27,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1031","TOWN OF OAKLAND BURNETT","BURNETT","TOWN OF OAKLAND",632,0,555,555,218,0,337,0,5,0,0,0,1,3,1,85,16,6,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1032","TOWN OF OAKLAND DOUGLAS","DOUGLAS","TOWN OF OAKLAND",791,2,662,662,0,662,0,0,5,0,0,0,3,1,1,33,11,0,0,33,33,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0
"1033","TOWN OF OAKLAND JEFFERSON","JEFFERSON","TOWN OF OAKLAND",2156,34,1923,1923,0,1918,0,0,10,0,0,1,7,1,1,657,564,9,0,650,653,1,0,0,0,0,0,2,1,0,1,2,0,0,2,0,0,2,2,0,0
"1034","TOWN OF OASIS WAUSHARA","WAUSHARA","TOWN OF OASIS",260,2,220,220,37,0,182,0,3,0,0,0,0,3,0,23,5,1,0,15,15,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
"1035","TOWN OF OCONOMOWOC WAUKESHA","WAUKESHA","TOWN OF OCONOMOWOC",6209,134,5664,5664,5664,0,0,0,48,0,1,0,6,41,0,1930,1462,27,5,1885,1884,1,0,0,0,0,0,13,1,4,8,8,0,0,0,0,0,0,0,0,0
"1036","TOWN OF OCONTO FALLS OCONTO","OCONTO","TOWN OF OCONTO FALLS",763,0,671,671,75,0,596,0,3,0,0,0,0,2,1,55,0,1,0,54,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1037","TOWN OF OCONTO OCONTO","OCONTO","TOWN OF OCONTO",826,3,750,750,0,475,275,0,5,0,0,0,1,1,6,63,9,2,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1038","TOWN OF OGEMA PRICE","PRICE","TOWN OF OGEMA",440,0,381,381,170,0,210,0,4,0,0,1,1,2,0,49,2,4,0,44,1,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0
"1039","TOWN OF OJIBWA SAWYER","SAWYER","TOWN OF OJIBWA",179,0,139,139,14,0,125,0,3,0,0,0,0,3,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1040","TOWN OF OMA IRON","IRON","TOWN OF OMA",263,1,226,226,78,0,148,0,5,0,0,0,2,1,2,51,20,1,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1041","TOWN OF OMRO WINNEBAGO","WINNEBAGO","TOWN OF OMRO",1429,0,1289,1289,0,1251,38,0,12,0,0,2,7,2,1,150,87,3,0,57,150,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,0
"1042","TOWN OF ONALASKA LA CROSSE","LA CROSSE","TOWN OF ONALASKA",3922,51,3336,3336,3336,0,0,0,22,5,0,1,8,3,5,837,657,7,0,830,0,0,4,1,1,0,0,10,3,0,7,7,0,2,4,1,0,3,3,0,0
"1043","TOWN OF ONEIDA OUTAGAMIE","OUTAGAMIE","TOWN OF ONEIDA",2333,21,2102,2102,2,1764,336,0,15,0,0,2,4,5,4,362,278,1,0,361,1,0,0,0,0,0,0,4,1,0,3,3,0,0,0,0,0,0,0,0,0
"1044","TOWN OF ORANGE JUNEAU","JUNEAU","TOWN OF ORANGE",331,0,275,275,79,0,196,0,4,0,0,0,0,2,2,9,6,0,0,9,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1045","TOWN OF OREGON DANE","DANE","TOWN OF OREGON",2334,37,2142,2142,0,2142,0,0,23,0,0,1,4,4,14,798,641,12,0,786,786,0,0,1,1,0,0,7,3,0,4,4,0,0,3,1,0,2,2,0,0
"1046","TOWN OF ORIENTA BAYFIELD","BAYFIELD","TOWN OF ORIENTA",93,0,86,86,0,86,0,0,4,0,0,1,0,0,3,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1047","TOWN OF ORION RICHLAND","RICHLAND","TOWN OF ORION",319,0,262,262,46,0,216,0,3,0,0,0,0,0,3,16,0,2,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,0,0,0
"1048","TOWN OF OSBORN OUTAGAMIE","OUTAGAMIE","TOWN OF OSBORN",754,8,674,674,0,416,258,0,14,0,0,0,4,4,6,84,49,1,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1049","TOWN OF OSCEOLA FOND DU LAC","FOND DU LAC","TOWN OF OSCEOLA",1328,5,1159,1159,0,1081,78,0,5,0,0,0,0,0,5,134,59,3,0,129,130,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"1050","TOWN OF OSCEOLA POLK","POLK","TOWN OF OSCEOLA",1819,17,1554,1553,37,1115,402,0,22,0,0,0,1,1,13,196,114,2,0,189,194,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,1,0,0
"1051","TOWN OF OSHKOSH WINNEBAGO","WINNEBAGO","TOWN OF OSHKOSH",1767,11,1617,1618,0,1639,1,0,18,0,0,0,0,10,8,256,89,10,0,239,253,3,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
"1052","TOWN OF OTSEGO COLUMBIA","COLUMBIA","TOWN OF OTSEGO",450,6,399,399,0,399,0,0,8,0,0,0,0,8,0,34,34,0,0,34,34,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1053","TOWN OF OTTAWA WAUKESHA","WAUKESHA","TOWN OF OTTAWA",2813,33,2542,2542,59,2483,0,0,7,0,0,0,2,3,2,1146,910,4,0,1138,1141,1,0,0,0,0,0,5,0,0,4,5,0,0,4,0,0,4,4,0,0
"1054","TOWN OF OTTER CREEK DUNN","DUNN","TOWN OF OTTER CREEK",293,1,265,265,127,0,138,0,3,0,0,0,2,1,0,13,4,2,0,12,12,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1055","TOWN OF OTTER CREEK EAU CLAIRE","EAU CLAIRE","TOWN OF OTTER CREEK",292,0,248,248,0,183,65,0,5,0,0,0,0,3,2,21,16,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
"1056","TOWN OF OULU BAYFIELD","BAYFIELD","TOWN OF OULU",365,0,334,334,0,334,0,0,5,0,0,0,0,5,0,18,9,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1057","TOWN OF OXFORD MARQUETTE","MARQUETTE","TOWN OF OXFORD",572,1,509,509,38,0,471,0,5,0,0,0,2,1,2,39,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1058","TOWN OF PACIFIC COLUMBIA","COLUMBIA","TOWN OF PACIFIC",1843,10,1674,1674,3,1671,0,2,15,0,0,2,4,5,4,426,181,3,0,420,415,8,0,0,0,0,0,5,2,0,3,3,0,0,1,0,0,1,0,0,0
"1059","TOWN OF PACKWAUKEE MARQUETTE","MARQUETTE","TOWN OF PACKWAUKEE",840,0,709,709,76,0,633,0,3,0,0,0,1,2,0,77,0,0,0,77,75,2,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,3,3,0,0
"1060","TOWN OF PALMYRA JEFFERSON","JEFFERSON","TOWN OF PALMYRA",847,5,774,774,0,774,0,0,5,0,0,0,3,2,0,93,42,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061","TOWN OF PARIS GRANT","GRANT","TOWN OF PARIS",435,0,385,385,20,0,365,0,4,0,0,0,1,1,2,20,3,3,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1062","TOWN OF PARIS KENOSHA","KENOSHA","TOWN OF PARIS",1076,7,956,956,956,0,0,0,9,0,0,0,1,5,3,138,100,2,1,135,135,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"1063","TOWN OF PARKLAND DOUGLAS","DOUGLAS","TOWN OF PARKLAND",785,5,692,692,0,692,0,0,8,0,1,0,2,2,3,35,17,1,0,34,34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1064","TOWN OF PARRISH LANGLADE","LANGLADE","TOWN OF PARRISH",73,2,61,62,24,0,37,0,5,0,0,0,2,2,1,9,2,0,0,9,9,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1065","TOWN OF PATCH GROVE GRANT","GRANT","TOWN OF PATCH GROVE",184,0,154,154,33,0,121,0,4,0,0,0,3,1,0,13,4,3,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1066","TOWN OF PECK LANGLADE","LANGLADE","TOWN OF PECK",210,0,187,187,84,0,103,0,4,0,0,0,0,2,2,16,4,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067","TOWN OF PEEKSVILLE ASHLAND","ASHLAND","TOWN OF PEEKSVILLE",130,0,108,108,108,0,0,0,3,0,0,0,0,0,3,4,1,0,0,4,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1068","TOWN OF PELICAN ONEIDA","ONEIDA","TOWN OF PELICAN",1813,6,1532,1532,5,1532,0,0,9,0,0,0,1,3,5,168,55,2,0,165,5,0,0,0,0,0,0,5,1,0,4,4,0,5,2,1,0,0,1,0,0
"1069","TOWN OF PELLA SHAWANO","SHAWANO","TOWN OF PELLA",563,1,484,484,228,0,256,0,12,0,0,0,4,6,2,30,4,0,0,30,30,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1070","TOWN OF PEMBINE MARINETTE","MARINETTE","TOWN OF PEMBINE",591,14,474,474,152,0,322,0,13,0,0,1,5,3,4,64,28,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1071","TOWN OF PENCE IRON","IRON","TOWN OF PENCE",147,0,122,122,63,0,59,0,3,0,0,1,2,0,0,13,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1072","TOWN OF PENSAUKEE OCONTO","OCONTO","TOWN OF PENSAUKEE",858,5,758,758,192,126,440,0,5,0,0,0,0,3,2,112,53,1,0,110,104,7,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
"1073","TOWN OF PEPIN PEPIN","PEPIN","TOWN OF PEPIN",448,4,404,404,101,0,303,0,6,0,0,0,2,4,0,29,3,2,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1074","TOWN OF PERRY DANE","DANE","TOWN OF PERRY",543,0,496,496,0,496,0,0,9,0,0,0,2,7,0,68,16,4,0,64,61,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,0,0
"1075","TOWN OF PERSHING TAYLOR","TAYLOR","TOWN OF PERSHING",100,0,79,79,4,0,75,0,5,0,0,1,0,0,4,4,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1076","TOWN OF PERU DUNN","DUNN","TOWN OF PERU",141,0,125,125,14,0,111,0,4,0,0,0,0,1,3,14,5,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1077","TOWN OF PESHTIGO MARINETTE","MARINETTE","TOWN OF PESHTIGO",2559,0,2253,2253,381,0,1872,0,24,0,0,4,13,4,3,378,208,8,0,367,1,0,0,0,0,0,0,10,2,0,7,7,0,0,1,0,0,0,0,0,1
"1078","TOWN OF PHELPS VILAS","VILAS","TOWN OF PHELPS",924,2,795,795,0,795,0,0,7,0,0,0,1,1,5,150,84,2,0,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1079","TOWN OF PIEHL ONEIDA","ONEIDA","TOWN OF PIEHL",55,0,55,55,1,0,55,0,3,0,0,0,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1080","TOWN OF PIERCE KEWAUNEE","KEWAUNEE","TOWN OF PIERCE",541,2,481,481,0,326,155,0,3,0,0,0,0,3,1,37,21,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081","TOWN OF PIGEON TREMPEALEAU","TREMPEALEAU","TOWN OF PIGEON",414,6,356,356,229,0,127,0,10,0,0,0,0,8,2,14,7,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1082","TOWN OF PILSEN BAYFIELD","BAYFIELD","TOWN OF PILSEN",174,0,148,148,0,148,0,6,5,0,0,0,1,3,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083","TOWN OF PINE GROVE PORTAGE","PORTAGE","TOWN OF PINE GROVE",449,0,384,384,384,0,0,0,5,0,0,0,0,3,2,18,11,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1084","TOWN OF PINE LAKE ONEIDA","ONEIDA","TOWN OF PINE LAKE",1875,10,1598,1598,0,1598,0,0,16,0,0,1,2,6,7,171,24,4,2,165,166,1,1,1,0,1,0,7,2,0,5,5,0,0,0,0,0,0,0,0,0
"1085","TOWN OF PINE RIVER LINCOLN","LINCOLN","TOWN OF PINE RIVER",1295,12,1115,1115,0,1115,0,0,10,0,0,0,2,1,7,108,44,0,0,107,108,0,0,0,0,0,0,7,3,0,4,4,0,2,0,0,0,0,0,0,0
"1086","TOWN OF PINE VALLEY CLARK","CLARK","TOWN OF PINE VALLEY",730,7,619,619,0,467,152,0,4,0,0,1,0,2,1,33,8,1,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1087","TOWN OF PITTSFIELD BROWN","BROWN","TOWN OF PITTSFIELD",1766,9,1637,1636,0,1635,0,0,9,0,0,0,0,1,8,285,107,4,1,280,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"1088","TOWN OF PLAINFIELD WAUSHARA","WAUSHARA","TOWN OF PLAINFIELD",303,0,265,265,60,0,206,0,3,0,0,0,1,1,1,19,7,1,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1089","TOWN OF PLATTEVILLE GRANT","GRANT","TOWN OF PLATTEVILLE",898,7,829,829,479,0,350,0,5,0,0,0,1,5,7,64,12,4,1,60,61,0,0,0,0,0,0,2,1,0,1,1,0,0,4,1,0,3,3,0,0
"1090","TOWN OF PLEASANT SPRINGS DANE","DANE","TOWN OF PLEASANT SPRINGS",2290,44,2124,2124,2,720,0,0,21,1,0,1,0,16,3,739,595,7,2,720,722,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0
"1091","TOWN OF PLEASANT VALLEY EAU CLAIRE","EAU CLAIRE","TOWN OF PLEASANT VALLEY",2294,6,2106,2106,0,2106,0,0,12,0,0,0,4,4,4,220,96,3,0,210,216,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"1092","TOWN OF PLEASANT VALLEY ST. CROIX","ST. CROIX","TOWN OF PLEASANT VALLEY",318,1,283,283,19,0,264,0,6,0,0,0,3,1,2,19,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1093","TOWN OF PLOVER MARATHON","MARATHON","TOWN OF PLOVER",367,0,337,337,0,290,0,3,4,0,0,0,0,1,3,23,9,1,0,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1094","TOWN OF PLOVER PORTAGE","PORTAGE","TOWN OF PLOVER",983,15,883,883,1,881,0,1,9,0,0,0,3,6,0,176,119,1,0,174,175,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
"1095","TOWN OF PLUM LAKE VILAS","VILAS","TOWN OF PLUM LAKE",437,3,387,387,0,325,62,0,5,0,0,0,0,2,3,67,28,0,0,66,66,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1096","TOWN OF PLYMOUTH JUNEAU","JUNEAU","TOWN OF PLYMOUTH",427,3,339,339,114,0,225,0,7,2,0,0,1,2,2,52,30,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1097","TOWN OF PLYMOUTH ROCK","ROCK","TOWN OF PLYMOUTH",810,4,683,683,0,683,0,3,7,0,0,0,3,3,1,75,46,0,0,75,75,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1098","TOWN OF PLYMOUTH SHEBOYGAN","SHEBOYGAN","TOWN OF PLYMOUTH",2164,32,1989,1989,0,1893,96,0,13,0,0,3,3,5,3,560,420,6,0,551,3,1,0,0,0,0,0,5,1,0,3,4,0,0,0,0,0,0,0,0,0
"1099","TOWN OF POLAR LANGLADE","LANGLADE","TOWN OF POLAR",687,4,618,618,303,0,315,0,3,0,1,0,2,0,0,54,8,1,0,53,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1100","TOWN OF POLK WASHINGTON","WASHINGTON","TOWN OF POLK",2852,57,2573,2573,2573,2573,0,0,13,0,0,0,3,3,7,1121,640,10,1,1070,3,0,2,0,0,0,0,6,0,0,5,0,0,1,4,0,0,4,0,0,0
"1101","TOWN OF POPPLE RIVER FOREST","FOREST","TOWN OF POPPLE RIVER",27,0,24,24,4,0,20,0,3,0,0,0,0,2,1,4,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102","TOWN OF PORT EDWARDS WOOD","WOOD","TOWN OF PORT EDWARDS",790,5,726,726,0,726,0,4,5,0,0,0,2,0,3,55,16,0,0,54,55,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1103","TOWN OF PORT WASHINGTON OZAUKEE","OZAUKEE","TOWN OF PORT WASHINGTON",1097,10,1002,1002,0,768,234,0,14,0,1,3,2,3,5,224,151,1,1,222,222,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1104","TOWN OF PORT WING BAYFIELD","BAYFIELD","TOWN OF PORT WING",316,0,275,275,0,275,0,0,7,0,0,0,2,5,0,36,28,2,0,32,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1105","TOWN OF PORTER ROCK","ROCK","TOWN OF PORTER",719,0,634,634,0,634,0,0,5,0,0,0,0,5,0,49,4,1,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1106","TOWN OF PORTERFIELD MARINETTE","MARINETTE","TOWN OF PORTERFIELD",1150,2,1013,1013,137,0,874,0,9,0,0,0,0,9,0,98,23,2,0,96,2,2,0,0,0,0,0,3,1,0,2,0,0,0,1,0,0,1,1,0,0
"1107","TOWN OF PORTLAND DODGE","DODGE","TOWN OF PORTLAND",693,3,599,599,0,599,0,0,6,0,0,0,1,2,3,32,12,0,0,32,32,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
