"","county","muni_county","municipality","votes_rec_clinton","votes_rec_other","votes_rec_sanders","votes_tot","votes_perc_clinton","votes_perc_other","votes_perc_sanders","clinton_prim_won","total_ballots","tch_prop","turnout_perc","sameday_reg_prop","counted_absent_prop","rejected_absent_prop","registrants","late_registrants","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","coll_deg_plus25_2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010","percentage_d_2008","percentage_r_2008","votes_d_2008","votes_r_2008","county_fips","percentage_d_2012","percentage_i_2012","percentage_r_2012","votes_d_2012","votes_i_2012","votes_r_2012","percentage_d_2016","percentage_i_2016","percentage_r_2016","votes_d_2016","votes_i_2016","votes_r_2016","inc_2013","inc_2014","inc_2015","inc_rank","pct_chg_2014","pct_chg_2015","pct_rank","state","name","labor_force","employed","unemp_level","unemp_rate","total_pop","pct_male","pct_female","pct_old","pct_latino","pct_white","pct_black","pct_no_hs","pct_some_hs","pct_hs","pct_some_college","pct_associates","pct_bachelors","pct_graduate","pct_hs_less","electronic","paper","electronic_2012","paper_2012","dem_votes_state","rep_votes_state","dem_votes_state_2012","rep_votes_state_2012","diff","diff_r","paper_ind","electronic_ind","no_paper_trail","has_electronic","swing_state_dummy","swing_state_dummy_exit_small","swing_state_dummy_fte","swing_state_dummy_exit_large","swing_state_dummy_onepct","swing_state_dummy_twopct","swing_state_dummy_threepct","swing_state_dummy_fourpct","swing_state_dummy_fivepct","swing_state_dummy_five_varied","non_swing_states","non_swing_states_dem","swing_states","temp","resid","mean_pop","elec_X_resid","sig","pred_diff_no_electronic","pred_votes_no_electronic","pred_votes_swing","X_Iswing_sta_2","X_Iswing_sta_3","X_Iswing_sta_4","X_Iswing_sta_5","X_Iswing_sta_6","X_Iswing_sta_7","X_Iswing_sta_8","X_Iswing_sta_9","X_Iswing_sta_10","X_Iswing_sta_11","X_Iswing_sta_12","X_IswiXelec_2","X_IswiXelec_3","X_IswiXelec_4","X_IswiXelec_5","X_IswiXelec_6","X_IswiXelec_7","X_IswiXelec_8","X_IswiXelec_9","X_IswiXelec_10","X_IswiXelec_11","X_IswiXelec_12","X_Istate_2","X_Istate_3","X_Istate_4","X_Istate_5","X_Istate_6","X_Istate_7","X_Istate_8","X_Istate_9","X_Istate_10","X_Istate_11","X_Istate_12","X_Istate_13","X_Istate_14","X_Istate_15","X_Istate_16","X_Istate_17","X_Istate_18","X_Istate_19","X_Istate_20","X_Istate_21","X_Istate_22","X_Istate_23","X_Istate_24","X_Istate_25","X_Istate_26","X_Istate_27","X_Istate_28","X_Istate_29","X_Istate_30","X_Istate_31","X_Istate_32","X_Istate_33","X_Istate_34","X_Istate_35","X_Istate_36","X_Istate_37","X_Istate_38","X_Istate_39","X_Istate_40","X_Istate_41","X_Istate_42","X_Istate_43","X_Istate_44","X_Istate_45","X_Istate_46","X_Istate_47","X_Istate_48","X_Istate_49","X_Istate_50","pred_diff_r_no_electronic","pred_votes_r_no_electronic","pred_votes_r_swing","dem_votes_state_no_electronic","rep_votes_state_no_electronic","unemp_test","inc_test","d_pct_no_elec","r_pct_no_elec","dem_pct_state","rep_pct_state","dem_win","dem_win_2012","dem_win_no_electronic","os_model_off","tch_bmd_model_off","tch_use_off","bmd_use_off","os_use_off","tch_model_off","bmd_model_off","tch_use_off_true","tch_model_off_full","log.pop.sq.mile.2010","muni.dense"
"1359","MARINETTE","TOWN OF WAUSAUKEE MARINETTE","TOWN OF WAUSAUKEE",76,0,77,153,49.6732026143791,0,50.3267973856209,0,95,0.894736842105263,0.138282387190684,0.00727802037845706,0.0421052631578947,0.0105263157894737,687,0.0210526315789474,"24615","81.17%","6,243","12,995",741,"19,979",-6752,"-36.82%","22.37%","168.48%","-3.84%","31.25%","65.04%","3.71%","0.68%",0,0,2,"9,882","10,619","276","20,777","47.56%","51.11%","1.33%","0.68%",0,2,41298,33245,41749,19.5,97.2,0.4,133,95.9,31882,1363,13.6,4521,23.4,239.8,6.4,40490,29.8,53,46,11195,9726,55075,47.6,0.22,51.2,9868,47,10609,31.2,0.76,65,6243,148.2,12995,37306,38329,39681,53,2.7,3.5,29,"WI","Marinette County, WI",20879,"     19,908 ",971,4.7,41488,50,50,25.4,1.4,96,0.3,2.9,7.2,43,23.6,9.4,9.4,4.5,53.1,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-16.4,13.8,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.38103,-5.018964,100005.8,-208.2148,0,-13.64433,6415.037,172.0366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-18.70314,12695.71,-299.2933,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.39450839351136,3.79656395444885
"1360","WAUSHARA","TOWN OF WAUTOMA WAUSHARA","TOWN OF WAUTOMA",67,0,117,184,36.4130434782609,0,63.5869565217391,0,122,0.967213114754098,0.147699757869249,0.00968523002421308,0.0245901639344262,0,826,0,"13715","87.21%","3,802","7,669",490,"11,961",-3867,"-28.73%","16.87%","224.50%","-0.72%","31.79%","64.12%","4.10%","0.41%",0,0,2,"5,335","6,562","151","12,048","44.28%","54.47%","1.25%","0.39%",0,2,24178,19584,24496,19,95.6,2.1,411,90,17626,1958,14.3,2801,9,42.9,6,43070,39.1,50,49,5868,5770,55137,44.4,0.2,54.6,5330,25.8,6558,31.8,0.84,64.1,3802,98,7669,36023,37306,38620,54,3.6,3.5,30,"WI","Waushara County, WI",11540,"     11,079 ",461,4,24409,52.5,47.5,25.7,6,90.3,1.9,4.3,9.2,40.8,22.7,7.7,10.4,4.8,54.3,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-12.6,9.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.39198,-1.208024,100005.8,-29.48496,0,-9.844331,3906.771,104.7706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-14.90314,7492.372,-176.628,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.66612246699132,10.0903919330737
"1361","CRAWFORD","TOWN OF WAUZEKA CRAWFORD","TOWN OF WAUZEKA",24,0,41,65,36.9230769230769,0,63.0769230769231,0,47,1,0.18359375,0.00390625,0,0,256,0,"9238","83.11%","3,426","3,844",408,"7,678",-418,"-25.99%","25.33%","237.19%","-1.78%","44.62%","50.07%","5.31%","0.26%",0,1,2,"4,629","3,067","121","7,817","59.22%","39.24%","1.55%","0.25%",1,2,16392,12933,16644,21.1,96.5,2,259,95.6,12364,569,15.4,1992,21.7,47.8,5.5,42235,29.2,63,36,4987,2830,55023,59.3,0.28,39.3,4622,21,3064,44.6,1.08,50.1,3426,81.6,3844,34761,36387,37161,62,4.7,2.1,61,"WI","Crawford County, WI",8108,"      7,795 ",313,3.9,16525,51.5,48.5,23.6,1,96.9,1.4,3.3,6.7,42.9,22.3,9.5,10.1,5.2,52.9,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-14.7,10.8,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.40548,-3.294519,100005.8,-54.43879,0,-11.94433,3520.409,94.40932,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-17.00314,3755.467,-88.53278,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.37416870927424,1.97110784443522
"1362","LAFAYETTE","TOWN OF WAYNE LAFAYETTE","TOWN OF WAYNE",14,0,21,35,40,0,60,0,44,0.5,0.168582375478927,0,0.431818181818182,0,261,0,"9273","81.98%","3,288","3,977",337,"7,602",-689,"-27.51%","20.01%","230.39%","-4.40%","43.25%","52.32%","4.43%","0.26%",0,1,2,"4,536","3,314","102","7,952","57.04%","41.68%","1.28%","0.26%",1,2,16853,12690,16836,24.7,97.9,0.4,51,94.8,12030,660,16.5,2094,18.2,237,5.1,49107,26.6,61,38,4732,2984,55065,57.2,0.2,41.8,4534,16.2,3313,43.3,0.88,52.3,3288,67.4,3977,44243,42060,42640,33,-4.9,1.4,68,"WI","Lafayette County, WI",9842,"      9,583 ",259,2.6,16847,50.5,49.5,19.4,3.4,95,0.3,4.7,5.4,42.9,19.9,9.8,12.3,5,53,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13.9,10.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.908717,-3.991284,100005.8,-67.23729,0,-11.14433,3378.606,90.60648,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-16.20314,3885.404,-91.59596,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.28091121578765,2.6385101701094
"1363","WASHINGTON","TOWN OF WAYNE WASHINGTON","TOWN OF WAYNE",75,0,96,171,43.859649122807,0,56.140350877193,0,250,0,0.176553672316384,0.00847457627118644,0.024,0,1416,0,"88038","86.61%","20,854","51,729",3663,"76,246",-30875,"-9.98%","-5.54%","351.66%","-3.17%","27.35%","67.84%","4.80%","2.59%",0,0,1,"23,166","54,765","811","78,742","29.42%","69.55%","1.03%","2.57%",0,2,133251,102204,131887,23.3,96.3,1,1022,93.7,95765,6439,27.6,28208,14.9,93.7,2.6,66159,306.2,35,64,25719,47729,55131,29.5,0.2,69.6,23136,142.6,54709,27.4,0.94,67.8,20854,732.6,51729,48202,49463,51110,5,2.6,3.3,37,"WI","Washington County, WI",76746,"     74,396 ",2350,3.1,132526,49.6,50.4,18.1,2.8,93.8,1,2.3,4.8,30.6,23,11.3,19.9,8,37.7,0,1,NA,NA,1382210,1409467,1613950,1408746,-2.1,-1.799995,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-5.339905,3.239904,100005.8,NA,0,-2.071598,20859.92,5.923109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.298305,51626.42,-102.5808,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion ImageCast Evolution","Dominion ImageCast Evolution",0,1,1,NA,"Dominion ImageCast Evolution",0,"aNone",5.72423848322358,15.456042920116
"1364","BURNETT","TOWN OF WEBB LAKE BURNETT","TOWN OF WEBB LAKE",39,0,19,58,67.2413793103448,0,32.7586206896552,1,28,0.75,0.0872274143302181,0,0.142857142857143,0,321,0,"10087","86.44%","2,948","5,412",359,"8,719",-2464,"-26.04%","18.95%","154.61%","0.48%","33.81%","62.07%","4.12%","0.30%",0,0,2,"3,986","4,550","141","8,677","45.94%","52.44%","1.62%","0.28%",0,2,15328,12477,15457,18.6,91.5,0.7,87,90.4,11279,1198,16.7,2084,9.4,129.1,5,39564,18.8,50,49,4337,4200,55013,46.1,0.26,52.6,3981,22.4,4541,33.8,0.82,62.1,2948,71.8,5412,35574,36466,38063,57,2.5,4.4,7,"WI","Burnett County, WI",7107,"      6,778 ",329,4.6,15387,51,49,30,1.4,90.7,0.6,2.1,7.2,40.7,23.2,10,11.5,5.3,50,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-12.3,9.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.45043,-0.8495731,100005.8,-13.07163,0,-9.544328,3029.237,81.23721,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-14.60314,5287.354,-124.6461,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",2.9338568698359,3.93752150195976
"1365","VERNON","TOWN OF WEBSTER VERNON","TOWN OF WEBSTER",42,0,125,167,25.1497005988024,0,74.8502994011976,0,68,0.882352941176471,0.166666666666667,0.00490196078431373,0.0147058823529412,0,408,0,"16913","83.92%","6,351","6,994",848,"14,193",-643,"-21.05%","17.70%","199.65%","-0.53%","44.75%","49.28%","5.97%","0.48%",0,1,2,"8,044","5,942","283","14,269","56.37%","41.64%","1.98%","0.47%",1,2,30362,22498,29773,25.9,98,0.4,90,96.6,21733,765,19.5,4387,28.4,241.5,4.1,45488,37.6,60,38,8463,5367,55123,56.5,0.36,41.8,8031,49.8,5935,44.7,1.2,49.3,6351,169.6,6994,34824,36283,37057,63,4.2,2.1,60,"WI","Vernon County, WI",15933,"     15,456 ",477,3,30124,49.8,50.2,21.5,1.5,96.6,0.4,7,5.3,37.5,19.1,10.9,13,7.1,49.8,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-11.8,7.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-10.08004,-1.719957,100005.8,-51.80901,0,-9.044328,6526.013,175.0127,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-14.10314,6832.918,-161.0818,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.62700405039585,4.3776632584212
"1366","SAWYER","TOWN OF WEIRGOR SAWYER","TOWN OF WEIRGOR",16,0,20,36,44.4444444444444,0,55.5555555555556,0,30,0.866666666666667,0.148514851485149,0.00495049504950495,0,0,202,0,"10872","71.44%","2,846","4,625",296,"7,767",-1779,"-36.56%","4.12%","205.15%","-13.94%","36.64%","59.55%","3.81%","0.26%",0,1,2,"4,486","4,442","97","9,025","49.71%","49.22%","1.07%","0.29%",1,2,16437,13117,16557,20.2,78.8,0.6,79,77.6,10179,2938,22,2886,3.5,129.3,3.5,39904,13.2,53,46,4765,4199,55113,49.8,0.18,49.3,4482,17,4436,36.6,0.74,59.5,2846,59.2,4625,38775,39626,40778,47,2.2,2.9,47,"WI","Sawyer County, WI",7991,"      7,636 ",355,4.4,16516,50.6,49.4,28,1.9,78,0.7,2.1,8,33.1,23.5,11.3,14.1,8,43.2,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13.2,10.2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.001307,-4.198694,100005.8,-69.34163,0,-10.44433,2924.427,78.42641,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-15.50314,4518.479,-106.5203,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",2.58021682959233,2.37071730247774
"1367","MONROE","TOWN OF WELLINGTON MONROE","TOWN OF WELLINGTON",24,1,61,86,27.906976744186,1.16279069767442,70.9302325581395,0,55,0.8,0.183333333333333,0.00333333333333333,0,0,300,0,"23177","84.37%","7,047","11,442",1065,"19,554",-4395,"-25.94%","18.26%","261.02%","0.35%","36.04%","58.51%","5.45%","0.66%",0,0,2,"9,515","9,675","295","19,485","48.83%","49.65%","1.51%","0.63%",0,2,45379,33762,44673,25.6,95,1.5,506,91.6,30926,2836,17.4,5875,10.9,61.1,4.7,49774,49.6,53,45,10198,8666,55081,49,0.24,49.7,9505,49.4,9637,36,1.12,58.5,7047,213,11442,34947,36414,37678,59,4.2,3.5,32,"WI","Monroe County, WI",23047,"     22,309 ",738,3.2,45116,50.7,49.3,18,3.9,91.9,1.2,5.1,6.7,39.1,22.2,9.4,12.5,5,50.9,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13,8.799999,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.554694,-3.445306,100005.8,-155.4294,0,-10.24433,7241.192,194.1922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-15.30314,11178.47,-263.5255,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.90399083373088,3.29980751930027
"1368","MONROE","TOWN OF WELLS MONROE","TOWN OF WELLS",33,1,54,88,37.5,1.13636363636364,61.3636363636364,0,39,0.794871794871795,0.12540192926045,0,0.0256410256410256,0,311,0,"23177","84.37%","7,047","11,442",1065,"19,554",-4395,"-25.94%","18.26%","261.02%","0.35%","36.04%","58.51%","5.45%","0.66%",0,0,2,"9,515","9,675","295","19,485","48.83%","49.65%","1.51%","0.63%",0,2,45379,33762,44673,25.6,95,1.5,506,91.6,30926,2836,17.4,5875,10.9,61.1,4.7,49774,49.6,53,45,10198,8666,55081,49,0.24,49.7,9505,49.4,9637,36,1.12,58.5,7047,213,11442,34947,36414,37678,59,4.2,3.5,32,"WI","Monroe County, WI",23047,"     22,309 ",738,3.2,45116,50.7,49.3,18,3.9,91.9,1.2,5.1,6.7,39.1,22.2,9.4,12.5,5,50.9,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13,8.799999,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.554694,-3.445306,100005.8,-155.4294,0,-10.24433,7241.192,194.1922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-15.30314,11178.47,-263.5255,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.90399083373088,3.48112357271891
"1369","SHAWANO","TOWN OF WESCOTT SHAWANO","TOWN OF WESCOTT",199,1,221,421,47.2684085510689,0.237529691211401,52.4940617577197,0,267,0.752808988764045,0.140157480314961,0.005249343832021,0.112359550561798,0,1905,0,"23630","83.36%","6,056","12,742",899,"19,697",-6686,"-32.71%","15.61%","249.81%","-2.87%","30.75%","64.69%","4.56%","0.67%",0,0,2,"9,000","11,022","257","20,279","44.38%","54.35%","1.27%","0.66%",0,2,41579,32473,41949,21.9,88.9,0.4,130,87.3,28349,4124,15.3,4968,6.9,218.3,5.5,46559,47,51,48,10259,9538,55115,44.5,0.22,54.5,8990,43,11017,30.7,0.9,64.7,6056,179.8,12742,35292,36500,37167,61,3.4,1.8,65,"WI","Shawano County, WI",21425,"     20,687 ",738,3.4,41697,50,50,22.5,2.4,87.6,0.4,3.5,6.9,45.4,19.7,9.3,10.5,4.6,55.8,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13.8,10.2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.45656,-2.343442,100005.8,-97.70885,0,-11.04433,6222.883,166.8835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-16.10314,12448.53,-293.4664,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",3.85014760171006,25.5599508815618
"1370","WASHINGTON","TOWN OF WEST BEND WASHINGTON","TOWN OF WEST BEND",241,3,270,514,46.8871595330739,0.583657587548638,52.5291828793774,0,869,0,0.258939213349225,0.0137067938021454,0.095512082853855,0,3356,0,"88038","86.61%","20,854","51,729",3663,"76,246",-30875,"-9.98%","-5.54%","351.66%","-3.17%","27.35%","67.84%","4.80%","2.59%",0,0,1,"23,166","54,765","811","78,742","29.42%","69.55%","1.03%","2.57%",0,2,133251,102204,131887,23.3,96.3,1,1022,93.7,95765,6439,27.6,28208,14.9,93.7,2.6,66159,306.2,35,64,25719,47729,55131,29.5,0.2,69.6,23136,142.6,54709,27.4,0.94,67.8,20854,732.6,51729,48202,49463,51110,5,2.6,3.3,37,"WI","Washington County, WI",76746,"     74,396 ",2350,3.1,132526,49.6,50.4,18.1,2.8,93.8,1,2.3,4.8,30.6,23,11.3,19.9,8,37.7,0,1,NA,NA,1382210,1409467,1613950,1408746,-2.1,-1.799995,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-5.339905,3.239904,100005.8,NA,0,-2.071598,20859.92,5.923109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.298305,51626.42,-102.5808,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion ImageCast Evolution","Dominion ImageCast Evolution",0,1,1,NA,"Dominion ImageCast Evolution",0,"aNone",5.72423848322358,84.3580924368694
"1371","KEWAUNEE","TOWN OF WEST KEWAUNEE KEWAUNEE","TOWN OF WEST KEWAUNEE",85,3,99,187,45.4545454545455,1.60427807486631,52.9411764705882,0,344,0.686046511627907,0.427860696517413,0.00870646766169154,0.0377906976744186,0,804,0,"12568","85.47%","3,623","6,616",503,"10,742",-2993,"-29.69%","15.12%","267.15%","-2.67%","33.73%","61.59%","4.68%","0.36%",0,0,2,"5,153","5,747","137","11,037","46.69%","52.07%","1.24%","0.36%",0,1,20444,15865,20574,22.4,97.7,0.4,63,95.6,15167,698,13.5,2142,21.7,239,6.4,53588,60.1,55,44,5902,4711,55061,46.8,0.22,52.2,5151,24.2,5746,33.7,0.92,61.6,3623,100.6,6616,40587,42665,42855,30,5.1,0.4,70,"WI","Kewaunee County, WI",11225,"     10,879 ",346,3.1,20545,50.8,49.2,20.7,2.3,95.6,0.4,3.5,5.1,45.6,20.8,10.6,10.7,3.7,54.2,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13.1,9.399998,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-10.56255,-2.53745,100005.8,-52.1289,0,-10.34433,3722.838,99.83799,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-15.40314,6463.624,-152.3759,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",4.09600984154116,9.11124677734532
