County,,,Muni,HINDI,ward,Voter Count,
PIERCE COUNTY,,,CITY OF RIVER FALLS - MULTIPLE COUNTIES,48276,City of River Falls - Ward 12,681,
PIERCE COUNTY,,,CITY OF RIVER FALLS - MULTIPLE COUNTIES,48276,City Of River Falls - Ward 13,599,
PIERCE COUNTY,,,CITY OF RIVER FALLS - MULTIPLE COUNTIES,48276,City Of River Falls - Ward 14,702,
PIERCE COUNTY,,,CITY OF RIVER FALLS - MULTIPLE COUNTIES,48276,City of River Falls - Ward 2,524,
PIERCE COUNTY,,,CITY OF RIVER FALLS - MULTIPLE COUNTIES,48276,City Of River Falls - Ward 3,573,
PIERCE COUNTY,,,CITY OF RIVER FALLS - MULTIPLE COUNTIES,48276,City Of River Falls - Ward 4,820,
PIERCE COUNTY,,,CITY OF RIVER FALLS - MULTIPLE COUNTIES,48276,City of River Falls - Ward 5,301,
PIERCE COUNTY,,,CITY OF RIVER FALLS - MULTIPLE COUNTIES,48276,City of River Falls - Ward 6,707,
PIERCE COUNTY,,,CITY OF RIVER FALLS - MULTIPLE COUNTIES,48276,City of River Falls - Ward 7,504,
PIERCE COUNTY,,,CITY OF RIVER FALLS - MULTIPLE COUNTIES,48276,City of River Falls - Ward 8,1112,
PIERCE COUNTY,,,CITY OF RIVER FALLS - MULTIPLE COUNTIES,48276,City of River Falls - Ward 9,805,
POLK COUNTY,,,TOWN OF ALDEN - POLK COUNTY,49002,Town of Alden - Ward 1,368,
POLK COUNTY,,,TOWN OF ALDEN - POLK COUNTY,49002,Town of Alden - Ward 2,534,
POLK COUNTY,,,TOWN OF ALDEN - POLK COUNTY,49002,Town of Alden - Ward 3,665,
POLK COUNTY,,,TOWN OF ALDEN - POLK COUNTY,49002,Town Of Alden - Ward 4,268,
POLK COUNTY,,,TOWN OF APPLE RIVER - POLK COUNTY,49004,Town of Apple River - Ward 1,304,
POLK COUNTY,,,TOWN OF APPLE RIVER - POLK COUNTY,49004,Town of Apple River - Ward 2,415,
POLK COUNTY,,,TOWN OF BALSAM LAKE - POLK COUNTY,49006,Town of Balsam Lake - Ward 1,562,
POLK COUNTY,,,TOWN OF BALSAM LAKE - POLK COUNTY,49006,Town of Balsam Lake - Ward 2,311,
POLK COUNTY,,,TOWN OF BEAVER - POLK COUNTY,49008,Town of Beaver - Ward 1,485,
POLK COUNTY,,,TOWN OF BLACK BROOK - POLK COUNTY,49010,Town of Black Brook - Ward 1,213,
POLK COUNTY,,,TOWN OF BLACK BROOK - POLK COUNTY,49010,Town of Black Brook - Ward 2,588,
POLK COUNTY,,,TOWN OF BONE LAKE - POLK COUNTY,49012,Town of Bone Lake - Ward 1,458,
POLK COUNTY,,,TOWN OF CLAM FALLS - POLK COUNTY,49014,Town of Clam Falls - Ward 1,336,
POLK COUNTY,,,TOWN OF CLAYTON - POLK COUNTY,49016,Town of Clayton - Ward 1,584,
POLK COUNTY,,,TOWN OF CLEAR LAKE - POLK COUNTY,49018,Town of Clear Lake - Ward 1,509,
POLK COUNTY,,,TOWN OF EUREKA - POLK COUNTY,49020,Town of Eureka - Ward 1,493,
POLK COUNTY,,,TOWN OF EUREKA - POLK COUNTY,49020,Town of Eureka - Ward 2,547,
POLK COUNTY,,,TOWN OF FARMINGTON - POLK COUNTY,49022,Town of Farmington - Ward 1,642,
POLK COUNTY,,,TOWN OF FARMINGTON - POLK COUNTY,49022,Town of Farmington - Ward 2,530,
POLK COUNTY,,,TOWN OF GARFIELD - POLK COUNTY,49024,Town of Garfield - Ward 1,410,
POLK COUNTY,,,TOWN OF GARFIELD - POLK COUNTY,49024,Town of Garfield - Ward 2,434,
POLK COUNTY,,,TOWN OF GARFIELD - POLK COUNTY,49024,Town of Garfield - Ward 3,156,
POLK COUNTY,,,TOWN OF GEORGETOWN - POLK COUNTY,49026,Town of Georgetown - Ward 1,258,
POLK COUNTY,,,TOWN OF GEORGETOWN - POLK COUNTY,49026,Town of Georgetown - Ward 2,400,
POLK COUNTY,,,TOWN OF JOHNSTOWN - POLK COUNTY,49028,Town of Johnstown - Ward 1,307,
POLK COUNTY,,,TOWN OF LAKETOWN - POLK COUNTY,49030,Town of Laketown - Ward 1,630,
POLK COUNTY,,,TOWN OF LINCOLN - POLK COUNTY,49032,Town of Lincoln - Ward 1,429,
POLK COUNTY,,,TOWN OF LINCOLN - POLK COUNTY,49032,Town of Lincoln - Ward 2,370,
POLK COUNTY,,,TOWN OF LINCOLN - POLK COUNTY,49032,Town of Lincoln - Ward 3,453,
POLK COUNTY,,,TOWN OF LINCOLN - POLK COUNTY,49032,Town of Lincoln - Ward 4,164,
POLK COUNTY,,,TOWN OF LORAIN - POLK COUNTY,49034,Town of Lorain - Ward 1,188,
POLK COUNTY,,,TOWN OF LUCK - POLK COUNTY,49036,Town of Luck - Ward 1,411,
POLK COUNTY,,,TOWN OF LUCK - POLK COUNTY,49036,Town of Luck - Ward 2,173,
POLK COUNTY,,,TOWN OF MCKINLEY - POLK COUNTY,49038,Town of McKinley - Ward 1,189,
POLK COUNTY,,,TOWN OF MILLTOWN - POLK COUNTY,49040,Town of Milltown - Ward 1,695,
POLK COUNTY,,,TOWN OF MILLTOWN - POLK COUNTY,49040,Town of Milltown - Ward 2,67,
POLK COUNTY,,,TOWN OF OSCEOLA - POLK COUNTY,49042,Town of Osceola - Ward 1,488,
POLK COUNTY,,,TOWN OF OSCEOLA - POLK COUNTY,49042,Town of Osceola - Ward 2,300,
POLK COUNTY,,,TOWN OF OSCEOLA - POLK COUNTY,49042,Town of Osceola - Ward 3,368,
POLK COUNTY,,,TOWN OF OSCEOLA - POLK COUNTY,49042,Town of Osceola - Ward 4,430,
POLK COUNTY,,,TOWN OF OSCEOLA - POLK COUNTY,49042,Town Of Osceola - Ward 5,233,
POLK COUNTY,,,TOWN OF ST. CROIX FALLS - POLK COUNTY,49044,Town of St Croix Falls - Ward 1,594,
POLK COUNTY,,,TOWN OF ST. CROIX FALLS - POLK COUNTY,49044,Town of St Croix Falls - Ward 2,231,
POLK COUNTY,,,TOWN OF STERLING - POLK COUNTY,49046,Town of Sterling - Ward 1,389,
POLK COUNTY,,,TOWN OF WEST SWEDEN - POLK COUNTY,49048,Town of West Sweden - Ward 1,433,
POLK COUNTY,,,VILLAGE OF BALSAM LAKE - POLK COUNTY,49106,Village of Balsam Lake - Ward 1,294,
POLK COUNTY,,,VILLAGE OF BALSAM LAKE - POLK COUNTY,49106,Village Of Balsam Lake - Ward 2,278,
POLK COUNTY,,,VILLAGE OF CENTURIA - POLK COUNTY,49111,Village of Centuria - Ward 1,376,
POLK COUNTY,,,VILLAGE OF CLAYTON - POLK COUNTY,49112,Village of Clayton - Ward 1,252,
POLK COUNTY,,,VILLAGE OF CLEAR LAKE - POLK COUNTY,49113,Village of Clear Lake - Ward 1,244,
POLK COUNTY,,,VILLAGE OF CLEAR LAKE - POLK COUNTY,49113,Village of Clear Lake - Ward 2,322,
POLK COUNTY,,,VILLAGE OF DRESSER - POLK COUNTY,49116,Village of Dresser - Ward 1,500,
POLK COUNTY,,,VILLAGE OF FREDERIC - POLK COUNTY,49126,Village of Frederic - Ward 1,339,
POLK COUNTY,,,VILLAGE OF FREDERIC - POLK COUNTY,49126,Village of Frederic - Ward 2,330,
POLK COUNTY,,,VILLAGE OF LUCK - POLK COUNTY,49146,Village of Luck - Ward 1,375,
POLK COUNTY,,,VILLAGE OF LUCK - POLK COUNTY,49146,Village of Luck - Ward 2,360,
POLK COUNTY,,,VILLAGE OF MILLTOWN - POLK COUNTY,49151,Village of Milltown - Ward 1,428,
POLK COUNTY,,,VILLAGE OF OSCEOLA - POLK COUNTY,49165,Village of Osceola - Ward 1,579,
POLK COUNTY,,,VILLAGE OF OSCEOLA - POLK COUNTY,49165,Village of Osceola - Ward 2,626,
POLK COUNTY,,,VILLAGE OF OSCEOLA - POLK COUNTY,49165,Village of Osceola - Ward 3,257,
POLK COUNTY,,,CITY OF AMERY - POLK COUNTY,49201,City of Amery - Ward 1,303,
POLK COUNTY,,,CITY OF AMERY - POLK COUNTY,49201,City of Amery - Ward 2,468,
POLK COUNTY,,,CITY OF AMERY - POLK COUNTY,49201,City of Amery - Ward 3,298,
POLK COUNTY,,,CITY OF AMERY - POLK COUNTY,49201,City of Amery - Ward 4,240,
POLK COUNTY,,,CITY OF AMERY - POLK COUNTY,49201,City of Amery - Ward 5,337,
POLK COUNTY,,,CITY OF ST. CROIX FALLS - POLK COUNTY,49281,City of St Croix Falls - Ward 1,387,
POLK COUNTY,,,CITY OF ST. CROIX FALLS - POLK COUNTY,49281,City of St Croix Falls - Ward 2,570,
POLK COUNTY,,,CITY OF ST. CROIX FALLS - POLK COUNTY,49281,City of St Croix Falls - Ward 3,127,
POLK COUNTY,,,CITY OF ST. CROIX FALLS - POLK COUNTY,49281,City Of St. Croix Falls - Ward 4,280,
PORTAGE COUNTY,,,TOWN OF ALBAN - PORTAGE COUNTY,50002,Town of Alban - Ward 1,591,
PORTAGE COUNTY,,,TOWN OF ALBAN - PORTAGE COUNTY,50002,Town of Pelican - Ward 2,1,
PORTAGE COUNTY,,,TOWN OF ALMOND - PORTAGE COUNTY,50004,Town of Almond - Ward 1,478,
PORTAGE COUNTY,,,TOWN OF AMHERST - PORTAGE COUNTY,50006,Town of Amherst - Ward 1,521,
PORTAGE COUNTY,,,TOWN OF AMHERST - PORTAGE COUNTY,50006,Town of Amherst - Ward 2,482,
PORTAGE COUNTY,,,TOWN OF BELMONT - PORTAGE COUNTY,50008,Town of Belmont - Ward 1,426,
PORTAGE COUNTY,,,TOWN OF BUENA VISTA - PORTAGE COUNTY,50010,Town of Almond - Ward 1,1,
PORTAGE COUNTY,,,TOWN OF BUENA VISTA - PORTAGE COUNTY,50010,Town of Buena Vista - Ward 1,539,
PORTAGE COUNTY,,,TOWN OF BUENA VISTA - PORTAGE COUNTY,50010,Town of Buena Vista - Ward 2,202,
PORTAGE COUNTY,,,TOWN OF CARSON - PORTAGE COUNTY,50012,Town of Carson - Ward 1,434,
PORTAGE COUNTY,,,TOWN OF CARSON - PORTAGE COUNTY,50012,Town of Carson - Ward 2,450,
PORTAGE COUNTY,,,TOWN OF DEWEY - PORTAGE COUNTY,50014,Town of Dewey - Ward 1,636,
PORTAGE COUNTY,,,TOWN OF EAU PLEINE - PORTAGE COUNTY,50016,Town of Eau Pleine - Ward 1,620,
PORTAGE COUNTY,,,TOWN OF GRANT - PORTAGE COUNTY,50018,Town of Grant - Ward 1,458,
PORTAGE COUNTY,,,TOWN OF GRANT - PORTAGE COUNTY,50018,Town of Grant - Ward 2,383,
PORTAGE COUNTY,,,TOWN OF GRANT - PORTAGE COUNTY,50018,Town of Grant - Ward 3,253,
PORTAGE COUNTY,,,TOWN OF GRANT - PORTAGE COUNTY,50018,Town Of Grant - Ward 4,140,
PORTAGE COUNTY,,,TOWN OF HULL - PORTAGE COUNTY,50020,Town of Hull - Ward 1,307,
PORTAGE COUNTY,,,TOWN OF HULL - PORTAGE COUNTY,50020,Town of Hull - Ward 2,513,
PORTAGE COUNTY,,,TOWN OF HULL - PORTAGE COUNTY,50020,Town of Hull - Ward 3,423,
PORTAGE COUNTY,,,TOWN OF HULL - PORTAGE COUNTY,50020,Town of Hull - Ward 4,659,
PORTAGE COUNTY,,,TOWN OF HULL - PORTAGE COUNTY,50020,Town of Hull - Ward 5,508,
PORTAGE COUNTY,,,TOWN OF HULL - PORTAGE COUNTY,50020,Town of Hull - Ward 6,348,
PORTAGE COUNTY,,,TOWN OF HULL - PORTAGE COUNTY,50020,Town of Hull - Ward 7,388,
PORTAGE COUNTY,,,TOWN OF HULL - PORTAGE COUNTY,50020,Town of Hull - Ward 8,528,
PORTAGE COUNTY,,,TOWN OF LANARK - PORTAGE COUNTY,50022,Town of Lanark - Ward 1,507,
PORTAGE COUNTY,,,TOWN OF LANARK - PORTAGE COUNTY,50022,Town of Lanark - Ward 2,471,
PORTAGE COUNTY,,,TOWN OF LINWOOD - PORTAGE COUNTY,50024,Town of Linwood - Ward 1,387,
PORTAGE COUNTY,,,TOWN OF LINWOOD - PORTAGE COUNTY,50024,Town of Linwood - Ward 2,371,
PORTAGE COUNTY,,,TOWN OF NEW HOPE - PORTAGE COUNTY,50026,Town of Alban - Ward 1,2,
PORTAGE COUNTY,,,TOWN OF NEW HOPE - PORTAGE COUNTY,50026,Town of New Hope - Ward 1,548,
PORTAGE COUNTY,,,TOWN OF PINE GROVE - PORTAGE COUNTY,50028,Town of Pine Grove - Ward 1,311,
PORTAGE COUNTY,,,TOWN OF PINE GROVE - PORTAGE COUNTY,50028,Town of Pine Grove - Ward 2,164,
PORTAGE COUNTY,,,TOWN OF PLOVER - PORTAGE COUNTY,50030,Town of Plover - Ward 1,273,
PORTAGE COUNTY,,,TOWN OF PLOVER - PORTAGE COUNTY,50030,Town of Plover - Ward 2,325,
PORTAGE COUNTY,,,TOWN OF PLOVER - PORTAGE COUNTY,50030,Town of Plover - Ward 3,403,
PORTAGE COUNTY,,,TOWN OF SHARON - PORTAGE COUNTY,50032,Town of Sharon - Ward 1,569,
PORTAGE COUNTY,,,TOWN OF SHARON - PORTAGE COUNTY,50032,Town of Sharon - Ward 2,496,
PORTAGE COUNTY,,,TOWN OF SHARON - PORTAGE COUNTY,50032,Town of Sharon - Ward 3,299,
PORTAGE COUNTY,,,TOWN OF STOCKTON - PORTAGE COUNTY,50034,Town of Stockton - Ward 1,427,
PORTAGE COUNTY,,,TOWN OF STOCKTON - PORTAGE COUNTY,50034,Town of Stockton - Ward 2,466,
PORTAGE COUNTY,,,TOWN OF STOCKTON - PORTAGE COUNTY,50034,Town of Stockton - Ward 3,582,
PORTAGE COUNTY,,,TOWN OF STOCKTON - PORTAGE COUNTY,50034,Town of Stockton - Ward 4,276,
PORTAGE COUNTY,,,TOWN OF STOCKTON - PORTAGE COUNTY,50034,Town Of Stockton - Ward 5,378,
PORTAGE COUNTY,,,VILLAGE OF ALMOND - PORTAGE COUNTY,50101,Village of Almond - Ward 1,244,
PORTAGE COUNTY,,,VILLAGE OF AMHERST - PORTAGE COUNTY,50102,Village of Amherst - Ward 1,355,
PORTAGE COUNTY,,,VILLAGE OF AMHERST - PORTAGE COUNTY,50102,Village Of Amherst - Ward 2,367,
PORTAGE COUNTY,,,VILLAGE OF AMHERST JUNCTION - PORTAGE COUNTY,50103,Village of Amherst Junction - Ward 1,233,
PORTAGE COUNTY,,,VILLAGE OF JUNCTION CITY - PORTAGE COUNTY,50141,Village of Junction City - Ward 1,230,
PORTAGE COUNTY,,,VILLAGE OF NELSONVILLE - PORTAGE COUNTY,50161,Village of Nelsonville - Ward 1,109,
PORTAGE COUNTY,,,VILLAGE OF PARK RIDGE - PORTAGE COUNTY,50171,Village of Park Ridge - Ward 1,419,
PORTAGE COUNTY,,,VILLAGE OF PLOVER - PORTAGE COUNTY,50173,Village of Plover - Ward 1,708,
PORTAGE COUNTY,,,VILLAGE OF PLOVER - PORTAGE COUNTY,50173,Village of Plover - Ward 2,814,
PORTAGE COUNTY,,,VILLAGE OF PLOVER - PORTAGE COUNTY,50173,Village of Plover - Ward 3,1021,
PORTAGE COUNTY,,,VILLAGE OF PLOVER - PORTAGE COUNTY,50173,Village of Plover - Ward 4,933,
PORTAGE COUNTY,,,VILLAGE OF PLOVER - PORTAGE COUNTY,50173,Village of Plover - Ward 5,1064,
PORTAGE COUNTY,,,VILLAGE OF PLOVER - PORTAGE COUNTY,50173,Village of Plover - Ward 6,1006,
PORTAGE COUNTY,,,VILLAGE OF PLOVER - PORTAGE COUNTY,50173,Village of Plover - Ward 7,629,
PORTAGE COUNTY,,,VILLAGE OF PLOVER - PORTAGE COUNTY,50173,Village of Plover - Ward 8,656,
PORTAGE COUNTY,,,VILLAGE OF PLOVER - PORTAGE COUNTY,50173,Village of Plover - Ward 9,775,
PORTAGE COUNTY,,,VILLAGE OF ROSHOLT - PORTAGE COUNTY,50176,Village of Rosholt - Ward 1,272,
PORTAGE COUNTY,,,VILLAGE OF WHITING - PORTAGE COUNTY,50191,Village of Whiting - Ward 1,353,
PORTAGE COUNTY,,,VILLAGE OF WHITING - PORTAGE COUNTY,50191,Village of Whiting - Ward 2,278,
PORTAGE COUNTY,,,VILLAGE OF WHITING - PORTAGE COUNTY,50191,Village of Whiting - Ward 3,420,
PORTAGE COUNTY,,,VILLAGE OF WHITING - PORTAGE COUNTY,50191,Village of Whiting - Ward 4,118,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 01,479,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 02,806,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 03,725,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 04,1084,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 05,955,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 06,129,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 07,833,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 08,1014,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 09,215,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 10,348,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 11,961,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 12,275,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 13,406,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 14,663,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 15,594,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 16,697,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 17,571,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 18,551,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 19,553,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 20,533,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 21,338,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 22,651,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 23,427,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 24,570,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 25,499,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 26,464,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 27,410,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 28,669,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 29,605,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 30,295,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 31,711,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 32,203,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 33,740,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 35,2,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 39,2,
PORTAGE COUNTY,,,CITY OF STEVENS POINT - PORTAGE COUNTY,50281,City of Stevens Point - Ward 40,1,
PRICE COUNTY,,,TOWN OF CATAWBA - PRICE COUNTY,51002,Town of Catawba - Ward 1,167,
PRICE COUNTY,,,TOWN OF EISENSTEIN - PRICE COUNTY,51004,Town of Eisenstein - Ward 1,300,
PRICE COUNTY,,,TOWN OF EISENSTEIN - PRICE COUNTY,51004,Town of Eisenstein - Ward 2,152,
PRICE COUNTY,,,TOWN OF ELK - PRICE COUNTY,51006,Town of Elk - Ward 1,615,
PRICE COUNTY,,,TOWN OF ELK - PRICE COUNTY,51006,Town of Elk - Ward 2,125,
PRICE COUNTY,,,TOWN OF EMERY - PRICE COUNTY,51008,Town of Emery - Ward 1,227,
PRICE COUNTY,,,TOWN OF FIFIELD - PRICE COUNTY,51010,Town of Fifield - Ward 1,455,
PRICE COUNTY,,,TOWN OF FIFIELD - PRICE COUNTY,51010,Town of Fifield - Ward 2,210,
PRICE COUNTY,,,TOWN OF FLAMBEAU - PRICE COUNTY,51012,Town of Flambeau - Ward 1,358,
PRICE COUNTY,,,TOWN OF GEORGETOWN - PRICE COUNTY,51014,Town of Georgetown - Ward 1,116,
PRICE COUNTY,,,TOWN OF HACKETT - PRICE COUNTY,51016,Town of Hackett - Ward 1,129,
PRICE COUNTY,,,TOWN OF HARMONY - PRICE COUNTY,51018,Town of Harmony - Ward 1,153,
PRICE COUNTY,,,TOWN OF HILL - PRICE COUNTY,51020,Town of Hill - Ward 1,222,
PRICE COUNTY,,,TOWN OF KENNAN - PRICE COUNTY,51022,Town of Kennan - Ward 1,223,
PRICE COUNTY,,,TOWN OF KNOX - PRICE COUNTY,51024,Town of Knox - Ward 1,219,
PRICE COUNTY,,,TOWN OF LAKE - PRICE COUNTY,51026,Town of Lake - Ward 1,320,
PRICE COUNTY,,,TOWN OF LAKE - PRICE COUNTY,51026,Town of Lake - Ward 2,495,
PRICE COUNTY,,,TOWN OF OGEMA - PRICE COUNTY,51028,Town of Ogema - Ward 1,499,
PRICE COUNTY,,,TOWN OF PRENTICE - PRICE COUNTY,51030,Town of Prentice - Ward 1,258,
PRICE COUNTY,,,TOWN OF SPIRIT - PRICE COUNTY,51032,Town of Spirit - Ward 1,190,
PRICE COUNTY,,,TOWN OF WORCESTER - PRICE COUNTY,51034,Town of Worcester - Ward 1,384,
PRICE COUNTY,,,TOWN OF WORCESTER - PRICE COUNTY,51034,Town of Worcester - Ward 2,428,
PRICE COUNTY,,,TOWN OF WORCESTER - PRICE COUNTY,51034,Town of Worcester - Ward 3,366,
PRICE COUNTY,,,VILLAGE OF CATAWBA - PRICE COUNTY,51111,Village of Catawba - Ward 1,72,
PRICE COUNTY,,,VILLAGE OF KENNAN - PRICE COUNTY,51141,Village of Kennan - Ward 1,90,
PRICE COUNTY,,,VILLAGE OF PRENTICE - PRICE COUNTY,51171,Village of Prentice - Ward 1,344,
PRICE COUNTY,,,CITY OF PARK FALLS - PRICE COUNTY,51271,City of Park Falls - Ward 1,337,
PRICE COUNTY,,,CITY OF PARK FALLS - PRICE COUNTY,51271,City of Park Falls - Ward 2,214,
PRICE COUNTY,,,CITY OF PARK FALLS - PRICE COUNTY,51271,City of Park Falls - Ward 3,108,
PRICE COUNTY,,,CITY OF PARK FALLS - PRICE COUNTY,51271,City of Park Falls - Ward 4,23,
PRICE COUNTY,,,CITY OF PARK FALLS - PRICE COUNTY,51271,City of Park Falls - Ward 5,318,
PRICE COUNTY,,,CITY OF PARK FALLS - PRICE COUNTY,51271,City of Park Falls - Ward 6,298,
PRICE COUNTY,,,CITY OF PARK FALLS - PRICE COUNTY,51271,City of Park Falls - Ward 7,20,
PRICE COUNTY,,,CITY OF PHILLIPS - PRICE COUNTY,51272,City of Phillips - Ward 1,218,
PRICE COUNTY,,,CITY OF PHILLIPS - PRICE COUNTY,51272,City of Phillips - Ward 2,79,
PRICE COUNTY,,,CITY OF PHILLIPS - PRICE COUNTY,51272,City of Phillips - Ward 3,292,
PRICE COUNTY,,,CITY OF PHILLIPS - PRICE COUNTY,51272,City of Phillips - Ward 4,263,
RACINE COUNTY,,,TOWN OF BURLINGTON - RACINE COUNTY,52002,Town of Burlington - Ward 1,391,
RACINE COUNTY,,,TOWN OF BURLINGTON - RACINE COUNTY,52002,Town of Burlington - Ward 10,483,
RACINE COUNTY,,,TOWN OF BURLINGTON - RACINE COUNTY,52002,Town of Burlington - Ward 11,467,
RACINE COUNTY,,,TOWN OF BURLINGTON - RACINE COUNTY,52002,Town of Burlington - Ward 2,253,
RACINE COUNTY,,,TOWN OF BURLINGTON - RACINE COUNTY,52002,Town of Burlington - Ward 3,495,
RACINE COUNTY,,,TOWN OF BURLINGTON - RACINE COUNTY,52002,Town of Burlington - Ward 4,414,
RACINE COUNTY,,,TOWN OF BURLINGTON - RACINE COUNTY,52002,Town of Burlington - Ward 5,294,
RACINE COUNTY,,,TOWN OF BURLINGTON - RACINE COUNTY,52002,Town of Burlington - Ward 6,311,
RACINE COUNTY,,,TOWN OF BURLINGTON - RACINE COUNTY,52002,Town of Burlington - Ward 7,201,
RACINE COUNTY,,,TOWN OF BURLINGTON - RACINE COUNTY,52002,Town of Burlington - Ward 8,307,
RACINE COUNTY,,,TOWN OF BURLINGTON - RACINE COUNTY,52002,Town of Burlington - Ward 9,319,
RACINE COUNTY,,,TOWN OF DOVER - RACINE COUNTY,52006,Town of Dover - Ward 1,205,
RACINE COUNTY,,,TOWN OF DOVER - RACINE COUNTY,52006,Town of Dover - Ward 2,345,
RACINE COUNTY,,,TOWN OF DOVER - RACINE COUNTY,52006,Town of Dover - Ward 3,445,
RACINE COUNTY,,,TOWN OF DOVER - RACINE COUNTY,52006,Town of Dover - Ward 4,299,
RACINE COUNTY,,,TOWN OF DOVER - RACINE COUNTY,52006,Town of Dover - Ward 5,204,
RACINE COUNTY,,,TOWN OF DOVER - RACINE COUNTY,52006,Town of Dover - Ward 6,263,
RACINE COUNTY,,,TOWN OF DOVER - RACINE COUNTY,52006,Town of Dover - Ward 7,183,
RACINE COUNTY,,,TOWN OF DOVER - RACINE COUNTY,52006,Town of Dover - Ward 8,402,
RACINE COUNTY,,,TOWN OF NORWAY - RACINE COUNTY,52010,Town of Norway - Ward 1,512,
RACINE COUNTY,,,TOWN OF NORWAY - RACINE COUNTY,52010,Town of Norway - Ward 10,585,
RACINE COUNTY,,,TOWN OF NORWAY - RACINE COUNTY,52010,Town of Norway - Ward 11,429,
RACINE COUNTY,,,TOWN OF NORWAY - RACINE COUNTY,52010,Town of Norway - Ward 2,470,
RACINE COUNTY,,,TOWN OF NORWAY - RACINE COUNTY,52010,Town of Norway - Ward 3,641,
RACINE COUNTY,,,TOWN OF NORWAY - RACINE COUNTY,52010,Town of Norway - Ward 4,388,
RACINE COUNTY,,,TOWN OF NORWAY - RACINE COUNTY,52010,Town of Norway - Ward 5,606,
RACINE COUNTY,,,TOWN OF NORWAY - RACINE COUNTY,52010,Town of Norway - Ward 6,572,
