"","muni_county","county","municipality","registrants","late_registrants","edrs","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","absentee_issued","absentee_undeliverable","counted_absent","rejected_absent","fwab_counted","fwab_rejected","military_issued","military_undeliverable","military_counted","military_rejected","overseas_issued","overseas_undeliverable","overseas_counted","overseas_rejected","total_ballots_2008"
"1137","TOWN OF RHINE SHEBOYGAN","SHEBOYGAN","TOWN OF RHINE",1343,49,163,1386,1387,1221,165,1386,261,0,260,0,0,0,0,0,0,0,0,0,0,0,1386
"1138","TOWN OF RIB FALLS MARATHON","MARATHON","TOWN OF RIB FALLS",574,1,55,536,536,536,0,0,22,0,19,0,0,0,0,0,0,0,0,0,0,0,536
"1139","TOWN OF RIB LAKE TAYLOR","TAYLOR","TOWN OF RIB LAKE",427,2,81,428,428,0,209,219,42,0,41,1,0,0,2,0,2,0,0,0,0,0,428
"1140","TOWN OF RIB MOUNTAIN MARATHON","MARATHON","TOWN OF RIB MOUNTAIN",5053,173,293,4408,4403,0,0,4403,1399,5,1370,17,1,0,5,0,4,0,3,0,1,1,4408
"1141","TOWN OF RICE LAKE BARRON","BARRON","TOWN OF RICE LAKE",1816,49,181,1622,1622,6,1070,546,300,292,288,4,5,0,12,6,5,1,8,2,1,1,1622
"1142","TOWN OF RICHFIELD ADAMS","ADAMS","TOWN OF RICHFIELD",81,0,13,82,82,82,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,82
"1143","TOWN OF RICHFIELD WOOD","WOOD","TOWN OF RICHFIELD",830,22,143,793,793,0,793,0,71,0,71,0,2,0,0,0,0,0,0,0,0,0,793
"1144","TOWN OF RICHFORD WAUSHARA","WAUSHARA","TOWN OF RICHFORD",258,1,14,222,222,31,0,191,16,0,16,0,2,0,1,0,0,0,0,0,0,0,222
"1145","TOWN OF RICHLAND RICHLAND","RICHLAND","TOWN OF RICHLAND",690,23,127,693,693,319,0,0,100,0,97,0,1,0,0,0,0,0,0,0,0,0,693
"1146","TOWN OF RICHLAND RUSK","RUSK","TOWN OF RICHLAND",129,1,9,108,108,38,0,70,12,0,12,0,1,0,0,0,0,0,0,0,0,0,108
"1147","TOWN OF RICHMOND SHAWANO","SHAWANO","TOWN OF RICHMOND",1167,19,103,1049,1049,0,770,279,95,0,88,2,0,0,1,0,1,0,1,0,1,0,1049
"1148","TOWN OF RICHMOND ST. CROIX","ST. CROIX","TOWN OF RICHMOND",1260,48,519,1640,1640,1412,227,0,121,0,116,1,0,0,1,0,0,0,0,0,0,0,1640
"1149","TOWN OF RICHMOND WALWORTH","WALWORTH","TOWN OF RICHMOND",1272,12,135,999,999,0,920,79,106,0,101,1,0,0,1,0,0,0,0,0,0,0,999
"1150","TOWN OF RICHWOOD RICHLAND","RICHLAND","TOWN OF RICHWOOD",242,4,34,239,239,110,0,129,24,0,23,0,0,0,2,0,1,0,0,0,0,0,239
"1151","TOWN OF RIDGEVILLE MONROE","MONROE","TOWN OF RIDGEVILLE",312,2,16,242,242,128,0,114,19,0,19,0,0,0,0,0,0,0,0,0,0,0,242
"1152","TOWN OF RIDGEWAY IOWA","IOWA","TOWN OF RIDGEWAY",367,0,35,315,315,0,0,315,22,0,22,0,0,0,0,0,0,0,0,0,0,0,315
"1153","TOWN OF RIETBROCK MARATHON","MARATHON","TOWN OF RIETBROCK",537,3,48,476,473,473,0,0,19,0,18,0,0,0,3,0,2,0,3,0,0,0,476
"1154","TOWN OF RINGLE MARATHON","MARATHON","TOWN OF RINGLE",893,19,165,939,939,939,0,939,83,0,80,0,0,0,0,0,0,0,0,0,0,0,939
"1155","TOWN OF RIPON FOND DU LAC","FOND DU LAC","TOWN OF RIPON",678,24,127,743,743,0,743,0,68,2,62,2,0,0,2,0,1,0,0,0,0,0,743
"1156","TOWN OF RIVER FALLS PIERCE","PIERCE","TOWN OF RIVER FALLS",1393,9,264,1487,1487,3,1447,37,163,0,141,0,1,0,3,0,2,0,0,0,0,0,1487
"1157","TOWN OF RIVERVIEW OCONTO","OCONTO","TOWN OF RIVERVIEW",706,10,43,517,517,0,216,301,132,0,132,6,0,0,0,0,0,0,0,0,0,0,517
"1158","TOWN OF ROCHESTER RACINE","RACINE","TOWN OF ROCHESTER",1445,47,293,1531,1532,0,1450,81,303,0,300,0,0,0,0,0,0,0,0,0,0,0,1531
"1159","TOWN OF ROCK CREEK DUNN","DUNN","TOWN OF ROCK CREEK",576,1,99,529,529,0,248,281,30,0,30,1,0,0,2,0,2,0,0,0,0,0,529
"1160","TOWN OF ROCK ELM PIERCE","PIERCE","TOWN OF ROCK ELM",262,4,40,263,263,121,0,142,17,0,17,0,0,0,4,0,4,0,0,0,0,0,263
"1161","TOWN OF ROCK FALLS LINCOLN","LINCOLN","TOWN OF ROCK FALLS",348,3,54,382,382,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,382
"1162","TOWN OF ROCK ROCK","ROCK","TOWN OF ROCK",1595,15,242,1464,1464,0,1464,0,134,0,133,1,0,0,2,0,2,0,0,0,0,0,1464
"1163","TOWN OF ROCK WOOD","WOOD","TOWN OF ROCK",442,6,94,477,479,0,477,0,23,0,23,0,0,0,2,0,2,0,0,0,0,0,477
"1164","TOWN OF ROCKBRIDGE RICHLAND","RICHLAND","TOWN OF ROCKBRIDGE",352,0,94,397,397,263,0,134,18,0,18,0,0,0,1,0,1,0,1,0,0,0,397
"1165","TOWN OF ROCKLAND BROWN","BROWN","TOWN OF ROCKLAND",1029,11,123,1015,1015,0,1015,0,126,0,121,0,1,0,0,0,0,0,0,0,0,0,1015
"1166","TOWN OF ROCKLAND MANITOWOC","MANITOWOC","TOWN OF ROCKLAND",554,3,72,490,490,480,10,0,46,0,31,11,0,0,3,0,1,0,3,0,0,0,490
"1167","TOWN OF ROLLING LANGLADE","LANGLADE","TOWN OF ROLLING",768,7,141,755,755,454,0,301,53,0,51,0,0,0,0,0,0,0,0,0,0,0,755
"1168","TOWN OF ROME ADAMS","ADAMS","TOWN OF ROME",2195,56,82,1862,1862,0,1862,0,424,0,419,1,0,0,0,0,0,0,0,0,0,0,1862
"1169","TOWN OF ROOSEVELT BURNETT","BURNETT","TOWN OF ROOSEVELT",113,2,21,118,118,10,0,108,10,0,6,4,0,0,1,0,0,0,0,0,0,0,118
"1170","TOWN OF ROOSEVELT TAYLOR","TAYLOR","TOWN OF ROOSEVELT",217,1,35,186,186,3,53,130,14,0,14,0,0,0,0,0,0,0,0,0,0,0,186
"1171","TOWN OF ROSE WAUSHARA","WAUSHARA","TOWN OF ROSE",6,6,65,358,358,50,0,308,43,0,41,0,0,0,1,0,0,0,0,0,0,0,358
"1172","TOWN OF ROSENDALE FOND DU LAC","FOND DU LAC","TOWN OF ROSENDALE",429,1,50,398,398,0,398,0,31,0,28,0,0,0,0,0,0,0,0,0,0,0,398
"1173","TOWN OF ROSS FOREST","FOREST","TOWN OF ROSS",101,0,11,74,74,5,0,69,6,5,5,0,0,0,0,0,0,0,0,0,0,0,74
"1174","TOWN OF ROUND LAKE SAWYER","SAWYER","TOWN OF ROUND LAKE",959,10,60,682,682,445,0,237,99,0,96,1,2,0,2,0,2,0,0,0,0,0,682
"1175","TOWN OF ROXBURY DANE","DANE","TOWN OF ROXBURY",989,22,128,1007,1007,0,997,10,95,0,94,1,0,0,1,0,1,0,0,0,0,0,1007
"1176","TOWN OF ROYALTON WAUPACA","WAUPACA","TOWN OF ROYALTON",823,5,96,726,726,436,0,290,71,0,68,1,2,1,3,0,2,0,1,0,0,0,726
"1177","TOWN OF RUBICON DODGE","DODGE","TOWN OF RUBICON",1089,25,276,1277,1277,0,1277,0,145,0,141,3,0,0,1,0,0,0,0,0,0,0,1277
"1178","TOWN OF RUBY CHIPPEWA","CHIPPEWA","TOWN OF RUBY",210,0,37,209,209,0,207,2,15,0,15,0,2,0,0,0,0,0,0,0,0,0,209
"1179","TOWN OF RUDOLPH WOOD","WOOD","TOWN OF RUDOLPH",588,0,98,609,609,0,609,0,53,0,51,2,1,0,1,0,0,0,1,0,0,0,609
"1180","TOWN OF RUSH RIVER ST. CROIX","ST. CROIX","TOWN OF RUSH RIVER",0,10,60,292,292,208,84,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,292
"1181","TOWN OF RUSHFORD WINNEBAGO","WINNEBAGO","TOWN OF RUSHFORD",926,4,116,847,847,635,212,0,89,0,88,0,1,0,2,0,1,0,0,0,0,0,847
"1182","TOWN OF RUSK BURNETT","BURNETT","TOWN OF RUSK",260,0,38,237,237,77,0,160,19,19,19,2,1,0,0,0,0,0,0,0,0,0,237
"1183","TOWN OF RUSK RUSK","RUSK","TOWN OF RUSK",354,3,49,338,338,112,0,229,39,38,38,0,1,0,1,0,0,0,0,0,0,0,338
"1184","TOWN OF RUSSELL BAYFIELD","BAYFIELD","TOWN OF RUSSELL",460,2,196,564,563,0,0,563,37,37,36,1,1,0,0,0,0,0,0,0,0,0,564
"1185","TOWN OF RUSSELL LINCOLN","LINCOLN","TOWN OF RUSSELL",396,1,38,355,355,0,0,2,25,0,0,0,0,0,1,0,1,0,0,0,0,0,355
"1186","TOWN OF RUSSELL SHEBOYGAN","SHEBOYGAN","TOWN OF RUSSELL",224,2,31,237,237,0,159,78,12,0,12,1,0,0,0,0,0,0,0,0,0,0,237
"1187","TOWN OF RUTLAND DANE","DANE","TOWN OF RUTLAND",1128,25,174,1195,1195,0,1195,0,146,0,144,0,0,0,1,1,0,0,1,0,0,0,1195
"1188","TOWN OF SAINT LAWRENCE WAUPACA","WAUPACA","TOWN OF SAINT LAWRENCE",338,2,62,335,335,17,0,318,18,0,16,0,0,0,0,0,0,0,0,0,0,0,335
"1189","TOWN OF SALEM KENOSHA","KENOSHA","TOWN OF SALEM",7498,241,1022,5334,5345,0,5527,1753,2081,6,1966,109,1,1,6,1,5,0,2,0,2,0,5334
"1190","TOWN OF SALEM PIERCE","PIERCE","TOWN OF SALEM",312,0,40,281,281,31,0,250,13,1,10,1,0,0,0,0,0,0,0,0,0,0,281
"1191","TOWN OF SAMPSON CHIPPEWA","CHIPPEWA","TOWN OF SAMPSON",492,2,63,476,475,364,112,0,73,0,73,0,3,0,0,0,0,0,0,0,0,0,476
"1192","TOWN OF SANBORN ASHLAND","ASHLAND","TOWN OF SANBORN",369,18,214,510,507,507,0,0,12,0,9,0,0,0,2,0,0,0,0,0,0,0,510
"1193","TOWN OF SAND CREEK DUNN","DUNN","TOWN OF SAND CREEK",277,4,68,308,308,165,0,143,30,0,30,0,0,0,0,0,0,0,0,0,0,0,308
"1194","TOWN OF SAND LAKE BURNETT","BURNETT","TOWN OF SAND LAKE",235,1,61,259,259,130,0,129,15,0,15,0,0,0,1,0,1,0,0,0,0,0,259
"1195","TOWN OF SAND LAKE SAWYER","SAWYER","TOWN OF SAND LAKE",547,9,83,519,519,275,0,244,108,0,108,0,0,0,0,0,0,0,0,0,0,0,519
"1196","TOWN OF SARATOGA WOOD","WOOD","TOWN OF SARATOGA",3222,54,311,2723,2723,0,2714,0,372,0,353,0,4,0,13,0,7,0,10,1,1,0,2723
"1197","TOWN OF SARONA WASHBURN","WASHBURN","TOWN OF SARONA",221,1,40,207,207,207,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,207
"1198","TOWN OF SAUKVILLE OZAUKEE","OZAUKEE","TOWN OF SAUKVILLE",1414,8,118,1208,1208,0,1188,0,5,0,5,0,2,0,3,0,3,0,1,0,1,0,1208
"1199","TOWN OF SAXEVILLE WAUSHARA","WAUSHARA","TOWN OF SAXEVILLE",605,4,67,568,568,131,437,0,43,0,41,2,0,0,0,0,0,0,0,0,0,0,568
"1200","TOWN OF SAXON IRON","IRON","TOWN OF SAXON",215,0,21,201,201,110,0,91,7,0,7,0,0,0,0,0,0,0,0,0,0,0,201
"1201","TOWN OF SCANDINAVIA WAUPACA","WAUPACA","TOWN OF SCANDINAVIA",625,6,83,613,613,393,0,218,52,0,51,2,3,0,0,0,0,0,0,0,0,0,613
"1202","TOWN OF SCHLESWIG MANITOWOC","MANITOWOC","TOWN OF SCHLESWIG",1239,17,153,1172,1172,1172,0,0,135,1,132,0,0,0,2,0,2,0,0,0,0,0,1172
"1203","TOWN OF SCHLEY LINCOLN","LINCOLN","TOWN OF SCHLEY",517,8,52,489,489,489,0,1,29,0,29,0,0,0,1,0,1,0,0,0,0,0,489
"1204","TOWN OF SCHOEPKE ONEIDA","ONEIDA","TOWN OF SCHOEPKE",242,5,30,234,234,234,0,0,30,0,30,0,2,0,0,0,0,0,0,0,0,0,234
"1205","TOWN OF SCOTT BROWN","BROWN","TOWN OF SCOTT",2533,51,223,2174,2174,0,2174,0,450,0,441,1,0,0,2,0,1,0,0,0,0,0,2174
"1206","TOWN OF SCOTT BURNETT","BURNETT","TOWN OF SCOTT",524,7,29,416,416,174,0,242,72,71,71,0,1,1,0,0,0,0,0,0,0,0,416
"1207","TOWN OF SCOTT COLUMBIA","COLUMBIA","TOWN OF SCOTT",384,0,61,358,358,0,358,0,20,0,17,1,1,0,1,0,1,0,1,0,0,0,358
"1208","TOWN OF SCOTT CRAWFORD","CRAWFORD","TOWN OF SCOTT",273,1,22,267,267,0,0,1,17,0,17,0,1,0,0,0,0,0,0,0,0,0,267
"1209","TOWN OF SCOTT LINCOLN","LINCOLN","TOWN OF SCOTT",736,11,142,772,772,772,0,0,45,0,45,0,0,0,2,0,0,0,0,0,0,0,772
"1210","TOWN OF SCOTT MONROE","MONROE","TOWN OF SCOTT",40,0,8,48,48,4,0,44,4,0,4,0,0,0,2,0,2,0,0,0,0,0,48
"1211","TOWN OF SCOTT SHEBOYGAN","SHEBOYGAN","TOWN OF SCOTT",1074,5,167,1026,1026,0,1024,2,78,0,77,0,0,0,1,0,0,0,0,0,0,0,1026
"1212","TOWN OF SEIF CLARK","CLARK","TOWN OF SEIF",123,1,15,113,113,17,0,96,8,0,8,0,0,0,0,0,0,0,0,0,0,0,113
"1213","TOWN OF SENECA CRAWFORD","CRAWFORD","TOWN OF SENECA",424,13,89,452,463,313,0,139,68,0,41,4,0,0,1,0,1,1,0,0,0,0,452
"1214","TOWN OF SENECA GREEN LAKE","GREEN LAKE","TOWN OF SENECA",249,1,18,222,220,53,0,169,11,0,11,0,0,0,0,0,0,0,0,0,0,0,222
"1215","TOWN OF SENECA SHAWANO","SHAWANO","TOWN OF SENECA",330,5,34,288,288,0,176,112,18,0,17,0,1,0,1,0,0,0,0,0,0,0,288
"1216","TOWN OF SENECA WOOD","WOOD","TOWN OF SENECA",603,3,117,643,643,0,643,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,643
"1217","TOWN OF SEVASTOPOL DOOR","DOOR","TOWN OF SEVASTOPOL",2632,19,106,1763,1763,1761,1761,0,302,0,293,2,1,0,0,0,0,0,0,0,0,0,1763
"1218","TOWN OF SEVEN MILE CREEK JUNEAU","JUNEAU","TOWN OF SEVEN MILE CREEK",191,5,31,177,177,20,0,157,18,0,18,0,0,0,0,0,0,0,0,0,0,0,177
"1219","TOWN OF SEYMOUR EAU CLAIRE","EAU CLAIRE","TOWN OF SEYMOUR",1624,83,332,1852,1852,0,1840,12,458,0,454,7,2,0,2,0,2,1,2,0,2,2,1852
"1220","TOWN OF SEYMOUR LAFAYETTE","LAFAYETTE","TOWN OF SEYMOUR",159,0,35,173,173,9,0,164,3,0,3,0,2,0,0,0,0,0,0,0,0,0,173
"1221","TOWN OF SEYMOUR OUTAGAMIE","OUTAGAMIE","TOWN OF SEYMOUR",582,4,92,583,582,0,259,324,62,1,56,1,0,0,6,1,3,0,2,0,0,0,583
"1222","TOWN OF SHANAGOLDEN ASHLAND","ASHLAND","TOWN OF SHANAGOLDEN",89,1,7,87,87,80,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,87
"1223","TOWN OF SHARON PORTAGE","PORTAGE","TOWN OF SHARON",1328,30,107,1191,1191,0,1191,0,144,0,144,0,0,0,3,0,3,0,0,0,0,0,1191
"1224","TOWN OF SHARON WALWORTH","WALWORTH","TOWN OF SHARON",539,3,60,467,467,0,123,344,33,0,27,1,0,0,0,0,0,0,0,0,0,0,467
"1225","TOWN OF SHEBOYGAN FALLS SHEBOYGAN","SHEBOYGAN","TOWN OF SHEBOYGAN FALLS",967,33,125,1017,1017,0,1017,0,151,0,150,0,2,0,3,0,3,0,0,0,0,0,1017
"1226","TOWN OF SHEBOYGAN SHEBOYGAN","SHEBOYGAN","TOWN OF SHEBOYGAN",4731,0,641,4546,4546,0,4529,17,1510,0,1510,0,6,0,2,0,0,0,0,0,0,0,4546
"1227","TOWN OF SHELBY LA CROSSE","LA CROSSE","TOWN OF SHELBY",3652,101,201,3069,3069,0,3069,0,1203,0,1189,12,5,0,6,0,6,0,0,0,0,0,3069
"1228","TOWN OF SHELDON MONROE","MONROE","TOWN OF SHELDON",177,1,46,206,206,28,0,178,15,0,14,0,0,0,1,0,0,0,1,0,1,0,206
"1229","TOWN OF SHERIDAN DUNN","DUNN","TOWN OF SHERIDAN",207,2,68,259,259,195,64,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,259
"1230","TOWN OF SHERMAN CLARK","CLARK","TOWN OF SHERMAN",358,2,44,321,321,318,0,3,16,0,16,0,0,0,1,0,1,0,0,0,0,0,321
"1231","TOWN OF SHERMAN DUNN","DUNN","TOWN OF SHERMAN",551,8,59,498,498,0,356,142,32,0,32,1,2,0,0,0,0,0,0,0,1,1,498
"1232","TOWN OF SHERMAN IRON","IRON","TOWN OF SHERMAN",256,2,13,224,224,0,0,103,30,0,27,0,0,0,0,0,0,0,0,0,0,0,224
"1233","TOWN OF SHERMAN SHEBOYGAN","SHEBOYGAN","TOWN OF SHERMAN",799,16,185,906,906,0,904,2,103,95,0,0,0,0,1,0,0,0,0,0,0,0,906
"1234","TOWN OF SHERRY WOOD","WOOD","TOWN OF SHERRY",400,9,92,434,434,0,434,0,26,0,26,1,0,0,0,0,0,0,0,0,0,0,434
"1235","TOWN OF SHERWOOD CLARK","CLARK","TOWN OF SHERWOOD",164,1,11,145,145,93,0,52,20,0,18,1,0,0,0,0,0,0,0,0,0,0,145
"1236","TOWN OF SHIELDS DODGE","DODGE","TOWN OF SHIELDS",274,6,51,313,313,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313
"1237","TOWN OF SHIELDS MARQUETTE","MARQUETTE","TOWN OF SHIELDS",361,0,43,334,334,38,0,292,35,2,32,0,0,0,0,0,0,0,0,0,0,0,334
"1238","TOWN OF SHULLSBURG LAFAYETTE","LAFAYETTE","TOWN OF SHULLSBURG",156,0,28,160,160,13,0,147,12,0,12,0,0,0,0,0,0,0,0,0,0,0,160
"1239","TOWN OF SIGEL CHIPPEWA","CHIPPEWA","TOWN OF SIGEL",436,0,136,492,492,0,492,0,21,0,19,0,0,0,1,0,0,0,0,0,0,0,492
"1240","TOWN OF SIGEL WOOD","WOOD","TOWN OF SIGEL",588,1,75,603,603,0,603,0,34,0,33,4,0,0,0,0,0,0,0,0,0,0,603
"1241","TOWN OF SILVER CLIFF MARINETTE","MARINETTE","TOWN OF SILVER CLIFF",340,3,20,316,316,107,0,209,35,0,35,0,0,0,0,0,0,0,0,0,0,0,316
"1242","TOWN OF SIOUX CREEK BARRON","BARRON","TOWN OF SIOUX CREEK",340,2,64,335,335,0,153,182,26,0,24,0,0,0,0,0,0,0,0,0,0,0,335
"1243","TOWN OF SIREN BURNETT","BURNETT","TOWN OF SIREN",459,9,139,511,511,72,0,439,48,0,42,3,0,0,0,0,0,0,0,0,0,0,511
"1244","TOWN OF SKANAWAN LINCOLN","LINCOLN","TOWN OF SKANAWAN",253,4,37,247,247,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,247
"1245","TOWN OF SMELSER GRANT","GRANT","TOWN OF SMELSER",426,7,40,440,440,168,0,272,37,36,36,0,0,0,1,0,0,0,0,0,0,0,440
"1246","TOWN OF SOLON SPRINGS DOUGLAS","DOUGLAS","TOWN OF SOLON SPRINGS",606,4,80,549,549,549,0,0,49,0,47,0,0,0,0,0,0,0,0,0,0,0,549
"1247","TOWN OF SOMERS KENOSHA","KENOSHA","TOWN OF SOMERS",7049,325,824,5401,5406,1,5400,0,1712,2,1696,4,5,0,12,1,7,0,0,0,0,0,5401
"1248","TOWN OF SOMERSET ST. CROIX","ST. CROIX","TOWN OF SOMERSET",1974,25,431,2022,2021,0,2022,0,268,0,264,2,1,2,4,0,3,0,0,0,0,0,2022
"1249","TOWN OF SOMO LINCOLN","LINCOLN","TOWN OF SOMO",82,0,5,63,63,63,0,0,9,0,7,2,0,0,0,0,0,0,0,0,0,0,63
"1250","TOWN OF SOUTH FORK RUSK","RUSK","TOWN OF SOUTH FORK",85,1,3,74,74,25,0,49,19,0,19,0,0,0,0,0,0,0,0,0,0,0,74
"1251","TOWN OF SOUTH LANCASTER GRANT","GRANT","TOWN OF SOUTH LANCASTER",299,0,91,328,328,172,0,153,41,0,40,0,0,0,0,0,0,0,0,0,0,0,328
"1252","TOWN OF SPARTA MONROE","MONROE","TOWN OF SPARTA",1567,75,100,1502,1502,17,1485,0,285,0,277,0,2,0,5,0,4,0,0,0,0,0,1502
"1253","TOWN OF SPENCER MARATHON","MARATHON","TOWN OF SPENCER",738,6,101,704,704,704,0,0,37,0,37,0,1,0,1,0,1,0,0,0,0,0,704
"1254","TOWN OF SPIDER LAKE SAWYER","SAWYER","TOWN OF SPIDER LAKE",308,4,17,293,292,159,0,134,57,0,57,0,0,0,0,0,0,0,0,0,0,0,293
"1255","TOWN OF SPIRIT PRICE","PRICE","TOWN OF SPIRIT",177,0,19,172,172,129,0,43,18,0,18,0,1,0,2,0,2,0,0,0,0,0,172
"1256","TOWN OF SPOONER WASHBURN","WASHBURN","TOWN OF SPOONER",412,2,75,423,423,244,0,179,31,0,31,0,0,0,0,0,0,0,0,0,0,0,423
"1257","TOWN OF SPRING BROOK DUNN","DUNN","TOWN OF SPRING BROOK",870,11,146,871,871,0,595,276,50,1,45,0,0,0,4,1,1,0,0,0,0,0,871
"1258","TOWN OF SPRING GREEN SAUK","SAUK","TOWN OF SPRING GREEN",1026,17,164,1051,1051,1048,3,0,116,5,111,0,0,0,0,0,0,0,0,0,0,0,1051
"1259","TOWN OF SPRING GROVE GREEN","GREEN","TOWN OF SPRING GROVE",414,24,60,459,459,0,459,0,35,0,35,0,0,0,1,0,0,0,0,0,0,0,459
"1260","TOWN OF SPRING LAKE PIERCE","PIERCE","TOWN OF SPRING LAKE",285,6,74,314,314,78,0,236,19,0,0,0,0,0,0,0,0,0,0,0,0,0,314
"1261","TOWN OF SPRING PRAIRIE WALWORTH","WALWORTH","TOWN OF SPRING PRAIRIE",1161,37,200,1256,1256,0,1256,0,247,0,233,1,2,0,3,0,3,0,0,0,0,0,1256
"1262","TOWN OF SPRING VALLEY ROCK","ROCK","TOWN OF SPRING VALLEY",0,1,0,4,4,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4
"1263","TOWN OF SPRINGBROOK WASHBURN","WASHBURN","TOWN OF SPRINGBROOK",183,0,77,261,261,261,0,0,10,0,8,2,0,0,0,0,0,0,0,0,0,0,261
"1264","TOWN OF SPRINGDALE DANE","DANE","TOWN OF SPRINGDALE",1105,48,142,1180,1179,0,1180,0,230,1,226,0,1,0,4,0,3,0,2,1,0,0,1180
"1265","TOWN OF SPRINGFIELD DANE","DANE","TOWN OF SPRINGFIELD",1678,64,119,1561,1561,0,1561,0,388,0,383,0,4,0,0,0,0,0,0,0,0,0,1561
"1266","TOWN OF SPRINGFIELD JACKSON","JACKSON","TOWN OF SPRINGFIELD",274,0,30,231,231,31,0,200,7,0,6,0,0,0,0,0,0,0,0,0,0,0,231
"1267","TOWN OF SPRINGFIELD MARQUETTE","MARQUETTE","TOWN OF SPRINGFIELD",451,3,65,447,447,48,0,399,49,0,48,0,1,0,0,0,0,0,0,0,0,0,447
"1268","TOWN OF SPRINGFIELD ST. CROIX","ST. CROIX","TOWN OF SPRINGFIELD",387,3,142,487,487,0,473,14,23,0,21,0,0,0,1,0,0,0,0,0,0,0,487
"1269","TOWN OF SPRINGVALE COLUMBIA","COLUMBIA","TOWN OF SPRINGVALE",289,4,43,296,296,0,296,0,16,0,16,0,1,0,0,0,0,0,0,0,0,0,296
"1270","TOWN OF SPRINGVALE FOND DU LAC","FOND DU LAC","TOWN OF SPRINGVALE",366,4,60,380,380,0,380,0,31,0,26,2,0,0,0,0,0,0,0,0,0,0,380
"1271","TOWN OF SPRINGVILLE ADAMS","ADAMS","TOWN OF SPRINGVILLE",590,32,151,609,609,609,0,0,41,0,2,2,0,0,0,0,0,0,0,0,0,0,609
"1272","TOWN OF SPRINGWATER WAUSHARA","WAUSHARA","TOWN OF SPRINGWATER",713,11,184,837,838,427,0,411,118,1,116,3,0,0,1,0,0,0,0,0,0,0,837
"1273","TOWN OF SPRUCE OCONTO","OCONTO","TOWN OF SPRUCE",426,6,75,447,447,0,243,204,44,0,44,0,0,0,0,0,0,0,0,0,0,0,447
"1274","TOWN OF ST. CROIX FALLS POLK","POLK","TOWN OF ST. CROIX FALLS",727,1,130,695,695,44,0,651,45,1,41,2,0,0,2,0,1,0,0,0,0,0,695
"1275","TOWN OF ST. GERMAIN VILAS","VILAS","TOWN OF ST. GERMAIN",1618,6,159,1420,1420,0,1420,0,180,0,178,10,0,0,0,0,0,0,0,0,0,0,1420
"1276","TOWN OF ST. JOSEPH ST. CROIX","ST. CROIX","TOWN OF ST. JOSEPH",2266,71,306,2340,2340,0,2097,243,489,0,478,0,3,0,7,0,6,0,5,0,0,0,2340
"1277","TOWN OF ST. MARIE GREEN LAKE","GREEN LAKE","TOWN OF ST. MARIE",221,4,40,236,236,41,0,195,23,0,23,0,1,0,0,0,0,0,0,0,0,0,236
"1278","TOWN OF STANFOLD BARRON","BARRON","TOWN OF STANFOLD",4,0,78,357,365,0,202,154,21,0,19,1,0,0,1,0,0,0,0,0,0,0,357
"1279","TOWN OF STANLEY BARRON","BARRON","TOWN OF STANLEY",1169,27,300,1318,1318,0,921,397,138,1,134,2,0,0,3,1,1,0,0,0,0,0,1318
"1280","TOWN OF STANTON DUNN","DUNN","TOWN OF STANTON",369,5,101,401,401,129,0,272,43,0,40,1,1,0,1,0,0,0,0,0,0,0,401
"1281","TOWN OF STANTON ST. CROIX","ST. CROIX","TOWN OF STANTON",515,1,106,543,543,0,363,180,31,0,30,5,1,0,0,0,0,0,0,0,0,0,543
"1282","TOWN OF STAR PRAIRIE ST. CROIX","ST. CROIX","TOWN OF STAR PRAIRIE",1743,21,336,1721,1721,1462,259,1721,155,1,147,2,1,1,6,0,2,0,2,0,0,0,1721
"1283","TOWN OF STARK VERNON","VERNON","TOWN OF STARK",193,1,31,197,197,197,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,197
"1284","TOWN OF STELLA ONEIDA","ONEIDA","TOWN OF STELLA",399,7,27,377,377,241,136,0,33,0,33,0,0,0,2,0,2,0,0,0,0,0,377
"1285","TOWN OF STEPHENSON MARINETTE","MARINETTE","TOWN OF STEPHENSON",1735,35,247,1761,1761,905,0,856,225,2,222,1,1,0,0,0,0,0,0,0,0,0,1761
"1286","TOWN OF STERLING POLK","POLK","TOWN OF STERLING",375,4,68,357,357,61,0,296,21,0,21,0,0,0,0,0,0,0,0,0,0,0,357
"1287","TOWN OF STERLING VERNON","VERNON","TOWN OF STERLING",292,0,64,328,328,240,0,88,18,0,18,0,0,0,0,0,0,0,0,0,0,0,328
"1288","TOWN OF STETTIN MARATHON","MARATHON","TOWN OF STETTIN",1799,13,176,1527,1527,1527,0,3,268,0,231,8,1,0,5,0,3,0,5,0,0,0,1527
