"","state","pollster","start.date","end.date","entry.date.time..et.","number.of.observations","population","mode","trump","clinton","other","undecided","pollster.url","source.url","partisan","affiliation","question.text","question.iteration","johnson","other.nonas","decided.total","trump.defs","clinton.defs","other.defs"
"1023","--","Penn Schoen Berland",2016-07-01,"2016-07-05","2016-08-03T16:59:20Z",1000,"Likely Voters","Internet",36,40,NA,14,"http://elections.huffingtonpost.com/pollster/polls/penn-schoen-berland-25050","http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf","Nonpartisan","None","If the 2016 Presidential Election were being held today, who would you vote for?",1,NA,0,76,47.3684210526316,52.6315789473684,NA
"1027","--","YouGov/Economist",2016-07-02,"2016-07-04","2016-07-06T14:29:45Z",1004,"Registered Voters","Internet",37,42,7,11,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24823","https://today.yougov.com/news/2016/07/06/clinton-maintains-her-lead-particularly-negative-r/","Nonpartisan","None","",1,NA,7,86,43.0232558139535,48.8372093023256,8.13953488372093
"1031","--","Morning Consult",2016-06-30,"2016-07-04","2016-07-05T19:55:24Z",2001,"Registered Voters","Internet",40,41,NA,19,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24822","https://morningconsult.com/2016/07/05/clinton-trump-nearly-tied-new-survey/","Nonpartisan","None","",1,NA,0,81,49.3827160493827,50.6172839506173,NA
"1035","--","Morning Consult",2016-06-30,"2016-07-04","2016-07-05T19:55:24Z",2001,"Registered Voters","Internet",37,38,NA,15,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24822","https://morningconsult.com/2016/07/05/clinton-trump-nearly-tied-new-survey/","Nonpartisan","None","",2,NA,0,75,49.3333333333333,50.6666666666667,NA
"1039","--","NBC/SurveyMonkey",2016-06-27,"2016-07-03","2016-07-05T14:28:50Z",10072,"Registered Voters","Internet",43,48,NA,9,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24814","https://www.scribd.com/document/317453619/NBC-News-SurveyMonkey-Toplines-and-Methodology-6-27-7-3","Nonpartisan","None","",1,NA,0,91,47.2527472527472,52.7472527472528,NA
"1040","--","NBC/SurveyMonkey",2016-06-27,"2016-07-03","2016-07-05T14:28:50Z",10072,"Registered Voters","Internet",38,41,5,6,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24814","https://www.scribd.com/document/317453619/NBC-News-SurveyMonkey-Toplines-and-Methodology-6-27-7-3","Nonpartisan","None","",2,NA,5,84,45.2380952380952,48.8095238095238,5.95238095238095
"1041","--","Rasmussen",2016-06-28,"2016-06-29","2016-06-30T14:32:48Z",1000,"Likely Voters","IVR/Online",43,39,12,5,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-24800","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch","Nonpartisan","None","",1,NA,12,94,45.7446808510638,41.4893617021277,12.7659574468085
"1042","--","Suffolk/USA Today",2016-06-26,"2016-06-29","2016-07-05T13:58:23Z",1000,"Likely Voters","Live Phone",40,46,NA,14,"http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-24813","http://www.suffolk.edu/academics/10741.php","Nonpartisan","None","",1,NA,0,86,46.5116279069767,53.4883720930233,NA
"1046","--","Suffolk/USA Today",2016-06-26,"2016-06-29","2016-07-05T13:58:23Z",1000,"Likely Voters","Live Phone",35,39,3,15,"http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-24813","http://www.suffolk.edu/academics/10741.php","Nonpartisan","None","",2,NA,3,77,45.4545454545455,50.6493506493506,3.8961038961039
"1050","--","Ipsos/Reuters",2016-06-25,"2016-06-29","2016-06-30T14:40:40Z",1247,"Registered Voters","Internet",32,42,14,12,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24802","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical.pdf","Nonpartisan","None","",1,NA,14,88,36.3636363636364,47.7272727272727,15.9090909090909
"1054","--","Ipsos/Reuters",2016-06-25,"2016-06-29","2016-06-30T14:40:40Z",1247,"Registered Voters","Internet",31,42,10,11,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24802","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical.pdf","Nonpartisan","None","",2,NA,10,83,37.3493975903614,50.6024096385542,12.0481927710843
"1058","--","IBD/TIPP",2016-06-24,"2016-06-29","2016-06-30T17:35:32Z",837,"Registered Voters","Live Phone",40,44,9,7,"http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-24805","http://www.investors.com/politics/trump-holds-ground-against-clinton-ties-her-in-a-four-way-matchup/","Nonpartisan","None","",1,NA,9,93,43.010752688172,47.3118279569892,9.67741935483871
"1062","--","IBD/TIPP",2016-06-24,"2016-06-29","2016-06-30T17:35:32Z",837,"Registered Voters","Live Phone",36,37,8,10,"http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-24805","http://www.investors.com/politics/trump-holds-ground-against-clinton-ties-her-in-a-four-way-matchup/","Nonpartisan","None","",2,NA,8,81,44.4444444444444,45.679012345679,9.87654320987654
"1066","--","Gravis Marketing/OANN",2016-06-27,"2016-06-28","2016-07-05T14:37:24Z",2162,"Registered Voters","Automated Phone",46,50,4,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-24815","http://big.assets.huffingtonpost.com/GravisOANN062816.pdf","Sponsor","Rep","",1,NA,4,100,46,50,4
"1067","--","PPP (D)",2016-06-27,"2016-06-28","2016-06-30T14:34:58Z",853,"Likely Voters","IVR/Online",41,45,2,7,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-24801","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_63016.pdf","Pollster","Dem","The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1,NA,2,88,46.5909090909091,51.1363636363636,2.27272727272727
"1071","--","PPP (D)",2016-06-27,"2016-06-28","2016-06-30T14:34:58Z",853,"Likely Voters","IVR/Online",44,48,NA,7,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-24801","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_63016.pdf","Pollster","Dem","If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for? ",2,NA,0,92,47.8260869565217,52.1739130434783,NA
"1075","--","FOX",2016-06-26,"2016-06-28","2016-06-30T14:52:33Z",1017,"Registered Voters","Live Phone",38,44,7,10,"http://elections.huffingtonpost.com/pollster/polls/fox-24803","http://www.foxnews.com/politics/2016/06/29/fox-news-poll-clinton-up-by-6-points-89-percent-say-hot-headed-describes-trump.html","Nonpartisan","None","",1,NA,7,89,42.6966292134831,49.438202247191,7.86516853932584
"1079","--","FOX",2016-06-26,"2016-06-28","2016-06-30T14:52:33Z",1017,"Registered Voters","Live Phone",36,41,4,10,"http://elections.huffingtonpost.com/pollster/polls/fox-24803","http://www.foxnews.com/politics/2016/06/29/fox-news-poll-clinton-up-by-6-points-89-percent-say-hot-headed-describes-trump.html","Nonpartisan","None","",2,NA,4,81,44.4444444444444,50.6172839506173,4.93827160493827
"1083","--","GQR (D-Democracy Corps)",2016-06-23,"2016-06-28","2016-07-08T14:24:53Z",900,"Likely Voters","Live Phone",37,48,3,4,"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-24835","http://www.democracycorps.com/National-Surveys/","Sponsor","Dem","",1,NA,3,88,42.0454545454545,54.5454545454545,3.40909090909091
"1084","--","YouGov/Economist",2016-06-24,"2016-06-27","2016-06-29T14:15:26Z",1069,"Registered Voters","Internet",35,40,7,11,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24795"," https://today.yougov.com/news/2016/06/29/yougoveconomist-poll-june-24-27-2016/","Nonpartisan","None","",1,NA,7,82,42.6829268292683,48.780487804878,8.53658536585366
"1088","--","Morning Consult",2016-06-24,"2016-06-27","2016-06-27T16:04:16Z",4001,"Registered Voters","Internet",39,44,NA,18,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24776","https://morningconsult.com/2016/06/27/clinton-gains-polls-voters-still-favor-trump-grow-economy/","Nonpartisan","None","",1,NA,0,83,46.9879518072289,53.0120481927711,NA
"1092","--","Morning Consult",2016-06-24,"2016-06-27","2016-06-27T16:04:16Z",4001,"Registered Voters","Internet",36,39,NA,13,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24776","https://morningconsult.com/2016/06/27/clinton-gains-polls-voters-still-favor-trump-grow-economy/","Nonpartisan","None","",2,NA,0,75,48,52,NA
"1096","--","Quinnipiac",2016-06-21,"2016-06-27","2016-06-29T14:00:13Z",1610,"Registered Voters","Live Phone",40,42,6,12,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24794","https://www.qu.edu/images/polling/us/us06292016_Utwkv93x.pdf","Nonpartisan","None","",1,NA,6,88,45.4545454545455,47.7272727272727,6.81818181818182
"1100","--","Quinnipiac",2016-06-21,"2016-06-27","2016-06-29T14:00:13Z",1610,"Registered Voters","Live Phone",37,39,5,10,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24794","https://www.qu.edu/images/polling/us/us06292016_Utwkv93x.pdf","Nonpartisan","None","",2,NA,5,81,45.679012345679,48.1481481481481,6.17283950617284
"1104","--","NBC/SurveyMonkey",2016-06-20,"2016-06-26","2016-06-28T14:16:30Z",5818,"Registered Voters","Internet",41,49,NA,10,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24791","https://www.scribd.com/doc/316876703/NBC-News-SurveyMonkey-Toplines-and-Methodology-6-20-6-26","Nonpartisan","None","",1,NA,0,90,45.5555555555556,54.4444444444444,NA
"1105","--","NBC/SurveyMonkey",2016-06-20,"2016-06-26","2016-06-28T14:16:30Z",5818,"Registered Voters","Internet",36,42,5,7,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24791","https://www.scribd.com/doc/316876703/NBC-News-SurveyMonkey-Toplines-and-Methodology-6-20-6-26","Nonpartisan","None","",2,NA,5,83,43.3734939759036,50.6024096385542,6.02409638554217
"1106","--","Pew",2016-06-15,"2016-06-26","2016-07-07T18:27:13Z",1655,"Registered Voters","Live Phone",36,45,4,3,"http://elections.huffingtonpost.com/pollster/polls/pew-24834","http://www.people-press.org/2016/07/07/2016-campaign-strong-interest-widespread-dissatisfaction/","Nonpartisan","None","",1,NA,4,85,42.3529411764706,52.9411764705882,4.70588235294118
"1107","--","Pew",2016-06-15,"2016-06-26","2016-07-07T18:27:13Z",1655,"Registered Voters","Live Phone",42,51,NA,7,"http://elections.huffingtonpost.com/pollster/polls/pew-24834","http://www.people-press.org/2016/07/07/2016-campaign-strong-interest-widespread-dissatisfaction/","Nonpartisan","None","",2,NA,0,93,45.1612903225806,54.8387096774194,NA
"1108","--","ABC/Post",2016-06-20,"2016-06-23","2016-06-26T13:09:05Z",836,"Registered Voters","Live Phone",39,51,8,2,"http://elections.huffingtonpost.com/pollster/polls/abc-post-24764","http://apps.washingtonpost.com/g/page/national/washington-post-abc-news-poll-june-20-23-2016/2053/","Nonpartisan","None","",1,NA,8,98,39.7959183673469,52.0408163265306,8.16326530612245
"1109","--","ABC/Post",2016-06-20,"2016-06-23","2016-06-26T13:09:05Z",836,"Registered Voters","Live Phone",34,47,5,11,"http://elections.huffingtonpost.com/pollster/polls/abc-post-24764","http://apps.washingtonpost.com/g/page/national/washington-post-abc-news-poll-june-20-23-2016/2053/","Nonpartisan","None","",2,NA,5,86,39.5348837209302,54.6511627906977,5.81395348837209
"1110","--","NBC/WSJ",2016-06-19,"2016-06-23","2016-06-26T13:16:43Z",1000,"Registered Voters","Live Phone",41,46,11,2,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-24765","https://www.scribd.com/doc/316881192/Nbcwsj-June-Poll","Nonpartisan","None","",1,NA,11,98,41.8367346938776,46.9387755102041,11.2244897959184
"1111","--","NBC/WSJ",2016-06-19,"2016-06-23","2016-06-26T13:16:43Z",1000,"Registered Voters","Live Phone",38,39,7,6,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-24765","https://www.scribd.com/doc/316881192/Nbcwsj-June-Poll","Nonpartisan","None","",2,NA,7,84,45.2380952380952,46.4285714285714,8.33333333333333
"1112","--","Ipsos/Reuters",2016-06-18,"2016-06-22","2016-06-23T14:35:33Z",1339,"Registered Voters","Internet",34,44,13,10,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24752","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical6222016.pdf","Nonpartisan","None","",1,NA,13,91,37.3626373626374,48.3516483516484,14.2857142857143
"1116","--","Rasmussen",2016-06-20,"2016-06-21","2016-06-23T16:18:51Z",1000,"Likely Voters","IVR/Online",39,44,11,6,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-24754","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch","Nonpartisan","None","",1,NA,11,94,41.4893617021277,46.8085106382979,11.7021276595745
"1117","--","YouGov/Economist",2016-06-18,"2016-06-20","2016-06-22T15:37:22Z",1011,"Registered Voters","Internet",39,43,7,7,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24739","https://today.yougov.com/news/2016/06/21/national-clinton-leads-trump-four/","Nonpartisan","None","",1,NA,7,89,43.8202247191011,48.314606741573,7.86516853932584
"1121","--","ARG",2016-06-17,"2016-06-20","2016-06-21T15:05:57Z",987,"Registered Voters","Live Phone",41,50,3,6,"http://elections.huffingtonpost.com/pollster/polls/arg-24728","http://americanresearchgroup.com/pres2016/na16-2.html","Nonpartisan","None","",1,NA,3,94,43.6170212765958,53.1914893617021,3.19148936170213
"1125","--","Morning Consult",2016-06-15,"2016-06-20","2016-06-20T20:29:18Z",3891,"Registered Voters","Internet",40,42,NA,17,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24717","https://morningconsult.com/2016/06/20/poll-orlando-huge-spike-voters-concerns-security/","Nonpartisan","None","",1,NA,0,82,48.780487804878,51.219512195122,NA
"1129","--","Morning Consult",2016-06-15,"2016-06-20","2016-06-20T20:29:18Z",3891,"Registered Voters","Internet",38,38,NA,14,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24717","https://morningconsult.com/2016/06/20/poll-orlando-huge-spike-voters-concerns-security/","Nonpartisan","None","",2,NA,0,76,50,50,NA
"1133","--","CNN",2016-06-16,"2016-06-19","2016-06-21T11:23:41Z",891,"Registered Voters","Live Phone",42,47,10,1,"http://elections.huffingtonpost.com/pollster/polls/cnn-24723","http://i2.cdn.turner.com/cnn/2016/images/06/21/rel7b.-.2016.general.pdf","Nonpartisan","None","",1,NA,10,99,42.4242424242424,47.4747474747475,10.1010101010101
"1137","--","CNN",2016-06-16,"2016-06-19","2016-06-21T11:23:41Z",891,"Registered Voters","Live Phone",38,42,8,4,"http://elections.huffingtonpost.com/pollster/polls/cnn-24723","http://i2.cdn.turner.com/cnn/2016/images/06/21/rel7b.-.2016.general.pdf","Nonpartisan","None","",2,NA,8,88,43.1818181818182,47.7272727272727,9.09090909090909
"1141","--","Monmouth University",2016-06-15,"2016-06-19","2016-06-20T17:03:04Z",803,"Registered Voters","Live Phone",40,47,5,8,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24712","http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/568faad2-81ab-4bd0-b373-8577326e76bd.pdf","Nonpartisan","None","",1,NA,5,92,43.4782608695652,51.0869565217391,5.43478260869565
"1145","--","Monmouth University",2016-06-15,"2016-06-19","2016-06-20T17:03:04Z",803,"Registered Voters","Live Phone",36,42,6,5,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24712","http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/568faad2-81ab-4bd0-b373-8577326e76bd.pdf","Nonpartisan","None","",2,NA,6,84,42.8571428571429,50,7.14285714285714
"1149","--","NBC/SurveyMonkey",2016-06-13,"2016-06-19","2016-06-21T14:02:55Z",16135,"Registered Voters","Internet",42,48,NA,10,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24724","http://www.nbcnews.com/politics/2016-election/poll-clinton-trump-get-party-support-independents-split-n595911","Nonpartisan","None","",1,NA,0,90,46.6666666666667,53.3333333333333,NA
