G.A.B. Canvass Reporting System,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Ward by Ward Report,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2014 GENERAL ELECTION,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
GOVERNOR/LIEUTENANT GOVERNOR,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Total Votes Cast,DEM,REP,IND,IND,,IND,REP,CON,IND,IND,REP,
,CITY OF MILWAUKEE WARD 256,179,148,27,2,2,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 257,398,317,76,1,4,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 258,492,356,126,3,7,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 259,356,254,98,1,2,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 260,291,178,112,1,0,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 261,390,218,165,3,4,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 262,817,410,389,3,14,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 263,424,238,181,2,3,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 264,933,490,434,3,4,,0,0,0,0,0,0,2
,CITY OF MILWAUKEE WARD 265,511,274,230,0,7,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 266,581,252,324,1,4,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 267,484,244,238,1,1,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 268,"1,103",518,569,4,11,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 269,690,344,338,0,4,,0,0,0,0,0,0,4
,CITY OF MILWAUKEE WARD 270,659,287,367,1,3,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 271,"1,105",564,525,4,12,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 272,829,378,441,6,2,,0,0,0,0,0,0,2
,CITY OF MILWAUKEE WARD 273,478,210,256,4,7,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 274,474,199,267,4,4,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 275,"1,033",507,513,6,7,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 276,"1,024",482,527,5,9,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 277,940,505,430,3,2,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 278,551,258,287,3,2,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 279,852,419,420,5,7,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 280,"1,268",742,514,3,9,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 281,584,325,253,0,5,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 282,227,170,50,1,4,,0,0,0,0,0,0,2
,CITY OF MILWAUKEE WARD 283,484,264,215,1,4,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 284,512,389,117,2,4,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 285,113,70,41,2,0,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 286,355,239,106,2,7,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 287,356,198,152,1,5,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 288,814,448,360,0,6,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 289,469,288,170,2,8,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 290,310,215,87,4,3,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 291,377,251,125,0,1,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 292,463,287,168,1,6,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 293,635,357,266,1,9,,0,0,0,0,0,0,2
,CITY OF MILWAUKEE WARD 294,502,288,205,2,6,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 295,530,340,180,0,8,,0,0,0,0,0,0,2
,CITY OF MILWAUKEE WARD 296,787,473,304,1,9,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 297,729,504,211,3,9,,0,0,0,0,0,0,2
,CITY OF MILWAUKEE WARD 298,553,363,170,7,11,,0,0,0,0,0,0,2
,CITY OF MILWAUKEE WARD 299,695,455,227,3,10,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 300,996,689,292,4,10,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 301,889,522,352,4,10,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 302,610,335,262,3,10,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 303,968,533,423,4,8,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 304,690,377,303,3,7,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 305,686,347,332,2,5,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 306,584,365,211,1,7,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 307,637,342,287,2,6,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 308,526,378,141,1,6,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 309,859,443,410,1,5,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 310,217,136,78,2,0,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 311,465,242,215,1,6,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 312,748,367,375,2,3,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 313,"1,392",718,657,4,12,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 314,572,271,294,3,4,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 315,"1,013",508,495,5,5,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 316,579,267,298,4,8,,0,0,0,0,0,0,2
,CITY OF MILWAUKEE WARD 317,701,377,311,2,9,,0,0,0,0,0,0,2
,CITY OF MILWAUKEE WARD 320,22,21,1,0,0,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 321,131,113,16,1,1,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 322,84,66,17,0,0,,0,0,0,0,0,0,1
,CITY OF MILWAUKEE WARD 323,151,107,43,0,1,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 324,63,51,11,0,1,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 325,277,207,65,2,3,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 326,2,0,2,0,0,,0,0,0,0,0,0,0
,CITY OF MILWAUKEE WARD 327,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF OAK CREEK Wards 1-3,"2,405",941,"1,448",5,9,,0,0,0,0,0,0,2
,CITY OF OAK CREEK Wards 4-6,"2,075",894,"1,153",7,20,,0,0,0,0,0,0,1
,CITY OF OAK CREEK Wards 7-9,"2,328",897,"1,407",6,18,,0,0,0,0,0,0,0
,CITY OF OAK CREEK Wards 10-12,"2,707","1,009","1,667",16,13,,0,0,0,0,0,0,2
,CITY OF OAK CREEK Wards 13-15,"2,660",878,"1,764",6,11,,0,0,0,0,0,0,1
,CITY OF OAK CREEK Wards 16-19,"2,009",867,"1,125",6,11,,0,0,0,0,0,0,0
,CITY OF ST. FRANCIS Wards 1 - 4,"1,302",643,641,0,15,,0,0,0,0,0,0,3
,CITY OF ST. FRANCIS Wards 5 - 8,"1,392",695,684,3,7,,0,0,0,0,0,0,3
,CITY OF ST. FRANCIS Wards 9 - 12,"1,493",769,712,0,10,,0,0,0,0,0,0,2
,CITY OF SOUTH MILWAUKEE Wards 1 - 4,"2,120","1,032","1,049",14,22,,0,0,0,0,0,0,3
,CITY OF SOUTH MILWAUKEE Wards 5 - 8,"1,853",880,936,11,22,,0,0,0,0,0,0,4
,CITY OF SOUTH MILWAUKEE Wards 9 - 12,"2,395","1,022","1,343",10,17,,0,0,0,0,0,0,3
,CITY OF SOUTH MILWAUKEE Wards 13 -16,"2,052",962,"1,060",8,18,,0,0,0,0,0,0,4
,CITY OF WAUWATOSA WARD 1,"1,063",552,501,0,10,,0,0,0,0,0,0,0
,CITY OF WAUWATOSA WARD 2,"1,006",562,438,1,4,,0,0,0,0,0,0,1
,CITY OF WAUWATOSA WARD 3,"1,096",531,554,2,9,,0,0,0,0,0,0,0
,CITY OF WAUWATOSA WARD 4,"1,543",702,831,1,7,,0,0,0,0,0,0,2
,CITY OF WAUWATOSA WARD 5,736,340,388,1,5,,0,0,0,0,0,0,2
,CITY OF WAUWATOSA WARD 6,747,380,358,0,8,,0,0,0,0,0,0,1
,CITY OF WAUWATOSA WARD 7,"1,314",612,689,3,10,,0,0,0,0,0,0,0
,CITY OF WAUWATOSA WARD 8,597,264,326,2,5,,0,0,0,0,0,0,0
,CITY OF WAUWATOSA WARD 9,"1,200",471,705,3,18,,0,0,0,0,0,0,3
,CITY OF WAUWATOSA WARD 10,876,477,389,1,9,,0,0,0,0,0,0,0
,CITY OF WAUWATOSA WARD 11,"1,083",580,486,1,14,,0,0,0,0,0,0,2
,CITY OF WAUWATOSA WARD 12,"1,323",576,739,2,5,,0,0,0,0,0,0,1
,CITY OF WAUWATOSA WARD 13,517,288,226,2,1,,0,0,0,0,0,0,0
,CITY OF WAUWATOSA WARD 14,"1,152",648,492,0,11,,1,0,0,0,0,0,0
,CITY OF WAUWATOSA WARD 15,"1,159",688,459,5,7,,0,0,0,0,0,0,0
,CITY OF WAUWATOSA WARD 16,"1,283",579,696,3,5,,0,0,0,0,0,0,0
,CITY OF WAUWATOSA WARD 17,"1,137",411,717,0,7,,0,0,0,0,0,0,2
,CITY OF WAUWATOSA WARD 18,921,419,492,2,6,,1,0,0,0,0,0,1
,CITY OF WAUWATOSA WARD 19,"1,050",476,556,3,14,,0,0,0,0,0,0,1
,CITY OF WAUWATOSA WARD 20,"1,201",458,734,2,5,,2,0,0,0,0,0,0
,CITY OF WAUWATOSA WARD 21,910,370,533,1,5,,0,0,0,0,0,0,1
,CITY OF WAUWATOSA WARD 22,"1,033",489,532,3,7,,0,0,0,0,0,0,2
,CITY OF WAUWATOSA WARD 23,971,389,572,3,7,,0,0,0,0,0,0,0
,CITY OF WAUWATOSA WARD 24,922,451,462,4,5,,0,0,0,0,0,0,0
,CITY OF WEST ALLIS Ward 1,751,403,333,4,11,,0,0,0,0,0,0,0
,CITY OF WEST ALLIS Ward 2,921,492,407,5,15,,0,0,0,0,0,0,2
,CITY OF WEST ALLIS Ward 3,654,345,301,2,5,,0,0,0,0,0,0,1
,CITY OF WEST ALLIS Ward 4,"1,003",449,539,3,10,,0,0,0,0,0,0,2
,CITY OF WEST ALLIS Ward 5,800,395,393,3,8,,0,0,0,0,0,0,1
,CITY OF WEST ALLIS Ward 6,782,333,435,2,12,,0,0,0,0,0,0,0
,CITY OF WEST ALLIS Ward 7,903,412,478,4,9,,0,0,0,0,0,0,0
,CITY OF WEST ALLIS Ward 8,761,362,382,3,8,,0,0,0,0,0,0,6
,CITY OF WEST ALLIS Ward 9,"1,068",499,555,6,7,,0,0,0,0,0,0,1
,CITY OF WEST ALLIS Ward 10,883,397,467,5,12,,2,0,0,0,0,0,0
,CITY OF WEST ALLIS Ward 11,"1,156",504,639,3,9,,0,0,0,0,0,0,1
,CITY OF WEST ALLIS Ward 12,"1,067",421,629,7,9,,0,0,0,1,0,0,0
,CITY OF WEST ALLIS Ward 13,"1,479",601,859,6,11,,0,0,0,0,0,0,2
,CITY OF WEST ALLIS Ward 14,741,376,353,3,9,,0,0,0,0,0,0,0
,CITY OF WEST ALLIS Ward 15,796,338,446,3,8,,0,0,0,0,0,0,1
,CITY OF WEST ALLIS Ward 16,777,323,442,2,8,,0,0,0,0,0,0,2
,CITY OF WEST ALLIS Ward 17,"1,132",479,635,5,13,,0,0,0,0,0,0,0
,CITY OF WEST ALLIS Ward 18,"1,314",549,748,8,9,,0,0,0,0,0,0,0
,CITY OF WEST ALLIS Ward 19,"1,233",494,723,4,12,,0,0,0,0,0,0,0
,CITY OF WEST ALLIS Ward 20,803,361,432,3,6,,0,0,0,0,0,0,1
,CITY OF WEST ALLIS Ward 21,"1,026",498,517,8,3,,0,0,0,0,0,0,0
,CITY OF WEST ALLIS Ward 22,804,353,445,3,3,,0,0,0,0,0,0,0
,CITY OF WEST ALLIS Ward 23,"1,198",464,722,6,6,,0,0,0,0,0,0,0
,CITY OF WEST ALLIS Ward 24,670,348,315,2,5,,0,0,0,0,0,0,0
,CITY OF WEST ALLIS Ward 25,"1,090",436,642,3,8,,0,0,0,0,0,0,1
,County Totals:,"368,093","231,316","132,706","1,046","2,607",,14,0,6,2,0,0,396
MONROE ,TOWN OF ADRIAN WARD 1,350,112,232,0,6,,0,0,0,0,0,0,0
,TOWN OF ANGELO WARDS 1 - 3,433,167,262,3,1,,0,0,0,0,0,0,0
,TOWN OF BYRON WARD 1,445,181,259,3,2,,0,0,0,0,0,0,0
,TOWN OF CLIFTON WARD 1,175,70,103,1,1,,0,0,0,0,0,0,0
,TOWN OF GLENDALE WARD 1,254,90,161,1,2,,0,0,0,0,0,0,0
,TOWN OF GRANT WARD 1,194,57,133,2,2,,0,0,0,0,0,0,0
,TOWN OF GREENFIELD WARDS 1 & 2,319,98,215,1,4,,0,0,0,0,0,0,1
,TOWN OF JEFFERSON WARD 1,228,80,148,0,0,,0,0,0,0,0,0,0
,TOWN OF LAFAYETTE WARDS 1 & 2,149,60,88,1,0,,0,0,0,0,0,0,0
,"TOWN OF LA GRANGE WARD 1 B, 2 B, 3 B",55,21,33,0,1,,0,0,0,0,0,0,0
,"TOWN OF LA GRANGE WARD 1 A, 2 A, 3 A",769,307,443,7,11,,1,0,0,0,0,0,0
,TOWN OF LEON WARDS 1 & 2,459,148,309,0,2,,0,0,0,0,0,0,0
,TOWN OF LINCOLN WARD 1,341,83,254,2,2,,0,0,0,0,0,0,0
,TOWN OF LITTLE FALLS WARDS 1 & 2,580,253,317,3,7,,0,0,0,0,0,0,0
,TOWN OF NEW LYME WARD 1,79,29,50,0,0,,0,0,0,0,0,0,0
,TOWN OF OAKDALE WARD 1,284,110,170,0,4,,0,0,0,0,0,0,0
,TOWN OF PORTLAND WARD 1,309,134,171,3,1,,0,0,0,0,0,0,0
,TOWN OF RIDGEVILLE WARD 1,218,105,110,1,2,,0,0,0,0,0,0,0
,TOWN OF SCOTT WARD 1,38,7,31,0,0,,0,0,0,0,0,0,0
,TOWN OF SHELDON WARD 1,180,43,133,1,3,,0,0,0,0,0,0,0
,TOWN OF SPARTA WARDS 1 - 6,"1,240",534,690,7,8,,0,0,0,0,0,0,1
,TOWN OF TOMAH WARDS 1 & 2,562,216,341,1,4,,0,0,0,0,0,0,0
,TOWN OF WELLINGTON WARDS 1 & 2,204,86,110,2,6,,0,0,0,0,0,0,0
,TOWN OF WELLS WARD 1,217,76,137,1,3,,0,0,0,0,0,0,0
,TOWN OF WILTON WARDS 1 - 5,190,75,112,1,2,,0,0,0,0,0,0,0
,"VILLAGE OF CASHTON WARDS 1, 2 & 3",358,160,194,1,3,,0,0,0,0,0,0,0
,VILLAGE OF KENDALL Ward 1,155,88,66,0,1,,0,0,0,0,0,0,0
,VILLAGE OF MELVINA WARD 1,26,5,20,1,0,,0,0,0,0,0,0,0
,VILLAGE OF NORWALK WARD 1,167,73,88,4,1,,0,0,0,0,0,0,1
,VILLAGE OF OAKDALE WARD 1,80,32,47,0,1,,0,0,0,0,0,0,0
,VILLAGE OF ROCKLAND Ward 2,0,0,0,0,0,,0,0,0,0,0,0,0
,VILLAGE OF WARRENS WARD 1,150,45,102,1,2,,0,0,0,0,0,0,0
,VILLAGE OF WILTON WARD 1,167,88,78,0,1,,0,0,0,0,0,0,0
,VILLAGE OF WYEVILLE WARD 1,43,11,31,0,1,,0,0,0,0,0,0,0
,CITY OF SPARTA WARDS 1-6,"1,061",503,545,2,9,,0,0,0,0,0,0,2
,CITY OF SPARTA WARDS 7-12,981,487,483,6,5,,0,0,0,0,0,0,0
,CITY OF SPARTA WARDS 13-18,814,430,368,4,12,,0,0,0,0,0,0,0
,CITY OF SPARTA WARD 19,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF SPARTA WARD 20,2,0,2,0,0,,0,0,0,0,0,0,0
,"CITY OF TOMAH WARDS 1-16, 5A, 18","2,812","1,335","1,410",13,51,,0,1,0,0,0,0,2
,CITY OF TOMAH WARD 5B,0,0,0,0,0,,0,0,0,0,0,0,0
,"CITY OF TOMAH WARDS 17, 19",0,0,0,0,0,,0,0,0,0,0,0,0
,County Totals:,"15,088","6,399","8,446",73,161,,1,1,0,0,0,0,7
OCONTO ,TOWN OF ABRAMS Wards 1-3,830,271,547,7,5,,0,0,0,0,0,0,0
,TOWN OF BAGLEY Ward 1,156,50,106,0,0,,0,0,0,0,0,0,0
,TOWN OF BRAZEAU Wards 1-3,692,234,449,5,4,,0,0,0,0,0,0,0
,TOWN OF BREED Ward 1,303,92,209,0,2,,0,0,0,0,0,0,0
,TOWN OF CHASE Wards 1-5,"1,250",393,850,3,4,,0,0,0,0,0,0,0
,TOWN OF DOTY WARD 1,179,60,116,1,2,,0,0,0,0,0,0,0
,TOWN OF GILLETT Wards 1 & 2,460,107,350,0,3,,0,0,0,0,0,0,0
,TOWN OF HOW Wards 1&2,287,65,220,1,1,,0,0,0,0,0,0,0
,TOWN OF LAKEWOOD Ward 1,473,151,318,1,3,,0,0,0,0,0,0,0
,TOWN OF LENA Ward 1,286,80,205,1,0,,0,0,0,0,0,0,0
,TOWN OF LITTLE RIVER Wards 1&2,453,173,276,2,2,,0,0,0,0,0,0,0
,TOWN OF LITTLE SUAMICO Wards 1-8,"2,165",695,"1,446",12,12,,0,0,0,0,0,0,0
,TOWN OF MAPLE VALLEY Ward 1,302,94,206,2,0,,0,0,0,0,0,0,0
,TOWN OF MORGAN Wards 1&2,457,133,322,0,2,,0,0,0,0,0,0,0
,TOWN OF MOUNTAIN Ward 1,390,160,227,0,3,,0,0,0,0,0,0,0
,TOWN OF OCONTO Wards 1-3,619,230,384,5,0,,0,0,0,0,0,0,0
,TOWN OF OCONTO FALLS Wards 1&2,544,183,355,2,4,,0,0,0,0,0,0,0
,TOWN OF PENSAUKEE Wards 1&2,633,211,413,4,5,,0,0,0,0,0,0,0
,TOWN OF RIVERVIEW Wards 1&2,430,174,252,1,3,,0,0,0,0,0,0,0
,TOWN OF SPRUCE Wards 1&2,358,121,233,1,3,,0,0,0,0,0,0,0
,TOWN OF STILES Wards 1&2,649,246,398,0,5,,0,0,0,0,0,0,0
,TOWN OF TOWNSEND Ward 1,559,211,342,2,4,,0,0,0,0,0,0,0
,TOWN OF UNDERHILL Ward 1,351,118,229,2,2,,0,0,0,0,0,0,0
,VILLAGE OF LENA WARD 1,194,78,113,0,3,,0,0,0,0,0,0,0
,VILLAGE OF PULASKI Ward 5,0,0,0,0,0,,0,0,0,0,0,0,0
,VILLAGE OF SURING WARD 1,193,67,126,0,0,,0,0,0,0,0,0,0
,CITY OF GILLETT WARDS 1 - 3,464,185,270,4,5,,0,0,0,0,0,0,0
,CITY OF OCONTO WARDS 1-7,"1,536",723,787,9,17,,0,0,0,0,0,0,0
,CITY OF OCONTO FALLS WARDS 1-5,922,352,551,4,15,,0,0,0,0,0,0,0
,County Totals:,"16,135","5,657","10,300",69,109,,0,0,0,0,0,0,0
ONEIDA ,TOWN OF CASSIAN Wards 1 & 2,579,248,325,2,4,,0,0,0,0,0,0,0
,TOWN OF CRESCENT Wards 1 - 3,"1,070",486,571,3,10,,0,0,0,0,0,0,0
,TOWN OF ENTERPRISE Ward 1,204,71,132,0,1,,0,0,0,0,0,0,0
,TOWN OF HAZELHURST Wards 1-2,692,302,383,1,6,,0,0,0,0,0,0,0
,TOWN OF LAKE TOMAHAWK Ward 1-2,548,178,365,2,3,,0,0,0,0,0,0,0
,TOWN OF LITTLE RICE Ward 1,169,49,118,1,1,,0,0,0,0,0,0,0
,TOWN OF LYNNE Ward 1,64,20,43,1,0,,0,0,0,0,0,0,0
,TOWN OF MINOCQUA WARDS 1 - 7,"2,526",854,"1,644",5,21,,0,0,0,0,0,0,2
,TOWN OF MONICO Ward 1,115,29,83,1,2,,0,0,0,0,0,0,0
,TOWN OF NEWBOLD Ward 1,184,60,118,1,5,,0,0,0,0,0,0,0
,TOWN OF NEWBOLD Wards 2 - 4,"1,212",531,668,3,10,,0,0,0,0,0,0,0
,TOWN OF NOKOMIS WARD 1 & 2,706,290,405,4,5,,0,0,0,0,0,0,2
,TOWN OF PELICAN Wards 1-4,"1,262",583,651,7,21,,0,0,0,0,0,0,0
,TOWN OF PIEHL Ward 1,43,15,27,1,0,,0,0,0,0,0,0,0
,TOWN OF PINE LAKE Wards 1 - 4,"1,288",573,695,6,14,,0,0,0,0,0,0,0
,TOWN OF SCHOEPKE Ward 1,191,87,104,0,0,,0,0,0,0,0,0,0
,TOWN OF STELLA Wards 1-2,288,136,146,1,5,,0,0,0,0,0,0,0
,TOWN OF SUGAR CAMP Wards 1-2,909,305,590,3,11,,0,0,0,0,0,0,0
,TOWN OF THREE LAKES Wards 1 - 4,"1,263",415,836,3,8,,0,0,0,0,0,0,1
,TOWN OF WOODBORO Ward 1,419,184,230,0,5,,0,0,0,0,0,0,0
,TOWN OF WOODRUFF WARDS 1-3,"1,067",419,638,5,5,,0,0,0,0,0,0,0
,CITY OF RHINELANDER Ward 1,325,181,134,1,9,,0,0,0,0,0,0,0
,CITY OF RHINELANDER Wards 2 - 3,308,175,128,3,2,,0,0,0,0,0,0,0
,CITY OF RHINELANDER Wards 4 - 5,286,172,103,3,7,,0,0,0,0,0,0,1
,CITY OF RHINELANDER Wards 6 - 7,286,142,134,3,7,,0,0,0,0,0,0,0
,CITY OF RHINELANDER Wards 8 - 9,367,209,152,2,4,,0,0,0,0,0,0,0
,CITY OF RHINELANDER Ward 10,305,146,151,4,4,,0,0,0,0,0,0,0
,CITY OF RHINELANDER Wards 11 - 12,319,169,131,4,14,,0,0,0,0,0,0,1
,CITY OF RHINELANDER Wards 13 - 14,319,161,147,5,6,,0,0,0,0,0,0,0
,County Totals:,"17,314","7,190","9,852",75,190,,0,0,0,0,0,0,7
OUTAGAMIE ,TOWN OF BLACK CREEK Wards 1-2,536,152,380,0,4,,0,0,0,0,0,0,0
,TOWN OF BOVINA Wards 1-2,495,181,309,2,3,,0,0,0,0,0,0,0
,TOWN OF BUCHANAN WARDS 1-10,"3,043","1,078","1,942",5,18,,0,0,0,0,0,0,0
,TOWN OF CENTER Ward 1-7,"1,757",455,"1,289",2,11,,0,0,0,0,0,0,0
,TOWN OF CICERO WARDS 1-2,442,140,298,0,4,,0,0,0,0,0,0,0
,TOWN OF DALE WARDS 1-3,"1,315",334,967,3,11,,0,0,0,0,0,0,0
,TOWN OF DEER CREEK WARD 1,246,75,171,0,0,,0,0,0,0,0,0,0
,TOWN OF ELLINGTON WARDS 1-5,"1,317",340,965,7,5,,0,0,0,0,0,0,0
,TOWN OF FREEDOM Wards 1 - 8,"2,610",795,"1,791",10,14,,0,0,0,0,0,0,0
,TOWN OF GRAND CHUTE Wards 1-3,"2,377",865,"1,489",2,21,,0,0,0,0,0,0,0
,TOWN OF GRAND CHUTE Wards 4-6,"1,533",566,948,3,16,,0,0,0,0,0,0,0
,TOWN OF GRAND CHUTE Ward 7,436,185,240,0,11,,0,0,0,0,0,0,0
,TOWN OF GRAND CHUTE Ward 8,173,62,109,2,0,,0,0,0,0,0,0,0
,TOWN OF GRAND CHUTE Wards 9-11,921,399,508,3,11,,0,0,0,0,0,0,0
,TOWN OF GRAND CHUTE Wards 12-14,"1,943",725,"1,193",4,21,,0,0,0,0,0,0,0
,TOWN OF GRAND CHUTE Wards 15-17,"1,994",783,"1,199",1,11,,0,0,0,0,0,0,0
,TOWN OF GRAND CHUTE Ward 18,0,0,0,0,0,,0,0,0,0,0,0,0
,TOWN OF GREENVILLE WARDS 1-3 &  5-8,"4,124","1,175","2,920",5,24,,0,0,0,0,0,0,0
,TOWN OF GREENVILLE WARDS 4 & 9,949,297,642,2,8,,0,0,0,0,0,0,0
,TOWN OF HORTONIA WARDS 1-2,517,139,374,2,2,,0,0,0,0,0,0,0
,TOWN OF KAUKAUNA WARDS 1 - 3,575,132,439,0,4,,0,0,0,0,0,0,0
,TOWN OF LIBERTY Ward 1,404,129,272,0,3,,0,0,0,0,0,0,0
,TOWN OF MAINE Ward 1,356,105,251,0,0,,0,0,0,0,0,0,0
,TOWN OF MAPLE CREEK WARD 1,259,63,192,4,0,,0,0,0,0,0,0,0
,TOWN OF ONEIDA Wards 1 - 6,"1,448",586,835,10,17,,0,0,0,0,0,0,0
,TOWN OF OSBORN WARDS 1-2,547,169,375,0,3,,0,0,0,0,0,0,0
,TOWN OF SEYMOUR Wards 1 & 2,505,111,390,2,2,,0,0,0,0,0,0,0
,TOWN OF VANDENBROEK Wards 1-3,750,203,539,4,4,,0,0,0,0,0,0,0
,VILLAGE OF BEAR CREEK WARD 1,104,36,65,2,1,,0,0,0,0,0,0,0
,VILLAGE OF BLACK CREEK WARDS 1-2,510,181,322,3,4,,0,0,0,0,0,0,0
,VILLAGE OF COMBINED LOCKS WARDS 1-4,"1,636",611,"1,008",3,14,,0,0,0,0,0,0,0
,VILLAGE OF HARRISON WARDS 1-2,0,0,0,0,0,,0,0,0,0,0,0,0
,VILLAGE OF HORTONVILLE WARDS 1-3,"1,174",395,756,9,14,,0,0,0,0,0,0,0
,VILLAGE OF HOWARD WARD 17,0,0,0,0,0,,0,0,0,0,0,0,0
,VILLAGE OF KIMBERLY Wards 1 -9,"2,848","1,241","1,574",10,23,,0,0,0,0,0,0,0
,"VILLAGE OF LITTLE CHUTE Wards 1, 4, 5, 14","1,067",410,651,2,4,,0,0,0,0,0,0,0
,"VILLAGE OF LITTLE CHUTE Wards 2, 6, 8, 12, 13",778,337,428,6,7,,0,0,0,0,0,0,0
,"VILLAGE OF LITTLE CHUTE Wards 3, 9, 10, 11","1,521",610,891,6,14,,0,0,0,0,0,0,0
,VILLAGE OF LITTLE CHUTE Ward 7,782,310,466,2,4,,0,0,0,0,0,0,0
,VILLAGE OF NICHOLS WARD 1,81,17,62,0,2,,0,0,0,0,0,0,0
,VILLAGE OF SHIOCTON Ward 1,311,137,171,0,3,,0,0,0,0,0,0,0
,VILLAGE OF WRIGHTSTOWN WARD 4,99,23,76,0,0,,0,0,0,0,0,0,0
,VILLAGE OF WRIGHTSTOWN WARD 5,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF APPLETON WARD 1,549,300,236,4,9,,0,0,0,0,0,0,0
,CITY OF APPLETON WARD 2,"1,036",539,482,4,11,,0,0,0,0,0,0,0
,CITY OF APPLETON WARD 3,"1,334",850,465,2,17,,0,0,0,0,0,0,0
,CITY OF APPLETON WARD 4,626,285,332,5,4,,0,0,0,0,0,0,0
,CITY OF APPLETON WARD 5,3,0,3,0,0,,0,0,0,0,0,0,0
,CITY OF APPLETON WARD 6,438,235,197,3,3,,0,0,0,0,0,0,0
,CITY OF APPLETON WARD 7,915,411,497,2,5,,0,0,0,0,0,0,0
,CITY OF APPLETON WARD 8,705,553,137,3,12,,0,0,0,0,0,0,0
,CITY OF APPLETON WARD 9,664,310,344,2,8,,0,0,0,0,0,0,0
,CITY OF APPLETON WARD 10,527,255,270,0,2,,0,0,0,0,0,0,0
,CITY OF APPLETON WARD 11,429,179,244,1,5,,0,0,0,0,0,0,0
,CITY OF APPLETON WARD 15,681,282,390,1,8,,0,0,0,0,0,0,0
,CITY OF APPLETON WARD 16,534,245,284,2,3,,0,0,0,0,0,0,0
